universe,portfolio,strategy,weighting,rebalance_months,tc_bps,growth_multiple,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,avg_turnover_pct,avg_long_stocks,avg_short_stocks,last_long_stocks,last_short_stocks,months,monthly_rebalance_ann_return,monthly_rebalance_sharpe,monthly_rebalance_max_dd,monthly_rebalance_growth,ann_return_minus_monthly,sharpe_minus_monthly,max_dd_minus_monthly,growth_vs_monthly
all,Small,long_only,vw,4,100,40.6368,17.76,29.06,0.497,-72.76,4.8,1795.6,0.0,3090,0,272,17.52,0.49,-73.06,38.8125,0.240000000000002,0.007000000000000006,0.29999999999999716,1.0470028985507247
all,Small,long_only,vw,5,0,48.8116,18.71,28.94,0.526,-72.43,4.2,1820.2,0.0,2668,0,272,18.29,0.513,-72.78,45.0502,0.4200000000000017,0.013000000000000012,0.3499999999999943,1.083493525000999
all,Small,long_only,vw,5,10,48.3048,18.66,28.94,0.525,-72.44,4.2,1820.2,0.0,2668,0,272,18.21,0.511,-72.81,44.3844,0.4499999999999993,0.014000000000000012,0.37000000000000455,1.088328331575959
all,Small,long_only,vw,5,20,47.8031,18.6,28.94,0.523,-72.46,4.2,1820.2,0.0,2668,0,272,18.14,0.508,-72.84,43.7284,0.46000000000000085,0.015000000000000013,0.38000000000000966,1.0931820052871817
all,Small,long_only,vw,5,50,46.3281,18.44,28.95,0.518,-72.51,4.2,1820.2,0.0,2668,0,272,17.9,0.501,-72.92,41.817,0.5400000000000027,0.017000000000000015,0.4099999999999966,1.1078771791376714
all,Small,long_only,vw,5,100,43.967,18.17,28.95,0.51,-72.59,4.2,1820.2,0.0,2668,0,272,17.52,0.49,-73.06,38.8125,0.6500000000000021,0.020000000000000018,0.46999999999999886,1.132805152979066
all,Small,long_only,vw,6,0,49.9789,18.84,29.02,0.529,-72.26,4.6,1762.8,0.0,2668,0,272,18.29,0.513,-72.78,45.0502,0.5500000000000007,0.016000000000000014,0.519999999999996,1.1094046197353176
all,Small,long_only,vw,6,10,49.4218,18.78,29.02,0.527,-72.28,4.6,1762.8,0.0,2668,0,272,18.21,0.511,-72.81,44.3844,0.5700000000000003,0.016000000000000014,0.5300000000000011,1.11349483151738
all,Small,long_only,vw,6,20,48.8707,18.72,29.02,0.526,-72.3,4.6,1762.8,0.0,2668,0,272,18.14,0.508,-72.84,43.7284,0.5799999999999983,0.018000000000000016,0.5400000000000063,1.1175963447096167
all,Small,long_only,vw,6,50,47.2529,18.54,29.01,0.521,-72.36,4.6,1762.8,0.0,2668,0,272,17.9,0.501,-72.92,41.817,0.6400000000000006,0.020000000000000018,0.5600000000000023,1.1299925867470166
all,Small,long_only,vw,6,100,44.6716,18.25,29.01,0.512,-72.45,4.6,1762.8,0.0,2668,0,272,17.52,0.49,-73.06,38.8125,0.7300000000000004,0.02200000000000002,0.6099999999999994,1.1509590982286635
all,Small,long_only,vw,7,0,47.7409,18.6,28.8,0.524,-71.79,4.0,1831.3,0.0,3116,0,272,18.29,0.513,-72.78,45.0502,0.3100000000000023,0.01100000000000001,0.9899999999999949,1.0597267048758943
all,Small,long_only,vw,7,10,47.2686,18.54,28.8,0.522,-71.81,4.0,1831.3,0.0,3116,0,272,18.21,0.511,-72.81,44.3844,0.3299999999999983,0.01100000000000001,1.0,1.0649822910752427
all,Small,long_only,vw,7,20,46.8009,18.49,28.81,0.52,-71.82,4.0,1831.3,0.0,3116,0,272,18.14,0.508,-72.84,43.7284,0.34999999999999787,0.01200000000000001,1.0200000000000102,1.0702632614044876
all,Small,long_only,vw,7,50,45.4243,18.34,28.81,0.516,-71.87,4.0,1831.3,0.0,3116,0,272,17.9,0.501,-72.92,41.817,0.4400000000000013,0.015000000000000013,1.0499999999999972,1.0862639596336419
all,Small,long_only,vw,7,100,43.2162,18.08,28.83,0.508,-71.95,4.0,1831.3,0.0,3116,0,272,17.52,0.49,-73.06,38.8125,0.5599999999999987,0.018000000000000016,1.1099999999999994,1.1134608695652175
all,Small,long_only,vw,8,0,51.7059,19.01,28.74,0.536,-70.99,4.0,1768.7,0.0,2804,0,272,18.29,0.513,-72.78,45.0502,0.7200000000000024,0.02300000000000002,1.7900000000000063,1.1477396326764366
all,Small,long_only,vw,8,10,51.184,18.96,28.74,0.535,-71.01,4.0,1768.7,0.0,2804,0,272,18.21,0.511,-72.81,44.3844,0.75,0.02400000000000002,1.7999999999999972,1.1531979704580888
all,Small,long_only,vw,8,20,50.6671,18.91,28.75,0.533,-71.03,4.0,1768.7,0.0,2804,0,272,18.14,0.508,-72.84,43.7284,0.7699999999999996,0.025000000000000022,1.8100000000000023,1.158677198342496
all,Small,long_only,vw,8,50,49.1464,18.75,28.76,0.528,-71.09,4.0,1768.7,0.0,2804,0,272,17.9,0.501,-72.92,41.817,0.8500000000000014,0.027000000000000024,1.8299999999999983,1.1752732142430111
all,Small,long_only,vw,8,100,46.7091,18.48,28.78,0.52,-71.2,4.0,1768.7,0.0,2804,0,272,17.52,0.49,-73.06,38.8125,0.9600000000000009,0.030000000000000027,1.8599999999999994,1.203455072463768
all,Small,long_only,vw,9,0,52.4018,19.08,28.45,0.541,-71.26,4.1,1779.7,0.0,2668,0,272,18.29,0.513,-72.78,45.0502,0.7899999999999991,0.028000000000000025,1.519999999999996,1.16318684489747
all,Small,long_only,vw,9,10,51.8983,19.03,28.44,0.539,-71.28,4.1,1779.7,0.0,2668,0,272,18.21,0.511,-72.81,44.3844,0.8200000000000003,0.028000000000000025,1.5300000000000011,1.1692914627661972
all,Small,long_only,vw,9,20,51.3993,18.98,28.44,0.538,-71.31,4.1,1779.7,0.0,2668,0,272,18.14,0.508,-72.84,43.7284,0.8399999999999999,0.030000000000000027,1.5300000000000011,1.1754214652262602
all,Small,long_only,vw,9,50,49.9301,18.83,28.43,0.533,-71.38,4.1,1779.7,0.0,2668,0,272,17.9,0.501,-72.92,41.817,0.9299999999999997,0.03200000000000003,1.5400000000000063,1.194014396059019
all,Small,long_only,vw,9,100,47.5708,18.58,28.41,0.526,-71.5,4.1,1779.7,0.0,2668,0,272,17.52,0.49,-73.06,38.8125,1.0599999999999987,0.03600000000000003,1.5600000000000023,1.2256566827697262
all,Small,long_only,vw,10,0,54.2906,19.27,28.55,0.546,-72.08,3.9,1774.1,0.0,2668,0,272,18.29,0.513,-72.78,45.0502,0.9800000000000004,0.03300000000000003,0.7000000000000028,1.2051134068217233
all,Small,long_only,vw,10,10,53.7813,19.22,28.55,0.544,-72.1,3.9,1774.1,0.0,2668,0,272,18.21,0.511,-72.81,44.3844,1.009999999999998,0.03300000000000003,0.710000000000008,1.2117162786925137
all,Small,long_only,vw,10,20,53.2766,19.17,28.55,0.543,-72.12,3.9,1774.1,0.0,2668,0,272,18.14,0.508,-72.84,43.7284,1.0300000000000011,0.03500000000000003,0.7199999999999989,1.2183523751154857
all,Small,long_only,vw,10,50,51.7895,19.02,28.54,0.538,-72.17,3.9,1774.1,0.0,2668,0,272,17.9,0.501,-72.92,41.817,1.120000000000001,0.03700000000000003,0.75,1.2384795657268575
all,Small,long_only,vw,10,100,49.399,18.77,28.53,0.531,-72.25,3.9,1774.1,0.0,2668,0,272,17.52,0.49,-73.06,38.8125,1.25,0.041000000000000036,0.8100000000000023,1.2727600644122383
all,Small,long_only,vw,11,0,51.653,19.01,28.29,0.54,-70.57,3.8,1781.0,0.0,2804,0,272,18.29,0.513,-72.78,45.0502,0.7200000000000024,0.027000000000000024,2.210000000000008,1.1465653870571053
all,Small,long_only,vw,11,10,51.1931,18.96,28.28,0.538,-70.59,3.8,1781.0,0.0,2804,0,272,18.21,0.511,-72.81,44.3844,0.75,0.027000000000000024,2.219999999999999,1.1534029974495543
all,Small,long_only,vw,11,20,50.7371,18.91,28.28,0.537,-70.6,3.8,1781.0,0.0,2804,0,272,18.14,0.508,-72.84,43.7284,0.7699999999999996,0.029000000000000026,2.240000000000009,1.1602779886755517
all,Small,long_only,vw,11,50,49.3923,18.77,28.27,0.533,-70.65,3.8,1781.0,0.0,2804,0,272,17.9,0.501,-72.92,41.817,0.870000000000001,0.03200000000000003,2.269999999999996,1.1811535978190688
all,Small,long_only,vw,11,100,47.2264,18.54,28.26,0.526,-70.72,3.8,1781.0,0.0,2804,0,272,17.52,0.49,-73.06,38.8125,1.0199999999999996,0.03600000000000003,2.3400000000000034,1.2167832528180353
all,Small,long_only,vw,12,0,51.5457,19.0,28.84,0.536,-71.73,3.7,1682.5,0.0,2804,0,272,18.29,0.513,-72.78,45.0502,0.7100000000000009,0.02300000000000002,1.0499999999999972,1.1441835996288585
all,Small,long_only,vw,12,10,51.0734,18.95,28.84,0.534,-71.75,3.7,1682.5,0.0,2804,0,272,18.21,0.511,-72.81,44.3844,0.7399999999999984,0.02300000000000002,1.0600000000000023,1.1507061039464317
all,Small,long_only,vw,12,20,50.6053,18.9,28.84,0.533,-71.77,3.7,1682.5,0.0,2804,0,272,18.14,0.508,-72.84,43.7284,0.759999999999998,0.025000000000000022,1.0700000000000074,1.157263929162741
all,Small,long_only,vw,12,50,49.2252,18.76,28.85,0.528,-71.83,3.7,1682.5,0.0,2804,0,272,17.9,0.501,-72.92,41.817,0.860000000000003,0.027000000000000024,1.0900000000000034,1.1771576153239114
all,Small,long_only,vw,12,100,47.0042,18.51,28.87,0.521,-71.92,3.7,1682.5,0.0,2804,0,272,17.52,0.49,-73.06,38.8125,0.990000000000002,0.031000000000000028,1.1400000000000006,1.2110582930756844
all,Value,long_only,vw,1,0,58.5832,19.67,33.69,0.518,-67.01,11.3,500.7,0.0,814,0,272,19.67,0.518,-67.01,58.5832,0.0,0.0,0.0,1.0
all,Value,long_only,vw,1,10,56.8814,19.52,33.69,0.514,-67.1,11.3,500.7,0.0,814,0,272,19.52,0.514,-67.1,56.8814,0.0,0.0,0.0,1.0
all,Value,long_only,vw,1,20,55.2276,19.36,33.69,0.51,-67.19,11.3,500.7,0.0,814,0,272,19.36,0.51,-67.19,55.2276,0.0,0.0,0.0,1.0
all,Value,long_only,vw,1,50,50.5416,18.89,33.7,0.498,-67.47,11.3,500.7,0.0,814,0,272,18.89,0.498,-67.47,50.5416,0.0,0.0,0.0,1.0
all,Value,long_only,vw,1,100,43.5759,18.12,33.71,0.478,-67.92,11.3,500.7,0.0,814,0,272,18.12,0.478,-67.92,43.5759,0.0,0.0,0.0,1.0
all,Value,long_only,vw,2,0,59.4058,19.74,33.58,0.52,-67.0,10.4,501.0,0.0,811,0,272,19.67,0.518,-67.01,58.5832,0.06999999999999673,0.0020000000000000018,0.010000000000005116,1.0140415682311652
all,Value,long_only,vw,2,10,57.8285,19.6,33.58,0.516,-67.08,10.4,501.0,0.0,811,0,272,19.52,0.514,-67.1,56.8814,0.08000000000000185,0.0020000000000000018,0.01999999999999602,1.0166504340610463
all,Value,long_only,vw,2,20,56.2916,19.46,33.58,0.513,-67.17,10.4,501.0,0.0,811,0,272,19.36,0.51,-67.19,55.2276,0.10000000000000142,0.0030000000000000027,0.01999999999999602,1.0192657294541134
all,Value,long_only,vw,2,50,51.914,19.03,33.59,0.502,-67.41,10.4,501.0,0.0,811,0,272,18.89,0.498,-67.47,50.5416,0.14000000000000057,0.0040000000000000036,0.060000000000002274,1.0271538692878737
all,Value,long_only,vw,2,100,45.3384,18.33,33.6,0.484,-67.82,10.4,501.0,0.0,811,0,272,18.12,0.478,-67.92,43.5759,0.2099999999999973,0.006000000000000005,0.10000000000000853,1.0404466689156162
all,Value,long_only,vw,3,0,58.5067,19.66,33.58,0.518,-66.9,10.1,501.1,0.0,811,0,272,19.67,0.518,-67.01,58.5832,-0.010000000000001563,0.0,0.10999999999999943,0.9986941648800339
all,Value,long_only,vw,3,10,56.992,19.53,33.58,0.515,-66.98,10.1,501.1,0.0,811,0,272,19.52,0.514,-67.1,56.8814,0.010000000000001563,0.0010000000000000009,0.11999999999999034,1.001944396586582
all,Value,long_only,vw,3,20,55.5152,19.39,33.58,0.511,-67.06,10.1,501.1,0.0,811,0,272,19.36,0.51,-67.19,55.2276,0.030000000000001137,0.0010000000000000009,0.12999999999999545,1.0052075411569577
all,Value,long_only,vw,3,50,51.3026,18.97,33.59,0.501,-67.3,10.1,501.1,0.0,811,0,272,18.89,0.498,-67.47,50.5416,0.0799999999999983,0.0030000000000000027,0.1700000000000017,1.0150569036199881
all,Value,long_only,vw,3,100,44.9571,18.28,33.6,0.483,-67.7,10.1,501.1,0.0,811,0,272,18.12,0.478,-67.92,43.5759,0.16000000000000014,0.0050000000000000044,0.21999999999999886,1.0316964193510634
all,Value,long_only,vw,4,0,60.4555,19.84,33.49,0.523,-66.61,9.8,502.0,0.0,899,0,272,19.67,0.518,-67.01,58.5832,0.16999999999999815,0.0050000000000000044,0.4000000000000057,1.0319596744459163
all,Value,long_only,vw,4,10,58.935,19.7,33.49,0.519,-66.69,9.8,502.0,0.0,899,0,272,19.52,0.514,-67.1,56.8814,0.17999999999999972,0.0050000000000000044,0.4099999999999966,1.0361031901465154
all,Value,long_only,vw,4,20,57.4513,19.57,33.5,0.516,-66.76,9.8,502.0,0.0,899,0,272,19.36,0.51,-67.19,55.2276,0.21000000000000085,0.006000000000000005,0.4299999999999926,1.0402642881457822
all,Value,long_only,vw,4,50,53.2126,19.16,33.51,0.506,-67.0,9.8,502.0,0.0,899,0,272,18.89,0.498,-67.47,50.5416,0.2699999999999996,0.008000000000000007,0.46999999999999886,1.052847555281194
all,Value,long_only,vw,4,100,46.8077,18.49,33.53,0.489,-67.39,9.8,502.0,0.0,899,0,272,18.12,0.478,-67.92,43.5759,0.36999999999999744,0.01100000000000001,0.5300000000000011,1.0741648480008446
all,Value,long_only,vw,5,0,47.1476,18.53,33.26,0.491,-66.5,9.5,493.6,0.0,811,0,272,19.67,0.518,-67.01,58.5832,-1.1400000000000006,-0.027000000000000024,0.5100000000000051,0.8047972797662128
all,Value,long_only,vw,5,10,45.983,18.4,33.26,0.487,-66.89,9.5,493.6,0.0,811,0,272,19.52,0.514,-67.1,56.8814,-1.120000000000001,-0.027000000000000024,0.20999999999999375,0.8084013403326922
all,Value,long_only,vw,5,20,44.846,18.27,33.27,0.484,-67.27,9.5,493.6,0.0,811,0,272,19.36,0.51,-67.19,55.2276,-1.0899999999999999,-0.026000000000000023,-0.0799999999999983,0.8120215254691494
all,Value,long_only,vw,5,50,41.5942,17.88,33.28,0.474,-68.4,9.5,493.6,0.0,811,0,272,18.89,0.498,-67.47,50.5416,-1.0100000000000016,-0.02400000000000002,-0.9300000000000068,0.8229695933646738
all,Value,long_only,vw,5,100,36.6707,17.22,33.31,0.457,-70.2,9.5,493.6,0.0,811,0,272,18.12,0.478,-67.92,43.5759,-0.9000000000000021,-0.020999999999999963,-2.280000000000001,0.8415362620163898
all,Value,long_only,vw,6,0,59.03,19.71,33.49,0.52,-66.91,9.5,502.0,0.0,811,0,272,19.67,0.518,-67.01,58.5832,0.03999999999999915,0.0020000000000000018,0.10000000000000853,1.0076267598902076
all,Value,long_only,vw,6,10,57.6027,19.58,33.48,0.516,-66.98,9.5,502.0,0.0,811,0,272,19.52,0.514,-67.1,56.8814,0.05999999999999872,0.0020000000000000018,0.11999999999999034,1.0126807708671024
all,Value,long_only,vw,6,20,56.2085,19.45,33.48,0.513,-67.06,9.5,502.0,0.0,811,0,272,19.36,0.51,-67.19,55.2276,0.08999999999999986,0.0030000000000000027,0.12999999999999545,1.0177610470127254
all,Value,long_only,vw,6,50,52.2172,19.07,33.48,0.503,-67.27,9.5,502.0,0.0,811,0,272,18.89,0.498,-67.47,50.5416,0.17999999999999972,0.0050000000000000044,0.20000000000000284,1.0331528879180714
all,Value,long_only,vw,6,100,46.1612,18.42,33.49,0.487,-67.62,9.5,502.0,0.0,811,0,272,18.12,0.478,-67.92,43.5759,0.3000000000000007,0.009000000000000008,0.29999999999999716,1.059328665615627
all,Value,long_only,vw,7,0,61.9335,19.97,32.9,0.53,-66.68,9.1,491.8,0.0,904,0,272,19.67,0.518,-67.01,58.5832,0.29999999999999716,0.01200000000000001,0.3299999999999983,1.0571887503584647
all,Value,long_only,vw,7,10,60.4698,19.84,32.91,0.527,-66.76,9.1,491.8,0.0,904,0,272,19.52,0.514,-67.1,56.8814,0.3200000000000003,0.013000000000000012,0.3399999999999892,1.0630856483841817
all,Value,long_only,vw,7,20,59.0392,19.71,32.91,0.523,-66.84,9.1,491.8,0.0,904,0,272,19.36,0.51,-67.19,55.2276,0.3500000000000014,0.013000000000000012,0.3499999999999943,1.0690162165294164
all,Value,long_only,vw,7,50,54.9389,19.33,32.93,0.514,-67.08,9.1,491.8,0.0,904,0,272,18.89,0.498,-67.47,50.5416,0.4399999999999977,0.016000000000000014,0.39000000000000057,1.0870035772512148
all,Value,long_only,vw,7,100,48.7034,18.7,32.96,0.497,-67.47,9.1,491.8,0.0,904,0,272,18.12,0.478,-67.92,43.5759,0.5799999999999983,0.019000000000000017,0.45000000000000284,1.117668252405573
all,Value,long_only,vw,8,0,64.4668,20.18,33.21,0.533,-66.81,9.1,496.1,0.0,904,0,272,19.67,0.518,-67.01,58.5832,0.509999999999998,0.015000000000000013,0.20000000000000284,1.1004315230304935
all,Value,long_only,vw,8,10,62.9044,20.05,33.22,0.53,-66.88,9.1,496.1,0.0,904,0,272,19.52,0.514,-67.1,56.8814,0.5300000000000011,0.016000000000000014,0.21999999999999886,1.105886985904004
all,Value,long_only,vw,8,20,61.3781,19.92,33.23,0.526,-66.95,9.1,496.1,0.0,904,0,272,19.36,0.51,-67.19,55.2276,0.5600000000000023,0.016000000000000014,0.23999999999999488,1.1113664182401553
all,Value,long_only,vw,8,50,57.0084,19.53,33.27,0.516,-67.16,9.1,496.1,0.0,904,0,272,18.89,0.498,-67.47,50.5416,0.6400000000000006,0.018000000000000016,0.3100000000000023,1.1279500451113538
all,Value,long_only,vw,8,100,50.3776,18.88,33.33,0.5,-67.5,9.1,496.1,0.0,904,0,272,18.12,0.478,-67.92,43.5759,0.759999999999998,0.02200000000000002,0.4200000000000017,1.1560885718940974
all,Value,long_only,vw,9,0,54.0397,19.25,32.95,0.511,-66.38,8.9,492.3,0.0,811,0,272,19.67,0.518,-67.01,58.5832,-0.4200000000000017,-0.007000000000000006,0.6300000000000097,0.92244363571809
all,Value,long_only,vw,9,10,52.8384,19.13,32.94,0.508,-66.44,8.9,492.3,0.0,811,0,272,19.52,0.514,-67.1,56.8814,-0.39000000000000057,-0.006000000000000005,0.6599999999999966,0.9289222839100304
all,Value,long_only,vw,9,20,51.6626,19.01,32.93,0.505,-66.5,8.9,492.3,0.0,811,0,272,19.36,0.51,-67.19,55.2276,-0.34999999999999787,-0.0050000000000000044,0.6899999999999977,0.9354489421955688
all,Value,long_only,vw,9,50,48.283,18.65,32.91,0.496,-66.69,8.9,492.3,0.0,811,0,272,18.89,0.498,-67.47,50.5416,-0.240000000000002,-0.0020000000000000018,0.7800000000000011,0.9553120597685867
all,Value,long_only,vw,9,100,43.1137,18.06,32.88,0.481,-66.99,8.9,492.3,0.0,811,0,272,18.12,0.478,-67.92,43.5759,-0.060000000000002274,0.0030000000000000027,0.9300000000000068,0.9893932196466396
all,Value,long_only,vw,10,0,59.1946,19.73,32.66,0.525,-65.68,9.0,491.7,0.0,811,0,272,19.67,0.518,-67.01,58.5832,0.05999999999999872,0.007000000000000006,1.3299999999999983,1.010436439115651
all,Value,long_only,vw,10,10,57.8447,19.6,32.66,0.522,-65.73,9.0,491.7,0.0,811,0,272,19.52,0.514,-67.1,56.8814,0.08000000000000185,0.008000000000000007,1.3699999999999903,1.0169352371777067
all,Value,long_only,vw,10,20,56.5242,19.48,32.66,0.519,-65.77,9.0,491.7,0.0,811,0,272,19.36,0.51,-67.19,55.2276,0.120000000000001,0.009000000000000008,1.4200000000000017,1.023477391738913
all,Value,long_only,vw,10,50,52.7325,19.12,32.65,0.509,-65.89,9.0,491.7,0.0,811,0,272,18.89,0.498,-67.47,50.5416,0.23000000000000043,0.01100000000000001,1.5799999999999983,1.0433484495939978
all,Value,long_only,vw,10,100,46.9454,18.51,32.65,0.494,-66.1,9.0,491.7,0.0,811,0,272,18.12,0.478,-67.92,43.5759,0.39000000000000057,0.016000000000000014,1.8200000000000074,1.077324851580805
all,Value,long_only,vw,11,0,48.014,18.63,33.26,0.493,-68.06,8.7,483.7,0.0,904,0,272,19.67,0.518,-67.01,58.5832,-1.0400000000000027,-0.025000000000000022,-1.0499999999999972,0.8195865026150843
all,Value,long_only,vw,11,10,46.9714,18.51,33.25,0.491,-68.11,8.7,483.7,0.0,904,0,272,19.52,0.514,-67.1,56.8814,-1.009999999999998,-0.02300000000000002,-1.0100000000000051,0.8257778465368293
all,Value,long_only,vw,11,20,45.9504,18.4,33.24,0.488,-68.16,8.7,483.7,0.0,904,0,272,19.36,0.51,-67.19,55.2276,-0.9600000000000009,-0.02200000000000002,-0.9699999999999989,0.8320187732220846
all,Value,long_only,vw,11,50,43.0126,18.05,33.22,0.479,-68.3,8.7,483.7,0.0,904,0,272,18.89,0.498,-67.47,50.5416,-0.8399999999999999,-0.019000000000000017,-0.8299999999999983,0.8510336040014561
all,Value,long_only,vw,11,100,38.5091,17.48,33.19,0.464,-68.55,8.7,483.7,0.0,904,0,272,18.12,0.478,-67.92,43.5759,-0.6400000000000006,-0.013999999999999957,-0.6299999999999955,0.8837247193976486
all,Value,long_only,vw,12,0,63.8328,20.13,33.14,0.532,-65.61,8.8,504.1,0.0,904,0,272,19.67,0.518,-67.01,58.5832,0.4599999999999973,0.014000000000000012,1.4000000000000057,1.0896093077878983
all,Value,long_only,vw,12,10,62.3953,20.0,33.14,0.529,-65.67,8.8,504.1,0.0,904,0,272,19.52,0.514,-67.1,56.8814,0.4800000000000004,0.015000000000000013,1.4299999999999926,1.096936784256365
all,Value,long_only,vw,12,20,60.9887,19.88,33.14,0.526,-65.74,8.8,504.1,0.0,904,0,272,19.36,0.51,-67.19,55.2276,0.5199999999999996,0.016000000000000014,1.4500000000000028,1.1043155958252757
all,Value,long_only,vw,12,50,56.9474,19.52,33.15,0.517,-65.93,8.8,504.1,0.0,904,0,272,18.89,0.498,-67.47,50.5416,0.629999999999999,0.019000000000000017,1.539999999999992,1.126743118539975
all,Value,long_only,vw,12,100,50.7716,18.92,33.17,0.501,-66.26,8.8,504.1,0.0,904,0,272,18.12,0.478,-67.92,43.5759,0.8000000000000007,0.02300000000000002,1.6599999999999966,1.1651302669594892
all,Robust profitability,long_only,vw,1,0,24.0934,15.07,23.61,0.453,-70.88,10.3,475.0,0.0,512,0,272,15.07,0.453,-70.88,24.0934,0.0,0.0,0.0,1.0
all,Robust profitability,long_only,vw,1,10,23.4503,14.93,23.61,0.448,-70.94,10.3,475.0,0.0,512,0,272,14.93,0.448,-70.94,23.4503,0.0,0.0,0.0,1.0
all,Robust profitability,long_only,vw,1,20,22.8242,14.8,23.61,0.443,-71.0,10.3,475.0,0.0,512,0,272,14.8,0.443,-71.0,22.8242,0.0,0.0,0.0,1.0
all,Robust profitability,long_only,vw,1,50,21.0432,14.39,23.62,0.427,-71.17,10.3,475.0,0.0,512,0,272,14.39,0.427,-71.17,21.0432,0.0,0.0,0.0,1.0
all,Robust profitability,long_only,vw,1,100,18.3749,13.7,23.65,0.402,-71.45,10.3,475.0,0.0,512,0,272,13.7,0.402,-71.45,18.3749,0.0,0.0,0.0,1.0
all,Robust profitability,long_only,vw,2,0,33.6275,16.78,23.54,0.517,-69.94,8.7,470.2,0.0,426,0,272,15.07,0.453,-70.88,24.0934,1.7100000000000009,0.064,0.9399999999999977,1.3957141789867764
all,Robust profitability,long_only,vw,2,10,32.8775,16.66,23.54,0.512,-69.99,8.7,470.2,0.0,426,0,272,14.93,0.448,-70.94,23.4503,1.7300000000000004,0.064,0.9500000000000028,1.4020076502219587
all,Robust profitability,long_only,vw,2,20,32.1439,16.54,23.54,0.508,-70.03,8.7,470.2,0.0,426,0,272,14.8,0.443,-71.0,22.8242,1.7399999999999984,0.065,0.9699999999999989,1.4083253739451986
all,Robust profitability,long_only,vw,2,50,30.0381,16.2,23.55,0.495,-70.17,8.7,470.2,0.0,426,0,272,14.39,0.427,-71.17,21.0432,1.8099999999999987,0.068,1.0,1.4274492472627738
all,Robust profitability,long_only,vw,2,100,26.8257,15.62,23.56,0.474,-70.4,8.7,470.2,0.0,426,0,272,13.7,0.402,-71.45,18.3749,1.92,0.07199999999999995,1.0499999999999972,1.4599099859046853
all,Robust profitability,long_only,vw,3,0,38.067,17.42,23.49,0.541,-69.76,7.8,465.9,0.0,426,0,272,15.07,0.453,-70.88,24.0934,2.3500000000000014,0.08800000000000002,1.1199999999999903,1.5799762590584974
all,Robust profitability,long_only,vw,3,10,37.2941,17.31,23.5,0.537,-69.81,7.8,465.9,0.0,426,0,272,14.93,0.448,-70.94,23.4503,2.379999999999999,0.08900000000000002,1.1299999999999955,1.59034639215703
all,Robust profitability,long_only,vw,3,20,36.5365,17.2,23.5,0.533,-69.86,7.8,465.9,0.0,426,0,272,14.8,0.443,-71.0,22.8242,2.3999999999999986,0.09000000000000002,1.1400000000000006,1.6007789977304787
all,Robust profitability,long_only,vw,3,50,34.353,16.89,23.53,0.521,-70.02,7.8,465.9,0.0,426,0,272,14.39,0.427,-71.17,21.0432,2.5,0.09400000000000003,1.1500000000000057,1.6324988594890513
all,Robust profitability,long_only,vw,3,100,30.994,16.36,23.56,0.501,-70.28,7.8,465.9,0.0,426,0,272,13.7,0.402,-71.45,18.3749,2.66,0.09899999999999998,1.1700000000000017,1.6867574789522664
all,Robust profitability,long_only,vw,4,0,40.1571,17.69,23.63,0.549,-69.25,7.4,461.9,0.0,512,0,272,15.07,0.453,-70.88,24.0934,2.620000000000001,0.09600000000000003,1.6299999999999955,1.6667261573708982
all,Robust profitability,long_only,vw,4,10,39.3889,17.59,23.64,0.545,-69.3,7.4,461.9,0.0,512,0,272,14.93,0.448,-70.94,23.4503,2.66,0.09700000000000003,1.6400000000000006,1.6796757397559947
all,Robust profitability,long_only,vw,4,20,38.635,17.49,23.65,0.541,-69.35,7.4,461.9,0.0,512,0,272,14.8,0.443,-71.0,22.8242,2.6899999999999977,0.09800000000000003,1.6500000000000057,1.6927208839740273
all,Robust profitability,long_only,vw,4,50,36.4568,17.19,23.68,0.53,-69.5,7.4,461.9,0.0,512,0,272,14.39,0.427,-71.17,21.0432,2.8000000000000007,0.10300000000000004,1.6700000000000017,1.7324741484184916
all,Robust profitability,long_only,vw,4,100,33.0897,16.69,23.72,0.511,-69.75,7.4,461.9,0.0,512,0,272,13.7,0.402,-71.45,18.3749,2.990000000000002,0.10899999999999999,1.7000000000000028,1.800809800325444
all,Robust profitability,long_only,vw,5,0,40.9756,17.8,23.3,0.557,-68.04,6.7,471.0,0.0,426,0,272,15.07,0.453,-70.88,24.0934,2.7300000000000004,0.10400000000000004,2.839999999999989,1.700698116496634
all,Robust profitability,long_only,vw,5,10,40.2718,17.71,23.3,0.554,-68.08,6.7,471.0,0.0,426,0,272,14.93,0.448,-70.94,23.4503,2.780000000000001,0.10600000000000004,2.8599999999999994,1.7173255779243763
all,Robust profitability,long_only,vw,5,20,39.5796,17.62,23.31,0.55,-68.11,6.7,471.0,0.0,426,0,272,14.8,0.443,-71.0,22.8242,2.8200000000000003,0.10700000000000004,2.8900000000000006,1.7341067813986908
all,Robust profitability,long_only,vw,5,50,37.5717,17.35,23.32,0.54,-68.22,6.7,471.0,0.0,426,0,272,14.39,0.427,-71.17,21.0432,2.960000000000001,0.11300000000000004,2.950000000000003,1.7854556341240877
all,Robust profitability,long_only,vw,5,100,34.4422,16.9,23.34,0.523,-68.39,6.7,471.0,0.0,426,0,272,13.7,0.402,-71.45,18.3749,3.1999999999999993,0.121,3.0600000000000023,1.8744156430783296
