universe,portfolio,strategy,weighting,rebalance_months,tc_bps,growth_multiple,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,avg_turnover_pct,avg_long_stocks,avg_short_stocks,last_long_stocks,last_short_stocks,months,monthly_rebalance_ann_return,monthly_rebalance_sharpe,monthly_rebalance_max_dd,monthly_rebalance_growth,ann_return_minus_monthly,sharpe_minus_monthly,max_dd_minus_monthly,growth_vs_monthly
top500,ACC conservative-minus-aggressive,long_short,vw,4,10,0.6605,-1.81,13.41,-0.069,-72.26,22.7,142.8,143.0,143,143,272,-0.84,-0.002,-67.64,0.8264,-0.9700000000000001,-0.067,-4.6200000000000045,0.7992497579864472
top500,ACC conservative-minus-aggressive,long_short,vw,4,20,0.6225,-2.07,13.39,-0.089,-73.24,22.7,142.8,143.0,143,143,272,-1.16,-0.028,-68.97,0.7678,-0.9099999999999999,-0.061,-4.269999999999996,0.8107580098984111
top500,ACC conservative-minus-aggressive,long_short,vw,4,50,0.5207,-2.84,13.37,-0.148,-76.0,22.7,142.8,143.0,143,143,272,-2.12,-0.105,-72.66,0.6152,-0.7199999999999998,-0.043,-3.3400000000000034,0.8463914174252277
top500,ACC conservative-minus-aggressive,long_short,vw,4,100,0.3858,-4.12,13.39,-0.246,-80.0,22.7,142.8,143.0,143,143,272,-3.71,-0.232,-77.89,0.4244,-0.41000000000000014,-0.013999999999999985,-2.1099999999999994,0.9090480678605088
top500,ACC conservative-minus-aggressive,long_short,vw,5,0,0.9291,-0.32,13.93,0.047,-69.53,22.6,142.5,142.8,142,141,272,-0.52,0.023,-66.25,0.8895,0.2,0.024,-3.280000000000001,1.0445193929173695
top500,ACC conservative-minus-aggressive,long_short,vw,5,10,0.8752,-0.59,13.94,0.028,-70.43,22.6,142.5,142.8,142,141,272,-0.84,-0.002,-67.64,0.8264,0.25,0.03,-2.7900000000000063,1.0590513068731848
top500,ACC conservative-minus-aggressive,long_short,vw,5,20,0.8243,-0.85,13.95,0.009,-71.3,22.6,142.5,142.8,142,141,272,-1.16,-0.028,-68.97,0.7678,0.30999999999999994,0.037,-2.3299999999999983,1.073586871581141
top500,ACC conservative-minus-aggressive,long_short,vw,5,50,0.6883,-1.63,14.01,-0.047,-73.79,22.6,142.5,142.8,142,141,272,-2.12,-0.105,-72.66,0.6152,0.4900000000000002,0.057999999999999996,-1.1300000000000097,1.1188231469440832
top500,ACC conservative-minus-aggressive,long_short,vw,5,100,0.5084,-2.94,14.16,-0.139,-77.74,22.6,142.5,142.8,142,141,272,-3.71,-0.232,-77.89,0.4244,0.77,0.093,0.15000000000000568,1.1979264844486333
top500,ACC conservative-minus-aggressive,long_short,vw,6,0,0.6936,-1.6,13.74,-0.049,-71.11,22.3,142.9,143.1,142,141,272,-0.52,0.023,-66.25,0.8895,-1.08,-0.07200000000000001,-4.859999999999999,0.7797639123102867
top500,ACC conservative-minus-aggressive,long_short,vw,6,10,0.6544,-1.85,13.72,-0.067,-72.04,22.3,142.9,143.1,142,141,272,-0.84,-0.002,-67.64,0.8264,-1.0100000000000002,-0.065,-4.400000000000006,0.791868344627299
top500,ACC conservative-minus-aggressive,long_short,vw,6,20,0.6174,-2.11,13.71,-0.086,-73.02,22.3,142.9,143.1,142,141,272,-1.16,-0.028,-68.97,0.7678,-0.95,-0.057999999999999996,-4.049999999999997,0.8041156551185203
top500,ACC conservative-minus-aggressive,long_short,vw,6,50,0.5179,-2.86,13.69,-0.143,-75.76,22.3,142.9,143.1,142,141,272,-2.12,-0.105,-72.66,0.6152,-0.7399999999999998,-0.03799999999999999,-3.1000000000000085,0.8418400520156047
top500,ACC conservative-minus-aggressive,long_short,vw,6,100,0.3854,-4.12,13.75,-0.237,-79.76,22.3,142.9,143.1,142,141,272,-3.71,-0.232,-77.89,0.4244,-0.41000000000000014,-0.004999999999999977,-1.8700000000000045,0.908105560791706
top500,ACC conservative-minus-aggressive,long_short,vw,7,0,1.1907,0.77,13.15,0.124,-60.73,21.0,142.6,142.8,143,143,272,-0.52,0.023,-66.25,0.8895,1.29,0.101,5.520000000000003,1.3386172006745365
top500,ACC conservative-minus-aggressive,long_short,vw,7,10,1.1271,0.53,13.14,0.106,-61.8,21.0,142.6,142.8,143,143,272,-0.84,-0.002,-67.64,0.8264,1.37,0.108,5.840000000000003,1.363867376573088
top500,ACC conservative-minus-aggressive,long_short,vw,7,20,1.0667,0.29,13.14,0.087,-62.84,21.0,142.6,142.8,143,143,272,-1.16,-0.028,-68.97,0.7678,1.45,0.11499999999999999,6.1299999999999955,1.3892940870018233
top500,ACC conservative-minus-aggressive,long_short,vw,7,50,0.9038,-0.45,13.16,0.032,-65.8,21.0,142.6,142.8,143,143,272,-2.12,-0.105,-72.66,0.6152,1.6700000000000002,0.137,6.859999999999999,1.4691157347204162
top500,ACC conservative-minus-aggressive,long_short,vw,7,100,0.684,-1.66,13.26,-0.06,-70.26,21.0,142.6,142.8,143,143,272,-3.71,-0.232,-77.89,0.4244,2.05,0.17200000000000001,7.6299999999999955,1.6116870876531575
top500,ACC conservative-minus-aggressive,long_short,vw,8,0,0.782,-1.08,14.35,-0.004,-73.99,20.9,142.7,142.9,143,143,272,-0.52,0.023,-66.25,0.8895,-0.56,-0.027,-7.739999999999995,0.8791455874086567
top500,ACC conservative-minus-aggressive,long_short,vw,8,10,0.7402,-1.32,14.35,-0.02,-74.76,20.9,142.7,142.9,143,143,272,-0.84,-0.002,-67.64,0.8264,-0.4800000000000001,-0.018000000000000002,-7.1200000000000045,0.8956921587608906
top500,ACC conservative-minus-aggressive,long_short,vw,8,20,0.7005,-1.56,14.35,-0.037,-75.51,20.9,142.7,142.9,143,143,272,-1.16,-0.028,-68.97,0.7678,-0.40000000000000013,-0.008999999999999998,-6.540000000000006,0.9123469653555614
top500,ACC conservative-minus-aggressive,long_short,vw,8,50,0.5933,-2.28,14.39,-0.088,-77.63,20.9,142.7,142.9,143,143,272,-2.12,-0.105,-72.66,0.6152,-0.1599999999999997,0.017,-4.969999999999999,0.964401820546164
top500,ACC conservative-minus-aggressive,long_short,vw,8,100,0.4486,-3.47,14.53,-0.17,-80.79,20.9,142.7,142.9,143,143,272,-3.71,-0.232,-77.89,0.4244,0.23999999999999977,0.062,-2.9000000000000057,1.0570216776625825
top500,ACC conservative-minus-aggressive,long_short,vw,9,0,0.9488,-0.23,14.16,0.054,-67.61,20.6,142.2,142.6,142,141,272,-0.52,0.023,-66.25,0.8895,0.29000000000000004,0.031,-1.3599999999999994,1.0666666666666667
top500,ACC conservative-minus-aggressive,long_short,vw,9,10,0.8993,-0.47,14.15,0.037,-68.43,20.6,142.2,142.6,142,141,272,-0.84,-0.002,-67.64,0.8264,0.37,0.039,-0.7900000000000063,1.088213939980639
top500,ACC conservative-minus-aggressive,long_short,vw,9,20,0.8522,-0.7,14.14,0.02,-69.24,20.6,142.2,142.6,142,141,272,-1.16,-0.028,-68.97,0.7678,0.45999999999999996,0.048,-0.269999999999996,1.10992445949466
top500,ACC conservative-minus-aggressive,long_short,vw,9,50,0.7246,-1.41,14.13,-0.03,-71.55,20.6,142.2,142.6,142,141,272,-2.12,-0.105,-72.66,0.6152,0.7100000000000002,0.075,1.1099999999999994,1.1778283485045515
top500,ACC conservative-minus-aggressive,long_short,vw,9,100,0.5515,-2.59,14.2,-0.114,-75.06,20.6,142.2,142.6,142,141,272,-3.71,-0.232,-77.89,0.4244,1.12,0.11800000000000001,2.8299999999999983,1.2994816211121583
top500,ACC conservative-minus-aggressive,long_short,vw,10,0,1.7543,2.51,13.34,0.252,-60.62,19.5,142.4,142.6,142,141,272,-0.52,0.023,-66.25,0.8895,3.03,0.229,5.630000000000003,1.972231590781338
top500,ACC conservative-minus-aggressive,long_short,vw,10,10,1.667,2.28,13.35,0.235,-61.48,19.5,142.4,142.6,142,141,272,-0.84,-0.002,-67.64,0.8264,3.1199999999999997,0.237,6.160000000000004,2.0171829622458857
top500,ACC conservative-minus-aggressive,long_short,vw,10,20,1.5839,2.05,13.36,0.218,-62.32,19.5,142.4,142.6,142,141,272,-1.16,-0.028,-68.97,0.7678,3.21,0.246,6.649999999999999,2.0629070070330817
top500,ACC conservative-minus-aggressive,long_short,vw,10,50,1.3577,1.36,13.4,0.167,-64.75,19.5,142.4,142.6,142,141,272,-2.12,-0.105,-72.66,0.6152,3.4800000000000004,0.272,7.909999999999997,2.206924577373212
top500,ACC conservative-minus-aggressive,long_short,vw,10,100,1.0477,0.21,13.55,0.082,-68.48,19.5,142.4,142.6,142,141,272,-3.71,-0.232,-77.89,0.4244,3.92,0.314,9.409999999999997,2.4686616399623
top500,ACC conservative-minus-aggressive,long_short,vw,11,0,1.1291,0.54,15.28,0.111,-70.02,20.3,142.2,142.6,143,143,272,-0.52,0.023,-66.25,0.8895,1.06,0.088,-3.769999999999996,1.2693648116919618
top500,ACC conservative-minus-aggressive,long_short,vw,11,10,1.0706,0.3,15.28,0.095,-70.86,20.3,142.2,142.6,143,143,272,-0.84,-0.002,-67.64,0.8264,1.14,0.097,-3.219999999999999,1.2954985479186834
top500,ACC conservative-minus-aggressive,long_short,vw,11,20,1.015,0.07,15.28,0.08,-71.69,20.3,142.2,142.6,143,143,272,-1.16,-0.028,-68.97,0.7678,1.23,0.108,-2.719999999999999,1.3219588434488145
top500,ACC conservative-minus-aggressive,long_short,vw,11,50,0.8642,-0.64,15.31,0.034,-74.04,20.3,142.2,142.6,143,143,272,-2.12,-0.105,-72.66,0.6152,1.48,0.139,-1.3800000000000097,1.404746423927178
top500,ACC conservative-minus-aggressive,long_short,vw,11,100,0.6591,-1.82,15.43,-0.043,-77.57,20.3,142.2,142.6,143,143,272,-3.71,-0.232,-77.89,0.4244,1.89,0.189,0.3200000000000074,1.5530160226201697
top500,ACC conservative-minus-aggressive,long_short,vw,12,0,0.8909,-0.51,13.49,0.029,-70.27,19.8,143.3,143.4,143,143,272,-0.52,0.023,-66.25,0.8895,0.010000000000000009,0.006000000000000002,-4.019999999999996,1.0015739179314223
top500,ACC conservative-minus-aggressive,long_short,vw,12,10,0.8464,-0.73,13.47,0.012,-70.94,19.8,143.3,143.4,143,143,272,-0.84,-0.002,-67.64,0.8264,0.10999999999999999,0.014,-3.299999999999997,1.0242013552758955
top500,ACC conservative-minus-aggressive,long_short,vw,12,20,0.8039,-0.96,13.46,-0.005,-71.6,19.8,143.3,143.4,143,143,272,-1.16,-0.028,-68.97,0.7678,0.19999999999999996,0.023,-2.6299999999999955,1.0470174524615785
top500,ACC conservative-minus-aggressive,long_short,vw,12,50,0.6884,-1.63,13.44,-0.056,-73.49,19.8,143.3,143.4,143,143,272,-2.12,-0.105,-72.66,0.6152,0.4900000000000002,0.048999999999999995,-0.8299999999999983,1.1189856957087128
top500,ACC conservative-minus-aggressive,long_short,vw,12,100,0.5302,-2.76,13.48,-0.14,-76.39,19.8,143.3,143.4,143,143,272,-3.71,-0.232,-77.89,0.4244,0.9500000000000002,0.092,1.5,1.2492931196983978
top500,VOL low-minus-high,long_short,vw,1,0,0.3376,-4.68,23.18,-0.074,-80.38,94.0,129.2,143.1,146,146,272,-4.68,-0.074,-80.38,0.3376,0.0,0.0,0.0,1.0
top500,VOL low-minus-high,long_short,vw,1,10,0.2612,-5.75,23.2,-0.122,-81.65,94.0,129.2,143.1,146,146,272,-5.75,-0.122,-81.65,0.2612,0.0,0.0,0.0,1.0
top500,VOL low-minus-high,long_short,vw,1,20,0.2019,-6.81,23.22,-0.17,-82.84,94.0,129.2,143.1,146,146,272,-6.81,-0.17,-82.84,0.2019,0.0,0.0,0.0,1.0
top500,VOL low-minus-high,long_short,vw,1,50,0.0931,-9.94,23.3,-0.314,-91.06,94.0,129.2,143.1,146,146,272,-9.94,-0.314,-91.06,0.0931,0.0,0.0,0.0,1.0
top500,VOL low-minus-high,long_short,vw,1,100,0.0255,-14.95,23.48,-0.55,-97.53,94.0,129.2,143.1,146,146,272,-14.95,-0.55,-97.53,0.0255,0.0,0.0,0.0,1.0
top500,VOL low-minus-high,long_short,vw,2,0,0.279,-5.48,25.93,-0.045,-87.8,67.5,128.2,141.2,118,140,272,-4.68,-0.074,-80.38,0.3376,-0.8000000000000007,0.028999999999999998,-7.420000000000002,0.8264218009478673
top500,VOL low-minus-high,long_short,vw,2,10,0.2319,-6.24,25.95,-0.076,-88.34,67.5,128.2,141.2,118,140,272,-5.75,-0.122,-81.65,0.2612,-0.4900000000000002,0.046,-6.689999999999998,0.8878254211332313
top500,VOL low-minus-high,long_short,vw,2,20,0.1927,-7.01,25.98,-0.106,-88.86,67.5,128.2,141.2,118,140,272,-6.81,-0.17,-82.84,0.2019,-0.20000000000000018,0.06400000000000002,-6.019999999999996,0.9544328875681031
top500,VOL low-minus-high,long_short,vw,2,50,0.1102,-9.27,26.08,-0.198,-90.73,67.5,128.2,141.2,118,140,272,-9.94,-0.314,-91.06,0.0931,0.6699999999999999,0.11599999999999999,0.3299999999999983,1.183673469387755
top500,VOL low-minus-high,long_short,vw,2,100,0.0431,-12.95,26.35,-0.348,-96.0,67.5,128.2,141.2,118,140,272,-14.95,-0.55,-97.53,0.0255,2.0,0.20200000000000007,1.5300000000000011,1.6901960784313725
top500,VOL low-minus-high,long_short,vw,3,0,0.2576,-5.81,28.11,-0.035,-88.13,57.4,127.9,139.6,118,140,272,-4.68,-0.074,-80.38,0.3376,-1.13,0.03899999999999999,-7.75,0.7630331753554502
top500,VOL low-minus-high,long_short,vw,3,10,0.2198,-6.47,28.14,-0.059,-88.61,57.4,127.9,139.6,118,140,272,-5.75,-0.122,-81.65,0.2612,-0.7199999999999998,0.063,-6.959999999999994,0.8415007656967841
top500,VOL low-minus-high,long_short,vw,3,20,0.1875,-7.12,28.18,-0.083,-89.07,57.4,127.9,139.6,118,140,272,-6.81,-0.17,-82.84,0.2019,-0.3100000000000005,0.08700000000000001,-6.22999999999999,0.9286775631500743
top500,VOL low-minus-high,long_short,vw,3,50,0.116,-9.06,28.33,-0.155,-90.37,57.4,127.9,139.6,118,140,272,-9.94,-0.314,-91.06,0.0931,0.879999999999999,0.159,0.6899999999999977,1.2459720730397423
top500,VOL low-minus-high,long_short,vw,3,100,0.0518,-12.25,28.65,-0.272,-95.13,57.4,127.9,139.6,118,140,272,-14.95,-0.55,-97.53,0.0255,2.6999999999999993,0.278,2.4000000000000057,2.0313725490196077
top500,VOL low-minus-high,long_short,vw,4,0,0.2789,-5.48,27.73,-0.037,-85.43,46.0,126.6,137.5,114,144,272,-4.68,-0.074,-80.38,0.3376,-0.8000000000000007,0.037,-5.050000000000011,0.8261255924170615
top500,VOL low-minus-high,long_short,vw,4,10,0.246,-6.0,27.74,-0.057,-85.91,46.0,126.6,137.5,114,144,272,-5.75,-0.122,-81.65,0.2612,-0.25,0.065,-4.259999999999991,0.9418070444104135
top500,VOL low-minus-high,long_short,vw,4,20,0.2169,-6.52,27.75,-0.076,-86.37,46.0,126.6,137.5,114,144,272,-6.81,-0.17,-82.84,0.2019,0.29000000000000004,0.09400000000000001,-3.530000000000001,1.074294205052006
top500,VOL low-minus-high,long_short,vw,4,50,0.1484,-8.07,27.8,-0.135,-87.68,46.0,126.6,137.5,114,144,272,-9.94,-0.314,-91.06,0.0931,1.8699999999999992,0.179,3.3799999999999955,1.593984962406015
top500,VOL low-minus-high,long_short,vw,4,100,0.0783,-10.63,27.95,-0.231,-92.77,46.0,126.6,137.5,114,144,272,-14.95,-0.55,-97.53,0.0255,4.3199999999999985,0.31900000000000006,4.760000000000005,3.070588235294118
top500,VOL low-minus-high,long_short,vw,5,0,0.4837,-3.15,27.22,0.058,-84.29,43.1,129.2,142.9,118,140,272,-4.68,-0.074,-80.38,0.3376,1.5299999999999998,0.132,-3.910000000000011,1.432760663507109
top500,VOL low-minus-high,long_short,vw,5,10,0.4301,-3.65,27.25,0.039,-84.75,43.1,129.2,142.9,118,140,272,-5.75,-0.122,-81.65,0.2612,2.1,0.161,-3.0999999999999943,1.6466309341500767
top500,VOL low-minus-high,long_short,vw,5,20,0.3823,-4.15,27.28,0.021,-85.2,43.1,129.2,142.9,118,140,272,-6.81,-0.17,-82.84,0.2019,2.6599999999999993,0.191,-2.3599999999999994,1.893511639425458
top500,VOL low-minus-high,long_short,vw,5,50,0.2679,-5.64,27.41,-0.035,-86.47,43.1,129.2,142.9,118,140,272,-9.94,-0.314,-91.06,0.0931,4.3,0.279,4.590000000000003,2.8775510204081636
top500,VOL low-minus-high,long_short,vw,5,100,0.1471,-8.11,27.7,-0.126,-88.38,43.1,129.2,142.9,118,140,272,-14.95,-0.55,-97.53,0.0255,6.84,0.42400000000000004,9.150000000000006,5.768627450980393
top500,VOL low-minus-high,long_short,vw,6,0,0.273,-5.57,30.32,-0.005,-86.4,39.2,125.7,134.2,118,140,272,-4.68,-0.074,-80.38,0.3376,-0.8900000000000006,0.06899999999999999,-6.02000000000001,0.808649289099526
top500,VOL low-minus-high,long_short,vw,6,10,0.2443,-6.03,30.37,-0.02,-86.79,39.2,125.7,134.2,118,140,272,-5.75,-0.122,-81.65,0.2612,-0.28000000000000025,0.102,-5.140000000000001,0.9352986217457887
top500,VOL low-minus-high,long_short,vw,6,20,0.2185,-6.49,30.44,-0.035,-87.16,39.2,125.7,134.2,118,140,272,-6.81,-0.17,-82.84,0.2019,0.3199999999999994,0.135,-4.319999999999993,1.0822189202575532
top500,VOL low-minus-high,long_short,vw,6,50,0.1561,-7.87,30.65,-0.08,-88.24,39.2,125.7,134.2,118,140,272,-9.94,-0.314,-91.06,0.0931,2.0699999999999994,0.23399999999999999,2.8200000000000074,1.6766917293233081
top500,VOL low-minus-high,long_short,vw,6,100,0.0884,-10.15,31.07,-0.153,-92.05,39.2,125.7,134.2,118,140,272,-14.95,-0.55,-97.53,0.0255,4.799999999999999,0.397,5.480000000000004,3.4666666666666672
top500,VOL low-minus-high,long_short,vw,7,0,-0.4477,,37.41,-0.085,-163.55,33.0,129.2,142.8,106,142,272,-4.68,-0.074,-80.38,0.3376,,-0.01100000000000001,-83.17000000000002,-1.3261255924170616
top500,VOL low-minus-high,long_short,vw,7,10,-0.4103,,37.4,-0.096,-159.7,33.0,129.2,142.8,106,142,272,-5.75,-0.122,-81.65,0.2612,,0.025999999999999995,-78.04999999999998,-1.5708269525267995
top500,VOL low-minus-high,long_short,vw,7,20,-0.3759,,37.39,-0.106,-156.08,33.0,129.2,142.8,106,142,272,-6.81,-0.17,-82.84,0.2019,,0.06400000000000002,-73.24000000000001,-1.861812778603269
top500,VOL low-minus-high,long_short,vw,7,50,-0.2888,,37.37,-0.137,-146.44,33.0,129.2,142.8,106,142,272,-9.94,-0.314,-91.06,0.0931,,0.177,-55.379999999999995,-3.1020408163265305
top500,VOL low-minus-high,long_short,vw,7,100,-0.1853,,37.39,-0.189,-133.81,33.0,129.2,142.8,106,142,272,-14.95,-0.55,-97.53,0.0255,,0.36100000000000004,-36.28,-7.266666666666667
top500,VOL low-minus-high,long_short,vw,8,0,0.3301,-4.77,28.05,-0.012,-82.55,34.4,125.2,136.7,105,117,272,-4.68,-0.074,-80.38,0.3376,-0.08999999999999986,0.062,-2.1700000000000017,0.9777843601895735
top500,VOL low-minus-high,long_short,vw,8,10,0.3002,-5.17,28.07,-0.026,-83.0,34.4,125.2,136.7,105,117,272,-5.75,-0.122,-81.65,0.2612,0.5800000000000001,0.096,-1.3499999999999943,1.149310872894334
top500,VOL low-minus-high,long_short,vw,8,20,0.2729,-5.57,28.09,-0.04,-83.45,34.4,125.2,136.7,105,117,272,-6.81,-0.17,-82.84,0.2019,1.2399999999999993,0.13,-0.6099999999999994,1.3516592372461613
top500,VOL low-minus-high,long_short,vw,8,50,0.2045,-6.76,28.2,-0.083,-86.03,34.4,125.2,136.7,105,117,272,-9.94,-0.314,-91.06,0.0931,3.1799999999999997,0.23099999999999998,5.030000000000001,2.19656283566058
top500,VOL low-minus-high,long_short,vw,8,100,0.1256,-8.75,28.45,-0.153,-90.85,34.4,125.2,136.7,105,117,272,-14.95,-0.55,-97.53,0.0255,6.199999999999999,0.397,6.680000000000007,4.925490196078432
top500,VOL low-minus-high,long_short,vw,9,0,0.4179,-3.78,27.31,0.008,-77.34,32.7,126.5,140.2,118,140,272,-4.68,-0.074,-80.38,0.3376,0.8999999999999999,0.08199999999999999,3.039999999999992,1.2378554502369667
top500,VOL low-minus-high,long_short,vw,9,10,0.3824,-4.15,27.33,-0.006,-77.83,32.7,126.5,140.2,118,140,272,-5.75,-0.122,-81.65,0.2612,1.5999999999999996,0.11599999999999999,3.8200000000000074,1.4640122511485454
top500,VOL low-minus-high,long_short,vw,9,20,0.3498,-4.53,27.36,-0.02,-78.31,32.7,126.5,140.2,118,140,272,-6.81,-0.17,-82.84,0.2019,2.2799999999999994,0.15000000000000002,4.530000000000001,1.7325408618127787
top500,VOL low-minus-high,long_short,vw,9,50,0.2672,-5.66,27.47,-0.062,-81.81,32.7,126.5,140.2,118,140,272,-9.94,-0.314,-91.06,0.0931,4.279999999999999,0.252,9.25,2.870032223415682
top500,VOL low-minus-high,long_short,vw,9,100,0.1694,-7.53,27.74,-0.131,-88.05,32.7,126.5,140.2,118,140,272,-14.95,-0.55,-97.53,0.0255,7.419999999999999,0.41900000000000004,9.480000000000004,6.643137254901961
top500,VOL low-minus-high,long_short,vw,10,0,0.507,-2.95,23.62,0.016,-73.11,32.5,129.0,140.5,118,140,272,-4.68,-0.074,-80.38,0.3376,1.7299999999999995,0.09,7.269999999999996,1.5017772511848342
top500,VOL low-minus-high,long_short,vw,10,10,0.464,-3.33,23.66,0.0,-73.51,32.5,129.0,140.5,118,140,272,-5.75,-0.122,-81.65,0.2612,2.42,0.122,8.14,1.7764165390505362
top500,VOL low-minus-high,long_short,vw,10,20,0.4244,-3.71,23.7,-0.016,-73.91,32.5,129.0,140.5,118,140,272,-6.81,-0.17,-82.84,0.2019,3.0999999999999996,0.15400000000000003,8.930000000000007,2.1020307082714216
top500,VOL low-minus-high,long_short,vw,10,50,0.324,-4.85,23.85,-0.064,-75.73,32.5,129.0,140.5,118,140,272,-9.94,-0.314,-91.06,0.0931,5.09,0.25,15.329999999999998,3.4801288936627284
top500,VOL low-minus-high,long_short,vw,10,100,0.2049,-6.75,24.24,-0.141,-83.93,32.5,129.0,140.5,118,140,272,-14.95,-0.55,-97.53,0.0255,8.2,0.40900000000000003,13.599999999999994,8.035294117647059
top500,VOL low-minus-high,long_short,vw,11,0,0.0812,-10.49,38.76,-0.044,-93.18,38.5,125.5,142.1,105,117,272,-4.68,-0.074,-80.38,0.3376,-5.8100000000000005,0.03,-12.800000000000011,0.240521327014218
top500,VOL low-minus-high,long_short,vw,11,10,0.0733,-10.89,38.75,-0.056,-93.84,38.5,125.5,142.1,105,117,272,-5.75,-0.122,-81.65,0.2612,-5.140000000000001,0.066,-12.189999999999998,0.2806278713629403
top500,VOL low-minus-high,long_short,vw,11,20,0.0662,-11.29,38.74,-0.068,-94.44,38.5,125.5,142.1,105,117,272,-6.81,-0.17,-82.84,0.2019,-4.4799999999999995,0.10200000000000001,-11.599999999999994,0.32788509162951956
top500,VOL low-minus-high,long_short,vw,11,50,0.0482,-12.52,38.82,-0.103,-95.95,38.5,125.5,142.1,105,117,272,-9.94,-0.314,-91.06,0.0931,-2.58,0.21100000000000002,-4.890000000000001,0.5177228786251342
top500,VOL low-minus-high,long_short,vw,11,100,0.0275,-14.66,39.22,-0.159,-97.69,38.5,125.5,142.1,105,117,272,-14.95,-0.55,-97.53,0.0255,0.28999999999999915,0.391,-0.1599999999999966,1.0784313725490198
top500,VOL low-minus-high,long_short,vw,12,0,0.9481,-0.23,25.98,0.129,-77.76,25.2,119.2,123.2,105,117,272,-4.68,-0.074,-80.38,0.3376,4.449999999999999,0.203,2.6199999999999903,2.8083530805687205
top500,VOL low-minus-high,long_short,vw,12,10,0.8834,-0.55,26.03,0.117,-78.2,25.2,119.2,123.2,105,117,272,-5.75,-0.122,-81.65,0.2612,5.2,0.239,3.450000000000003,3.38208269525268
top500,VOL low-minus-high,long_short,vw,12,20,0.8229,-0.86,26.07,0.106,-78.62,25.2,119.2,123.2,105,117,272,-6.81,-0.17,-82.84,0.2019,5.949999999999999,0.276,4.219999999999999,4.075780089153046
top500,VOL low-minus-high,long_short,vw,12,50,0.6639,-1.79,26.24,0.072,-79.86,25.2,119.2,123.2,105,117,272,-9.94,-0.314,-91.06,0.0931,8.149999999999999,0.386,11.200000000000003,7.131041890440387
top500,VOL low-minus-high,long_short,vw,12,100,0.4616,-3.35,26.58,0.015,-81.81,25.2,119.2,123.2,105,117,272,-14.95,-0.55,-97.53,0.0255,11.6,0.5650000000000001,15.719999999999999,18.10196078431373
top500,STR loser-minus-winner,long_short,vw,1,0,1.1203,0.5,15.9,0.113,-52.51,313.8,145.9,145.8,149,149,272,0.5,0.113,-52.51,1.1203,0.0,0.0,0.0,1.0
top500,STR loser-minus-winner,long_short,vw,1,10,0.4773,-3.21,15.9,-0.124,-67.8,313.8,145.9,145.8,149,149,272,-3.21,-0.124,-67.8,0.4773,0.0,0.0,0.0,1.0
top500,STR loser-minus-winner,long_short,vw,1,20,0.2028,-6.8,15.89,-0.36,-80.83,313.8,145.9,145.8,149,149,272,-6.8,-0.36,-80.83,0.2028,0.0,0.0,0.0,1.0
top500,STR loser-minus-winner,long_short,vw,1,50,0.0153,-16.84,15.89,-1.07,-98.51,313.8,145.9,145.8,149,149,272,-16.84,-1.07,-98.51,0.0153,0.0,0.0,0.0,1.0
top500,STR loser-minus-winner,long_short,vw,1,100,0.0002,-31.4,15.9,-2.25,-99.98,313.8,145.9,145.8,149,149,272,-31.4,-2.25,-99.98,0.0002,0.0,0.0,0.0,1.0
top500,STR loser-minus-winner,long_short,vw,2,0,1.0593,0.25,17.32,0.101,-67.37,156.4,144.1,145.1,149,149,272,0.5,0.113,-52.51,1.1203,-0.25,-0.011999999999999997,-14.860000000000007,0.9455502990270462
top500,STR loser-minus-winner,long_short,vw,2,10,0.6934,-1.6,17.31,-0.007,-71.7,156.4,144.1,145.1,149,149,272,-3.21,-0.124,-67.8,0.4773,1.6099999999999999,0.11699999999999999,-3.9000000000000057,1.4527550806620575
top500,STR loser-minus-winner,long_short,vw,2,20,0.4533,-3.43,17.32,-0.115,-76.54,156.4,144.1,145.1,149,149,272,-6.8,-0.36,-80.83,0.2028,3.3699999999999997,0.245,4.289999999999992,2.235207100591716
top500,STR loser-minus-winner,long_short,vw,2,50,0.1256,-8.75,17.46,-0.435,-89.47,156.4,144.1,145.1,149,149,272,-16.84,-1.07,-98.51,0.0153,8.09,0.635,9.040000000000006,8.209150326797385
top500,STR loser-minus-winner,long_short,vw,2,100,0.0144,-17.07,18.03,-0.939,-98.7,156.4,144.1,145.1,149,149,272,-31.4,-2.25,-99.98,0.0002,14.329999999999998,1.311,1.2800000000000011,72.0
top500,STR loser-minus-winner,long_short,vw,3,0,0.9169,-0.38,14.78,0.049,-68.66,105.9,141.9,144.0,149,149,272,0.5,0.113,-52.51,1.1203,-0.88,-0.064,-16.15,0.8184414888869053
top500,STR loser-minus-winner,long_short,vw,3,10,0.6901,-1.62,14.7,-0.037,-73.58,105.9,141.9,144.0,149,149,272,-3.21,-0.124,-67.8,0.4773,1.5899999999999999,0.087,-5.780000000000001,1.4458411900272365
top500,STR loser-minus-winner,long_short,vw,3,20,0.5189,-2.85,14.64,-0.123,-77.74,105.9,141.9,144.0,149,149,272,-6.8,-0.36,-80.83,0.2028,3.9499999999999997,0.237,3.0900000000000034,2.5586785009861934
top500,STR loser-minus-winner,long_short,vw,3,50,0.2193,-6.47,14.58,-0.383,-86.72,105.9,141.9,144.0,149,149,272,-16.84,-1.07,-98.51,0.0153,10.370000000000001,0.687,11.790000000000006,14.333333333333334
