Month,BH,BL,BN,SH,SL,SN,BAV,BAV_big,BAV_small
2000-11,,,0.07208964024556568,,,0.09927699097219456,,,
2000-12,,,-0.02254583309700033,,,0.0031808322366052217,,,
2001-01,,,0.10355863636643038,,,0.030531927078526314,,,
2001-02,,,-0.032132075351569506,,,-0.024576380464615962,,,
2001-03,,,-0.19608137289104982,,,-0.2294992356774138,,,
2001-04,,,-0.006410301979022079,,,-0.019467736284071578,,,
2001-05,,,0.059703509941378796,,,0.08092140825626251,,,
2001-06,,,-0.053606271239639534,,,-0.11688147192735955,,,
2001-07,,,-0.03021852673997838,,,-0.05713355515353106,,,
2001-08,,,-0.008269239782084483,,,-0.016428558634083393,,,
2001-09,,,-0.15254194235846685,,,-0.10808067723378209,,,
2001-10,,,0.054598738019445314,,,0.07413876810256505,,,
2001-11,0.39220388486470126,0.007561775740326556,0.15473296287855895,0.23491165235609093,0.09863110781793277,0.08713787682532172,-0.26046132683126644,-0.3846421091243747,-0.13628054453815816
2001-12,0.11133320143343405,0.01774711932093211,-0.0632123874658004,0.005400069341387718,-0.021711172037282275,-0.035319682771100626,-0.060348661745585966,-0.09358608211250194,-0.027111241378669992
2002-01,0.0074366373965106996,0.025540941098009147,0.03616334586361045,0.07158310401353721,-0.006106433727723694,0.053357971829161466,-0.029792617019881226,0.01810430370149845,-0.0776895377412609
2002-02,-0.02237510771263606,0.1689765168857685,0.11537446366122003,0.08985298407499437,0.07398180962299393,0.105425123711718,0.08774022507320206,0.19135162459840457,-0.01587117445200044
2002-03,0.06726239854082823,0.02236115653348154,-0.035140719925760996,0.034752421003183605,0.011001907353632798,0.023210651184971065,-0.03432587782844875,-0.04490124200734669,-0.023750513649550806
2002-04,-0.048164695088344964,-0.04919563135601574,0.11631185347046136,0.11827058871024251,0.03325169156010625,0.0704380226680814,-0.043024916708903516,-0.0010309362676707776,-0.08501889715013626
2002-05,-0.1070052749123524,-0.05674444351476432,-0.04798685006426295,0.03430218607147891,-0.00586123795087171,-0.031151927937618944,0.0050487036876187275,0.05026083139758808,-0.040163424022350624
2002-06,0.008121505047069858,0.03196243285435625,-0.005055795257657789,0.015627058601900726,0.09798979186321256,0.12117042269604497,0.053101830534299115,0.023840927807286395,0.08236273326131184
2002-07,-0.030550318792021254,-0.05877393050211727,-0.0976884759429538,-0.16058668038954577,-0.051991085641976985,-0.0925298916848741,0.04018599151873638,-0.02822361171009602,0.10859559474756877
2002-08,0.06436699852531651,0.06842366382266982,0.08654933193392197,-0.03126728587105305,0.013691520130788098,0.026488167751024937,0.02450773564959723,0.00405666529735331,0.04495880600184114
2002-09,-0.14010224577544364,-0.042387654166603804,-0.05178135761415673,-0.1092906622443517,-0.026358849347444698,-0.055286996831577985,0.09032320225287344,0.09771459160883983,0.082931812896907
2002-10,0.05848117954560716,-0.023248059266441627,0.012105418229979792,-0.018623825669354922,-0.036933996841595505,-0.03165377072568227,-0.050019704992144684,-0.08172923881204879,-0.018310171172240583
2002-11,-0.034514730003456326,0.057379766757317915,-0.1820013836603149,0.10925930254919101,0.02045136488236108,0.07891463369243362,0.0015432795469721566,0.09189449676077424,-0.08880793766682993
2002-12,0.0451734175012783,0.06600345962997022,0.03589449300585292,0.09145349629240092,0.02663737439909498,0.04013923010723652,-0.02199303988230701,0.020830042128691918,-0.06481612189330593
2003-01,0.050973934112436926,-0.03337197023492134,-0.04788791500494828,-0.05053166136366999,0.009403229396384268,-0.014338886849461925,-0.012205506793652005,-0.08434590434735827,0.05993489076005426
2003-02,0.038113497850868844,0.04684841709396712,0.0014376306995388677,0.018391964173185674,0.02361585512205339,0.016685060557552076,0.006979405095983,0.008734919243098278,0.005223890948867715
2003-03,-0.06523906353229456,-0.04724662100161409,-0.08926590268137795,-0.10634305545259912,-0.06415220138898602,-0.10138111545366367,0.030091648297146778,0.017992442530680462,0.0421908540636131
2003-04,-0.019772651934323635,0.010059804770478988,-0.07133362571122236,0.06707352458388914,0.044327678303496654,0.06603674510967403,0.0035433052122050696,0.029832456704802623,-0.022745846280392487
2003-05,0.0681749593342047,0.15243579146977396,0.11789842392761651,0.2538810992063817,0.11020668806692746,0.18158760694993045,-0.0297067895019425,0.08426083213556926,-0.14367441113945423
2003-06,0.1674873036523854,0.06262625436383493,0.1433189835998236,0.1643460500215135,0.11426812679855497,0.11641705679914684,-0.07746948625575449,-0.10486104928855047,-0.05007792322295854
2003-07,0.07439738153588281,0.0423935741889649,0.047547803358664216,0.09034627024858329,0.08843232461825043,0.08337103192329863,-0.016958876488625374,-0.032003807346917906,-0.0019139456303328556
2003-08,0.27222134050349756,0.13497195194009712,0.13119769495292485,0.14807782857655147,0.1275636504027989,0.14676785066365386,-0.07888178336857651,-0.13724938856340044,-0.020514178173752562
2003-09,0.025795576331560738,0.042646221611655176,0.02807494937162638,0.02932140320738923,0.025380868125880113,0.05723099327821787,0.006455055099292666,0.016850645280094438,-0.003940535081509117
2003-10,-0.03898164959589908,0.08009871654579376,0.051458158894634176,0.07805390403640525,0.1020835421062907,0.12058220209841461,0.07155500210578915,0.11908036614169284,0.02402963806988545
2003-11,-0.07364252014602995,0.015929304302995443,0.04940133800275668,0.09376732321073515,0.0866844116652457,0.09784973910300673,0.04124445645176797,0.0895718244490254,-0.0070829115454894565
2003-12,0.19858800140627142,0.17390547010824217,0.2085861663959601,0.20809413068737545,0.16976734639570426,0.19972385424706612,-0.03150465779485023,-0.024682531298029248,-0.03832678429167119
2004-01,-0.03650181938475398,-0.025601638196795902,-0.047093942041767214,-0.062393529438134095,-0.05345284162355099,-0.04587235686481124,0.0099204345012706,0.010900181187958081,0.008940687814583105
