co_code,Month,monthly_return,eom_mcap,prev_mktcap,Size_Label_Yearly,Size_Label_Monthly,MOM_Label,BM_Label,OP_Label,INV_Label,AT_Label,SG_Label,ACC_Label,VOL_Label,STR_Label,Size_Label_OP,Size_Label_INV,Size_Label_AT,Size_Label_SG,Size_Label_ACC
98907,2007-12,0.4501212785804598,647697.723,647697.723,B,B,N,N,R,N,H,N,N,N,H,B,B,B,B,B
257777,2007-12,0.2958035350284382,619642.2375,619642.2375,B,B,N,G,R,A,L,H,A,H,L,B,B,B,B,B
88297,2007-12,-0.0133208152297048,607032.1503,607032.1503,B,B,N,G,,N,,,C,L,N,,B,,,B
248136,2007-12,0.1202115477355199,603389.5899,603389.5899,B,B,W,N,N,A,L,N,A,N,L,B,B,B,B,B
196588,2007-12,0.0859824131540645,580295.2084,580295.2084,B,B,W,G,,A,L,H,A,N,N,,B,B,B,B
244056,2007-12,0.0244049657026277,546322.5105,546322.5105,B,B,N,G,N,A,N,H,A,N,L,B,B,B,B,B
94080,2007-12,0.0391518320908697,453290.3551,453290.3551,B,B,L,G,R,N,H,L,N,L,N,B,B,B,B,B
122573,2007-12,0.0529603479715303,424418.9684,424418.9684,B,B,W,G,,A,,,N,N,H,,B,,,B
76718,2007-12,0.0028389453964454,422297.642,422297.642,,B,W,,,A,,,A,,H,,B,,,B
108841,2007-12,0.2198856189041644,418636.7557,418636.7557,B,B,W,G,N,N,L,L,N,N,H,B,B,B,B,B
109856,2007-12,0.1411420535222907,416486.9793,416486.9793,B,B,W,G,N,N,L,N,N,H,H,B,B,B,B,B
27747,2007-12,0.2344152258823106,406973.4248,406973.4248,B,B,W,N,W,N,L,H,N,H,L,B,B,B,B,B
158982,2007-12,0.0717558005011296,394513.4124,394513.4124,B,B,W,V,,N,L,L,C,H,H,,B,B,B,B
371877,2007-12,0.1769199939993919,382266.9553,382266.9553,,,,,,,,,,,N,,,,,
79498,2007-12,0.3024005882268874,362319.428,362319.428,B,B,N,N,N,C,N,L,N,L,N,B,B,B,B,B
85447,2007-12,-0.041235731108113,348621.8396,348621.8396,B,B,N,G,N,N,N,N,A,L,N,B,B,B,B,B
94175,2007-12,0.0350059603160788,342905.7634,342905.7634,B,B,N,G,R,A,N,H,A,N,L,B,B,B,B,B
256066,2007-12,0.038324831426868,332414.5646,332414.5646,B,B,W,G,,A,,,C,N,N,,B,,,B
21420,2007-12,-0.0325296722730454,329782.4086,329782.4086,B,B,W,G,R,N,H,H,N,L,L,B,B,B,B,B
36278,2007-12,0.1263940694248422,323226.9701,323226.9701,,,,,R,A,L,H,A,,L,B,B,B,B,B
94000,2007-12,0.2576498515345882,319079.3463,319079.3463,B,B,W,G,R,N,N,H,A,H,H,B,B,B,B,B
226821,2007-12,0.0496462468186813,306149.8906,306149.8906,B,B,W,G,R,A,N,H,N,N,L,B,B,B,B,B
214297,2007-12,0.0449953426171989,294584.9578,294584.9578,B,B,N,G,N,N,N,N,A,L,L,B,B,B,B,B
140829,2007-12,0.007973244017168,292998.1373,292998.1373,B,B,N,G,N,A,H,N,A,L,L,B,B,B,B,B
248093,2007-12,0.0149769172899967,282362.3711,282362.3711,B,B,N,G,R,N,H,N,N,L,L,B,B,B,B,B
177753,2007-12,0.0982114206518312,280284.6281,280284.6281,,,,,W,N,L,H,N,,N,B,B,B,B,B
69497,2007-12,0.3223723827832359,276165.2501,276165.2501,B,B,N,N,W,A,L,L,N,H,H,B,B,B,B,B
369943,2007-12,0.0928707992873711,275427.4457,275427.4457,B,B,W,N,W,A,L,,A,H,H,B,B,B,,B
28899,2007-12,-0.0320277970405373,273686.217,273686.217,B,B,N,G,N,N,N,N,N,L,N,B,B,B,B,B
100709,2007-12,0.1207798524636523,265253.7221,265253.7221,B,B,W,G,,A,,,C,N,N,,B,,,B
248165,2007-12,0.2858785277947173,253078.5917,253078.5917,B,B,W,N,W,N,L,L,N,N,L,B,B,B,B,B
155529,2007-12,0.3099337352531346,237524.7444,237524.7444,B,B,N,N,N,N,N,N,A,L,H,B,B,B,B,B
86607,2007-12,-0.0114882152797721,227827.1549,227827.1549,B,B,N,G,R,N,H,H,A,L,N,B,B,B,B,B
93902,2007-12,0.1653238183479943,227509.9376,227509.9376,B,B,N,N,N,N,N,H,A,L,L,B,B,B,B,B
239726,2007-12,0.075848229150363,221510.771,221510.771,B,B,N,G,W,N,L,N,A,L,N,B,B,B,B,B
88258,2007-12,0.0052831315099002,213912.3935,213912.3935,B,B,N,G,N,C,N,H,C,L,N,B,B,B,B,B
138385,2007-12,0.111748813811209,212101.1816,212101.1816,B,B,W,N,,C,H,N,N,H,H,,B,B,B,B
142526,2007-12,-0.0149222317042143,204872.633,204872.633,B,B,W,G,R,C,H,N,A,N,N,B,B,B,B,B
23354,2007-12,-0.0511996950210014,204520.6895,204520.6895,B,B,N,G,R,N,N,H,A,N,N,B,B,B,B,B
5747,2007-12,0.44600961808075,197090.9852,197090.9852,B,B,W,G,W,A,H,L,N,H,N,B,B,B,B,B
183861,2007-12,0.1087719880197717,190584.5961,190584.5961,B,B,N,N,,N,,,C,L,H,,B,,,B
105711,2007-12,0.1630498983421739,184131.1278,184131.1278,B,B,W,G,W,N,N,N,A,H,L,B,B,B,B,B
136444,2007-12,0.1694797685646274,179280.9397,179280.9397,B,B,N,G,N,N,H,N,N,L,L,B,B,B,B,B
265414,2007-12,0.2152021461005033,178965.75,178965.75,B,B,N,N,W,C,L,L,N,N,N,B,B,B,B,B
4253,2007-12,0.0971287435037588,171705.895,171705.895,B,B,W,G,,A,L,L,N,N,L,,B,B,B,B
30148,2007-12,0.0376910100144813,170956.2164,170956.2164,B,B,W,N,,N,,,C,N,N,,B,,,B
98631,2007-12,0.3290376357602298,167985.6569,167985.6569,B,B,W,G,W,N,L,,C,L,N,B,B,B,,B
109874,2007-12,0.2876465551294549,165626.8001,165626.8001,B,B,W,N,N,N,N,N,N,N,N,B,B,B,B,B
52418,2007-12,-0.0720184663331846,155515.8767,155515.8767,B,B,W,G,R,N,H,N,N,L,N,B,B,B,B,B
183757,2007-12,0.0940644104193513,151345.3022,151345.3022,B,B,W,G,N,A,L,H,C,H,N,B,B,B,B,B
239792,2007-12,0.0437213050594269,149771.8598,149771.8598,,B,L,,R,A,L,H,A,,H,B,B,B,B,B
149711,2007-12,0.0955832335276181,149044.0967,149044.0967,B,B,N,G,N,N,H,N,A,L,N,B,B,B,B,B
98964,2007-12,0.2739545469263786,146034.4226,146034.4226,B,B,N,G,W,A,L,N,A,L,L,B,B,B,B,B
92590,2007-12,-0.020585922997741,143964.7031,143964.7031,B,B,N,G,R,C,H,N,N,L,N,B,B,B,B,B
193553,2007-12,0.1015320878940495,143912.0723,143912.0723,B,B,N,G,W,A,L,L,C,L,L,B,B,B,B,B
47858,2007-12,0.15811954927831,142322.0475,142322.0475,B,B,L,G,N,N,N,N,A,L,N,B,B,B,B,B
33727,2007-12,0.2031815958982821,141928.0,141928.0,B,B,W,G,N,N,L,L,N,L,L,B,B,B,B,B
33873,2007-12,0.3199072714728306,139681.7996,139681.7996,B,B,N,N,R,N,H,N,N,L,N,B,B,B,B,B
30136,2007-12,0.2128312095576889,139222.6181,139222.6181,B,B,N,V,,N,,,C,N,N,,B,,,B
216946,2007-12,0.0766572002119023,135826.5224,135826.5224,B,B,W,G,N,N,N,N,A,H,L,B,B,B,B,B
12007,2007-12,-0.1041457273793228,127865.6648,127865.6648,B,B,W,G,R,A,H,H,A,L,N,B,B,B,B,B
157827,2007-12,0.1745201703016607,127321.7738,127321.7738,B,B,N,G,R,N,H,L,C,L,L,B,B,B,B,B
97191,2007-12,-0.0171524777165219,125796.8433,125796.8433,B,B,N,G,,A,L,N,A,N,L,,B,B,B,B
275062,2007-12,0.1396604327379209,124823.8716,124823.8716,B,B,N,G,W,C,L,L,A,L,L,B,B,B,B,B
136494,2007-12,0.1048222861313481,124550.1331,124550.1331,,B,N,,R,A,H,H,A,,L,B,B,B,B,B
125123,2007-12,0.0170548168738353,122525.2264,122525.2264,B,B,N,G,R,N,N,H,A,L,L,B,B,B,B,B
100283,2007-12,0.015867180144774,118180.3959,118180.3959,B,B,W,V,,N,,,C,N,N,,B,,,B
126872,2007-12,0.6110986855728593,118174.2344,118174.2344,,B,W,,R,A,L,H,A,,H,B,B,B,B,B
50616,2007-12,0.0908702021364458,115707.4336,115707.4336,B,B,L,G,,N,N,N,A,L,L,,B,B,B,B
82197,2007-12,0.3101195705991852,111964.8724,111964.8724,B,B,N,G,N,N,L,N,N,L,L,B,B,B,B,B
73119,2007-12,0.0759424525668419,111774.1502,111774.1502,B,B,N,G,N,A,L,N,N,N,L,B,B,B,B,B
41860,2007-12,0.1994675412157671,111520.0,111520.0,B,B,N,V,,N,,,C,L,L,,B,,,B
135496,2007-12,0.1178245673346454,108265.5,108265.5,B,B,N,V,W,C,L,L,C,L,L,B,B,B,B,B
369647,2007-12,0.0329998710379102,108137.8974,108137.8974,B,B,W,N,,A,L,L,C,L,N,,B,B,B,B
62987,2007-12,0.1578719487208126,105898.0296,105898.0296,B,B,L,G,N,A,N,H,A,L,N,B,B,B,B,B
61957,2007-12,0.1400387450278333,104863.3254,104863.3254,B,B,W,G,N,N,N,H,A,N,L,B,B,B,B,B
43750,2007-12,0.0557844893576844,103731.9763,103731.9763,B,B,N,G,R,N,N,N,C,N,N,B,B,B,B,B
250369,2007-12,-0.070359824744122,102498.2493,102498.2493,B,B,W,G,R,A,N,H,N,N,L,B,B,B,B,B
170019,2007-12,0.2550496538596869,100686.8367,100686.8367,B,B,N,G,R,A,H,H,A,L,N,B,B,B,B,B
54885,2007-12,0.0258905865242233,95776.9466,95776.9466,B,B,N,G,R,C,H,N,C,L,N,B,B,B,B,B
22859,2007-12,0.1243057972280392,94960.5812,94960.5812,B,B,N,G,R,N,H,N,N,L,L,B,B,B,B,B
94103,2007-12,0.3686878939729283,92501.358,92501.358,B,B,N,V,N,N,H,N,C,L,H,B,B,B,B,B
95745,2007-12,0.2812004163703969,90896.2283,90896.2283,,B,W,,,C,L,N,N,N,N,,B,B,B,B
83018,2007-12,0.5239999049945305,90555.6361,90555.6361,B,B,N,G,W,N,L,L,N,N,H,B,B,B,B,B
265397,2007-12,1.0510165093578467,90139.9019,90139.9019,B,B,L,N,N,N,N,N,N,L,N,B,B,B,B,B
257360,2007-12,0.1655559570435005,89784.7067,89784.7067,B,B,N,N,,N,,,C,N,N,,B,,,B
98918,2007-12,0.094674240662621,89319.96,89319.96,B,B,N,N,,N,,,C,L,H,,B,,,B
14897,2007-12,-0.0221957591135346,86109.4146,86109.4146,B,B,N,G,W,A,L,H,A,N,L,B,B,B,B,B
52835,2007-12,0.0084797324628684,83912.4,83912.4,B,B,N,G,N,N,H,N,N,L,N,B,B,B,B,B
98668,2007-12,0.0318104475713674,82021.6045,82021.6045,,,,,,N,,,C,,H,,B,,,B
98827,2007-12,0.1879911665716755,81023.2407,81023.2407,B,B,N,G,W,N,L,N,C,L,L,B,B,B,B,B
372076,2007-12,0.1316093588840745,81001.2624,81001.2624,,B,W,,,A,L,,A,,N,,B,B,,B
43618,2007-12,0.3660555124595621,80537.6683,80537.6683,B,B,N,G,,A,,,C,L,N,,B,,,B
269920,2007-12,0.0099131479368281,80454.6245,80454.6245,B,B,W,G,R,N,H,N,N,N,N,B,B,B,B,B
82150,2007-12,0.1093265687637627,79917.2965,79917.2965,B,B,N,G,N,N,L,L,N,L,L,B,B,B,B,B
174683,2007-12,0.0352741094547639,77925.0046,77925.0046,B,B,W,N,,N,H,H,N,N,H,,B,B,B,B
98379,2007-12,0.0401912337770227,76992.4904,76992.4904,B,B,N,G,R,N,L,H,A,N,N,B,B,B,B,B
9780,2007-12,0.0257199364923221,76788.375,76788.375,,,,,N,A,L,L,A,,H,B,B,B,B,B
26485,2007-12,0.1051815295019729,76273.1799,76273.1799,B,B,L,G,,C,L,L,C,H,L,,B,B,B,B
86802,2007-12,0.1198850972204572,75858.9,75858.9,S,B,W,N,,C,L,N,C,H,L,,B,B,B,B
220724,2007-12,0.2052057969426715,75360.6337,75360.6337,B,B,N,V,W,C,L,L,N,N,N,B,B,B,B,B
215829,2007-12,-0.0014815872369201,73239.9411,73239.9411,B,B,N,G,W,N,L,L,C,L,L,B,B,B,B,B
40112,2007-12,-0.0037254782580378,72652.22,72652.22,B,B,W,N,W,C,L,L,N,N,N,B,B,B,B,B
153366,2007-12,0.1057997132779335,71810.6456,71810.6456,B,B,N,G,W,A,N,H,N,N,N,B,B,B,B,B
271523,2007-12,0.0955946554538424,71696.1998,71696.1998,B,B,W,N,N,A,N,H,N,N,H,B,B,B,B,B
104232,2007-12,0.1997886298708535,71647.5,71647.5,B,B,W,G,,A,,,A,L,H,,B,,,B
109300,2007-12,0.1893354064737491,71635.6456,71635.6456,B,B,N,N,N,N,N,N,C,N,L,B,B,B,B,B
320945,2007-12,-0.0145603551592644,71585.9905,71585.9905,B,B,W,G,R,N,N,H,N,N,L,B,B,B,B,B
248083,2007-12,0.3534186371241115,70724.5048,70724.5048,B,B,N,N,N,C,N,N,N,L,L,B,B,B,B,B
33723,2007-12,-0.0041890891776446,69966.9244,69966.9244,B,B,N,G,N,C,N,N,N,L,N,B,B,B,B,B
33750,2007-12,0.1233894528354788,69756.9565,69756.9565,B,B,N,G,N,N,L,N,N,N,L,B,B,B,B,B
257833,2007-12,0.0835864992219186,69151.732,69151.732,B,B,W,G,W,N,L,N,C,H,L,B,B,B,B,B
251664,2007-12,0.0129427340611192,68104.2958,68104.2958,B,B,W,G,R,N,H,H,A,N,L,B,B,B,B,B
98457,2007-12,0.5562543201646246,66425.2662,66425.2662,B,B,W,G,W,A,L,L,A,N,H,B,B,B,B,B
171787,2007-12,0.2787351593952705,65410.1592,65410.1592,,B,L,,R,A,L,H,A,,N,B,B,B,B,B
175018,2007-12,-0.0138155387532115,64777.1199,64777.1199,B,B,W,G,R,A,L,H,A,L,H,B,B,B,B,B
354608,2007-12,0.0967383425812646,64652.0,64652.0,B,B,W,G,,A,,,C,L,N,,B,,,B
64535,2007-12,0.1426621926859899,64346.2129,64346.2129,B,B,N,G,N,C,L,N,N,L,H,B,B,B,B,B
164888,2007-12,0.1089629933403384,64200.7981,64200.7981,B,B,N,V,,N,,,C,L,N,,B,,,B
159120,2007-12,0.1830821147422225,64177.4859,64177.4859,B,B,N,G,N,N,N,N,N,L,N,B,B,B,B,B
229885,2007-12,0.057413586117023,63377.1216,63377.1216,,B,N,,R,A,L,H,A,,L,B,B,B,B,B
12011,2007-12,0.0858583571101263,63120.0159,63120.0159,B,B,W,G,N,N,N,N,C,N,L,B,B,B,B,B
102962,2007-12,0.5916752767506808,62955.7742,62955.7742,,B,W,,R,C,L,H,C,H,H,B,B,B,B,B
369273,2007-12,0.3046092428322906,61722.8188,61722.8188,B,B,W,G,N,A,L,H,A,N,N,B,B,B,B,B
225455,2007-12,0.2707409122503101,61373.5821,61373.5821,B,B,W,N,W,A,L,N,C,N,H,B,B,B,B,B
97156,2007-12,0.2095995534494921,61224.1652,61224.1652,B,B,N,G,N,A,N,H,A,N,L,B,B,B,B,B
46009,2007-12,0.0407115715893346,60800.5246,60800.5246,B,B,N,N,R,C,H,N,N,L,H,B,B,B,B,B
96577,2007-12,-0.0183957966956129,60386.7933,60386.7933,,B,W,,,A,L,L,A,H,N,,B,B,B,B
14268,2007-12,-0.0532887676313251,60002.6087,60002.6087,B,B,N,G,W,A,L,N,A,N,L,B,B,B,B,B
149899,2007-12,0.0784132323173656,59587.4652,59587.4652,B,B,N,G,,A,N,H,A,L,L,,B,B,B,B
22104,2007-12,0.1599568091101748,59466.1228,59466.1228,B,B,N,G,R,N,H,N,N,L,H,B,B,B,B,B
51380,2007-12,0.0352142344965713,59326.784,59326.784,B,B,N,N,,N,,,C,N,L,,B,,,B
199485,2007-12,-0.0051850494202154,58808.1874,58808.1874,B,B,W,N,W,A,L,N,A,N,N,B,B,B,B,B
35222,2007-12,0.1575075295024093,57326.1258,57326.1258,B,B,W,N,N,A,N,N,N,N,H,B,B,B,B,B
36073,2007-12,-0.0034597800807487,57155.0,57155.0,B,B,N,G,W,N,N,N,N,L,N,B,B,B,B,B
106583,2007-12,0.1862012763323672,55974.0684,55974.0684,B,B,W,N,W,N,L,N,N,H,H,B,B,B,B,B
134435,2007-12,-0.022831611348993,55906.556,55906.556,B,B,N,G,R,N,N,H,A,L,N,B,B,B,B,B
228346,2007-12,0.2800692353963963,54721.0349,54721.0349,B,B,W,G,N,N,N,N,A,N,N,B,B,B,B,B
72607,2007-12,0.0686284166535418,53939.8627,53939.8627,S,B,W,N,,N,,,C,L,N,,B,,,B
69506,2007-12,0.1213545147564032,53685.0928,53685.0928,B,B,N,V,R,C,L,N,A,N,N,B,B,B,B,B
71060,2007-12,0.0770831971882692,53550.0,53550.0,B,B,W,G,R,N,H,N,N,L,L,B,B,B,B,B
245437,2007-12,0.1248013495505249,53136.3711,53136.3711,B,B,N,V,,A,,,C,L,N,,B,,,B
49138,2007-12,0.094532024942,51962.8554,51962.8554,B,B,N,G,R,N,H,N,C,L,N,B,B,B,B,B
93997,2007-12,0.1916165194216115,51390.8573,51390.8573,B,B,N,N,,N,L,N,C,H,L,,B,B,B,B
141851,2007-12,0.1277456490582513,51320.5576,51320.5576,B,B,N,G,W,N,L,N,C,L,L,B,B,B,B,B
348129,2007-12,0.1759048896384256,50874.5833,50874.5833,B,B,N,G,N,N,N,N,N,L,N,B,B,B,B,B
114749,2007-12,-0.042855926822572,50844.225,50844.225,B,B,W,G,R,A,N,H,A,N,N,B,B,B,B,B
365,2007-12,0.0008108187880373,50570.4406,50570.4406,S,B,W,G,N,A,L,N,N,N,H,B,B,B,B,B
11019,2007-12,0.0571298652903422,50008.065,50008.065,B,B,N,V,,N,,,C,L,N,,B,,,B
175214,2007-12,-0.0022570934557383,49722.8,49722.8,B,B,N,G,N,N,H,N,N,L,L,B,B,B,B,B
78250,2007-12,0.0638738655251311,49127.7895,49127.7895,B,B,N,G,,N,N,N,C,L,N,,B,B,B,B
222402,2007-12,-0.0339244277170954,48829.5964,48829.5964,B,B,N,G,R,A,N,H,N,N,L,B,B,B,B,B
15214,2007-12,0.0642880021689913,48548.5,48548.5,B,B,N,N,,N,,,C,L,N,,B,,,B
108074,2007-12,0.2906439465437329,47701.5525,47701.5525,B,B,W,G,R,A,N,N,A,H,L,B,B,B,B,B
121140,2007-12,0.1548835189488739,47578.0951,47578.0951,B,B,N,G,N,A,N,H,A,N,N,B,B,B,B,B
338882,2007-12,0.1237051527884751,47261.3662,47261.3662,B,B,N,G,N,A,L,H,A,N,N,B,B,B,B,B
248186,2007-12,0.1972274006019412,46970.4634,46970.4634,B,B,N,N,W,A,L,L,A,N,L,B,B,B,B,B
68332,2007-12,0.1525534654875635,46224.8937,46224.8937,S,B,W,N,W,C,L,L,N,N,L,B,B,B,B,B
172333,2007-12,0.3073045249043298,45800.2834,45800.2834,S,B,W,G,,A,N,H,A,H,N,,B,B,B,B
149537,2007-12,0.1192212180563845,45723.463,45723.463,B,B,N,N,W,C,L,N,C,N,L,B,B,B,B,B
88770,2007-12,0.3804948537687738,45609.308,45609.308,S,B,L,G,W,A,L,L,A,N,H,B,B,B,B,B
256249,2007-12,0.0361737644805448,44724.192,44724.192,B,B,W,V,,N,,,C,H,H,,B,,,B
110698,2007-12,0.1505965291056885,43812.8229,43812.8229,B,B,N,G,N,A,L,N,N,L,L,B,B,B,B,B
172614,2007-12,0.0574315610004754,43641.9322,43641.9322,B,B,N,N,W,N,L,N,N,N,L,B,B,B,B,B
223270,2007-12,0.1243895610066527,43569.5125,43569.5125,B,B,L,G,R,A,N,H,A,H,L,B,B,B,B,B
214966,2007-12,0.2679940728521344,43112.6189,43112.6189,S,B,W,N,N,A,N,H,N,L,N,B,B,B,B,B
130382,2007-12,0.2251527193442433,42884.255,42884.255,B,B,N,G,N,N,N,N,N,L,L,B,B,B,B,B
272854,2007-12,0.078604864867118,42389.997,42389.997,B,B,N,G,N,C,L,N,N,L,L,B,B,B,B,B
164456,2007-12,0.1282839900687831,42334.9327,42334.9327,B,B,W,G,R,A,N,H,A,N,N,B,B,B,B,B
106263,2007-12,0.0405083065287781,41413.8477,41413.8477,B,B,N,G,N,N,N,H,N,L,N,S,S,S,S,S
194371,2007-12,0.5734715925182063,41266.2699,41266.2699,S,B,N,N,N,N,N,N,C,N,H,B,B,B,B,B
86923,2007-12,0.3242637485761426,41128.4139,41128.4139,B,B,N,G,W,N,L,N,N,L,H,B,B,B,B,B
126394,2007-12,0.0459890840890968,40202.5363,40202.5363,B,B,N,G,,A,H,H,N,L,N,,S,S,S,S
140097,2007-12,0.0374157094938563,39919.95,39919.95,B,B,N,G,N,C,H,N,C,L,L,S,S,S,S,S
6484,2007-12,0.4392224620142611,39891.844,39891.844,S,B,W,G,,,,,,H,H,,,,,
86708,2007-12,0.0165657285644484,39669.1225,39669.1225,S,B,N,G,W,A,L,L,A,L,H,S,S,S,S,S
37079,2007-12,0.1214248924579299,39657.3255,39657.3255,S,B,W,G,R,A,H,N,N,L,N,B,B,B,B,B
105523,2007-12,0.2237084914403102,39573.8149,39573.8149,S,B,W,G,W,N,N,N,N,L,L,B,B,B,B,B
88240,2007-12,0.2266790769064162,39099.6419,39099.6419,B,B,N,G,N,N,H,N,C,L,N,B,B,B,B,B
369167,2007-12,-0.0455348309416105,38379.8595,38379.8595,,B,W,,R,A,L,H,A,,H,S,S,S,S,S
100224,2007-12,0.0657601280778374,38169.0772,38169.0772,S,S,W,N,,N,,,C,N,H,,S,,,S
160259,2007-12,0.1210469908220017,37867.906,37867.906,S,S,L,V,W,N,N,N,N,H,H,S,S,S,S,S
86809,2007-12,0.1253514738813721,37249.123,37249.123,S,S,W,N,W,N,L,L,C,N,N,S,S,S,S,S
91512,2007-12,0.1273018222605348,36210.5874,36210.5874,S,S,W,G,R,N,H,H,A,N,L,S,S,S,S,S
196346,2007-12,0.0661092581286564,36191.4207,36191.4207,S,S,W,N,N,A,L,N,N,H,L,S,S,S,S,S
41246,2007-12,0.1002764405014156,36183.0286,36183.0286,B,S,N,G,N,N,N,N,N,L,L,S,S,S,S,S
352354,2007-12,0.77988212206837,36136.6773,36136.6773,,S,W,,W,A,L,H,A,,N,B,B,B,B,B
236746,2007-12,0.1247359386320958,35936.7919,35936.7919,B,S,N,G,W,C,L,N,N,N,L,S,S,S,S,S
38924,2007-12,-0.0014912573310775,35652.4848,35652.4848,S,S,N,G,N,C,H,N,N,L,L,S,S,S,S,S
178651,2007-12,0.2801149697398308,35489.2262,35489.2262,B,S,W,G,R,A,N,H,A,H,L,S,S,S,S,S
26964,2007-12,0.2104090453763694,35486.6784,35486.6784,S,S,W,G,N,A,N,H,N,N,H,S,S,S,S,S
155581,2007-12,0.15138132709191,35395.2316,35395.2316,S,S,N,V,N,N,H,L,N,H,H,S,S,S,S,S
135716,2007-12,0.2542634161465362,35330.1911,35330.1911,B,S,N,G,R,C,H,H,A,L,L,S,S,S,S,S
254532,2007-12,0.271880222387989,35303.7925,35303.7925,S,S,W,N,,,,,,N,N,,,,,
107160,2007-12,0.1630066911437011,35068.842,35068.842,B,S,N,N,,C,,,C,L,L,,S,,,S
247452,2007-12,0.0888455610714755,34972.5,34972.5,,,,,,A,L,H,A,,N,,S,S,S,S
368943,2007-12,0.0329847760808275,34598.2393,34598.2393,,S,N,,N,A,L,H,N,,H,S,S,S,S,S
149616,2007-12,0.1758471444643148,34419.5821,34419.5821,B,S,N,G,R,N,N,H,N,L,N,S,S,S,S,S
266114,2007-12,0.0716804417947976,34269.5821,34269.5821,S,S,N,V,,N,,,C,N,H,,S,,,S
236335,2007-12,0.3942803571597835,34110.0,34110.0,S,S,N,N,,N,,,C,L,H,,B,,,B
141598,2007-12,0.1228661634720684,33739.5417,33739.5417,B,S,L,G,W,N,L,L,N,N,L,S,S,S,S,S
42974,2007-12,0.3359731442725475,33636.3431,33636.3431,S,S,N,G,R,C,H,N,N,L,L,S,S,S,S,S
70379,2007-12,0.0537683356134897,33235.3564,33235.3564,S,S,W,G,N,A,N,H,A,N,H,S,S,S,S,S
56845,2007-12,0.1259162353679477,33105.3587,33105.3587,,S,N,,,A,H,H,A,,H,,S,S,S,S
30153,2007-12,0.0446749072274017,33085.462,33085.462,S,S,N,V,,N,,,C,N,H,,S,,,S
236353,2007-12,-0.0250946701706964,32991.0,32991.0,S,S,W,V,W,A,H,H,C,H,H,S,S,S,S,S
270281,2007-12,-0.0126841596457195,32371.9933,32371.9933,S,S,W,N,,N,,,C,N,N,,S,,,S
236326,2007-12,0.1903577035072332,32347.5,32347.5,S,S,W,V,,N,,,C,L,H,,S,,,S
258946,2007-12,0.0398882463380712,32231.1413,32231.1413,S,S,W,N,N,N,N,N,N,H,H,S,S,S,S,S
339130,2007-12,0.0578657715361992,32089.2129,32089.2129,S,S,N,N,R,N,N,H,N,N,H,S,S,S,S,S
195939,2007-12,0.0508883995574345,32037.8612,32037.8612,,,,,W,A,H,N,A,,H,S,S,S,S,S
190998,2007-12,0.0675939906553486,31879.7844,31879.7844,S,S,W,G,W,A,N,N,C,H,L,S,S,S,S,S
149331,2007-12,0.0857426288948177,31056.0159,31056.0159,S,S,N,G,,A,L,H,A,N,N,,S,S,S,S
153375,2007-12,0.1310663179966171,30893.3184,30893.3184,S,S,W,V,W,C,L,N,C,H,H,S,S,S,S,S
179481,2007-12,0.11838876040301,30601.5671,30601.5671,S,S,N,G,N,N,H,N,N,L,N,S,S,S,S,S
24101,2007-12,0.0660041537168836,30411.8602,30411.8602,S,S,W,G,R,N,H,N,A,N,N,S,S,S,S,S
229572,2007-12,0.0312484404886492,30326.2485,30326.2485,S,S,N,G,N,N,N,N,N,L,N,S,S,S,S,S
28932,2007-12,0.3331565327857715,30282.3328,30282.3328,S,S,L,N,N,A,L,H,A,N,H,S,S,S,S,S
203579,2007-12,0.1091757443642378,29970.8676,29970.8676,S,S,W,G,R,N,N,H,A,L,N,S,S,S,S,S
236339,2007-12,0.1859698026883978,29965.75,29965.75,S,S,N,V,,N,,,C,N,N,,S,,,S
132572,2007-12,0.0140922827898253,29952.6483,29952.6483,S,S,W,N,R,N,H,N,N,H,L,S,S,S,S,S
125401,2007-12,0.1089209979306673,29293.2537,29293.2537,S,S,W,V,,N,,,C,H,L,,S,,,S
369988,2007-12,0.0655116899058685,29146.2395,29146.2395,S,S,W,G,R,N,H,N,N,L,N,S,S,S,S,S
1120,2007-12,0.0854155453912,29094.6083,29094.6083,S,S,N,G,N,A,N,H,A,L,N,S,S,S,S,S
83013,2007-12,0.0450420961207644,29020.9638,29020.9638,S,S,L,G,R,A,H,N,N,L,N,S,S,S,S,S
196665,2007-12,0.1368492028181605,28518.615,28518.615,S,S,W,G,,C,L,L,N,H,L,,S,S,S,S
29678,2007-12,0.1408325213124532,28385.3807,28385.3807,S,S,N,V,N,N,L,L,N,L,N,S,S,S,S,S
18102,2007-12,0.1035374443434133,28377.4712,28377.4712,S,S,N,G,W,N,N,N,N,L,L,S,S,S,S,S
144285,2007-12,0.2752735363085237,28245.0692,28245.0692,S,S,W,N,N,C,L,N,C,H,N,S,S,S,S,S
16823,2007-12,0.7099447853335663,28210.6984,28210.6984,S,S,L,G,R,A,L,H,A,N,N,B,B,B,B,B
63132,2007-12,0.0590878640277474,28088.2,28088.2,S,S,N,N,W,N,L,N,N,N,H,S,S,S,S,S
37451,2007-12,0.033721565559146,28040.3839,28040.3839,S,S,N,G,W,A,L,L,C,L,N,S,S,S,S,S
322563,2007-12,0.1779504278709172,27985.4919,27985.4919,,,,,R,A,L,N,A,,L,S,S,S,S,S
81580,2007-12,0.5736586781440274,27659.9615,27659.9615,S,S,N,G,,,,,,L,N,,,,,
