Month,BH,BL,BN,SH,SL,SN,HML_SG
2002-10,0.03314110559911141,0.055048034897222174,0.0215414989507063,-0.03492444136390485,-0.026962765660242603,-0.006819498791640306,-0.014934302500886506
2002-11,0.12561944872071354,0.05812645741645374,0.05228262497291493,0.04837423071503071,0.08253200106526845,0.05633241935188791,0.016667610477011027
2002-12,0.04440051451212824,0.13176635615420643,0.011778633121978459,0.039785426633774525,0.05409037524047933,0.051650984406097424,-0.050835395124391496
2003-01,-0.06008998242305133,-0.00683259018219374,-0.01193922997867949,-0.05001120805751402,-0.06754059143165185,-0.012972579372729156,-0.01786400443335988
2003-02,0.019676057032935738,0.05256118439174269,0.02746315506906494,0.017136997909533838,0.023679085153326018,-0.0009860659886469323,-0.01971360730129957
2003-03,-0.056658482934559044,-0.05421649274138458,-0.09492376838298965,-0.10320840665767908,-0.1252914766059076,-0.09724072623139055,0.009820539877527013
2003-04,-0.09364125985309266,0.014496998996455679,-0.022221163064176958,0.06603523598035305,0.06849531993731284,0.0924481499484062,-0.05529917140325406
2003-05,0.07695819629286582,0.2927550490421302,0.17330859965231893,0.17114869758869639,0.23051525143381296,0.16395653388603793,-0.13758170329719047
2003-06,0.1283993442153253,0.17828896761210847,0.08449585887228353,0.15118701023376632,0.09625398071199563,0.12435837945202743,0.002521703062493774
2003-07,0.09257617258683833,0.036722121959436624,0.02010862420014515,0.07617008352282917,0.04558851696610023,0.0463286192586289,0.04321780859206531
2003-08,0.15099488415836154,0.3720322500791783,0.20575635818863974,0.13488190000439135,0.15125576114652933,0.15007675722075706,-0.1187056135314774
2003-09,0.08069133946330705,-0.0011917244186000068,0.0536477964543774,0.0790730909836862,0.022383068069075716,0.017064940559898153,0.06928654339825877
2003-10,0.06002259914152018,0.020586046816716254,0.07017798851860461,0.04811532255159571,0.029773489928838767,0.0793586233537048,0.02888919247378044
2003-11,0.029201537833174425,0.06186387186482531,0.053566915410682855,0.13549769026834532,0.12004555911868824,0.13011086173540787,-0.008605101440996896
2003-12,0.19726844369141494,0.13341608913825176,0.1985605468575201,0.2266900770400804,0.1775821191233968,0.20824216007751936,0.05648015623492336
2004-01,-0.06438769734212822,-0.032875107704574275,-0.02875448779137422,-0.09713987687260758,-0.09535480118597496,-0.11896082161131086,-0.01664883266209327
2004-02,-0.004883374911558408,-0.025317503018934744,-0.0069267310760457714,-0.0251981586777582,-0.037308919629648,-0.015495132586024925,0.01627244452963307
2004-03,0.043441300816386946,-0.0662704482716303,0.005837894954476834,-0.042558458951120696,-0.06049329943287335,-0.029333588391537872,0.06382329478488495
2004-04,0.008208701518555144,-0.01616056813621797,0.027727973668615208,0.05365920230102854,0.04518221371261271,0.0742610914284377,0.016423129121594472
2004-05,-0.18020150532801063,-0.08395631642099609,-0.19381672873345324,-0.14493874709277954,-0.11711815527989644,-0.15232484439997088,-0.0620328903599488
2004-06,0.011850905767535435,0.013053311806529157,0.03315698640704764,0.010390299618722404,0.03338433107462194,-0.01282248501500431,-0.01209821874744663
2004-07,0.13820862214406804,-0.004527849925128674,0.08683463099927294,0.09799691165690488,0.0849226378801781,0.07382594525686047,0.07790537292296174
2004-08,-0.004009064449597786,-0.008299859198259617,0.02371863903480347,0.08756592192018142,0.07265435966621844,0.06756481447604486,0.00960117850131241
