Month,BG,BN,BV,SG,SN,SV,n_BG,n_BN,n_BV,n_SG,n_SN,n_SV,SMB,HML
2000-10,-0.0994709743919787,-0.07550393706088222,-0.04114178996001806,-0.08727846222565004,-0.06941003841321067,-0.01961762888890745,27.0,18.0,5.0,106.0,160.0,129.0,0.013270190628370279,0.06299500888435161
2000-11,0.04245418080701661,0.12472103088874102,0.14849379454033282,0.05019059218340945,0.12806302537683803,0.15269867752615016,27.0,18.0,5.0,105.0,158.0,129.0,0.005094429616769064,0.10427384953802846
2000-12,-0.0542361069248069,0.029376083120558463,0.07176613646871247,-0.04336006980928938,0.02124740498450048,0.06589181044663626,27.0,18.0,5.0,104.0,158.0,127.0,-0.0010423223475388894,0.1176270618247225
2001-01,0.07569443017972118,0.11145069002392774,0.1562532803047339,0.012652198083303937,0.025007890743366994,0.07571072451190478,27.0,18.0,5.0,105.0,160.0,127.0,-0.0766758623899357,0.07180868827680678
2001-02,-0.07714389081857242,0.026251360190896227,0.03143917447924406,-0.06651360643390077,-0.03683940679991147,0.08377193829074393,27.0,18.0,5.0,104.0,159.0,127.0,-4.2572931545387105e-05,0.1294343050112306
2001-03,-0.2631998539122201,-0.10954607316894505,-0.13133763447307117,-0.2778801389895224,-0.21330932883658976,-0.21766710614829465,27.0,18.0,5.0,104.0,159.0,126.0,-0.0682576708067235,0.09603762614018835
2001-04,-0.019640726120110828,-0.012694742712665031,0.05565543249002099,-0.036099903378752164,-0.02071961863455029,0.01263285696946103,27.0,18.0,5.0,104.0,159.0,125.0,-0.02250220956702885,0.0620144594791725
2001-05,0.03510830918048698,0.0818374599809508,0.07467144788299242,0.10080748150823066,0.08593276802885803,0.1257551351762766,27.0,18.0,5.0,102.0,159.0,124.0,0.0402927225563117,0.03225539618527569
2001-06,-0.06874338454827293,-0.06972831332866995,-0.006438343661741747,-0.12554327056629713,-0.10548291290875762,-0.10133734743591225,27.0,18.0,5.0,102.0,161.0,124.0,-0.06248449645742746,0.04325548200845804
2001-07,-0.003628799365965977,-0.0826057089077088,-0.0036668485682989846,-0.06888550351228723,-0.0430408542391501,-0.0450117000459678,27.0,18.0,5.0,103.0,160.0,124.0,-0.022345566985143787,0.01191787713199321
2001-08,0.0025445772651463343,-0.022034559100938447,-0.019128977985257686,-0.009282733756678563,-0.011084273723232249,-0.01651610350156017,27.0,18.0,5.0,101.0,158.0,124.0,0.000578616279859606,-0.014453462497642813
2001-09,-0.1834702375216302,-0.11359816946663195,-0.12665353857221942,-0.11536747239381759,-0.07933663183535515,-0.09397056556102289,27.0,18.0,5.0,100.0,158.0,124.0,0.045015758590095316,0.039106802891102736
2001-10,0.05393882268601406,0.06464406742454927,0.10600962413279495,0.051230313102767336,0.09345353700106802,0.0763915744850389,25.0,22.0,2.0,114.0,164.0,138.0,0.013050479996636014,0.025161261382271566
2001-11,0.11704975401588333,0.09532058083973081,0.13626352589457183,0.13457340293850703,0.17537534636160731,0.14048511081947568,25.0,22.0,2.0,113.0,164.0,138.0,0.0487892072222501,0.005911707880968647
2001-12,0.030767190972770465,-0.05560245295316979,-0.0472795894535272,0.004659438379845239,-0.02869783788104997,-0.023880964438215465,25.0,22.0,2.0,113.0,162.0,137.0,0.0003984312395972963,-0.028540402818060702
2002-01,-0.0015549182742881403,0.08568084414194442,0.05507048597340373,0.04006277810290494,0.04359815536608185,0.035606236351745424,25.0,22.0,2.0,112.0,161.0,136.0,-0.00023249619933474186,-0.004456541751159518
2002-02,0.03670847564692522,0.23826216716649912,0.35787513467339693,0.04093452715082648,0.08314573497438318,0.14672770378951439,25.0,22.0,2.0,109.0,160.0,134.0,-0.07544519034410734,0.1057931766386879
2002-03,-0.012936607725815688,0.07468492718239718,-0.021011357521109077,0.04072263554683968,0.06384465273732905,0.07070270826811427,25.0,22.0,2.0,107.0,159.0,133.0,0.021409484413793617,0.029980072721274592
2002-04,-0.05997725192254471,0.07471728168870019,0.07939763239579944,0.08864367050549443,0.10122775494668561,0.1337478583273603,25.0,22.0,2.0,107.0,159.0,133.0,0.08756569784301228,0.04510418782186587
2002-05,-0.05479403101007894,-0.05773387152311508,0.23366031324364742,-0.07126202855519292,-0.050150169511875446,0.08414192090537018,25.0,22.0,2.0,107.0,156.0,134.0,-0.004442147766937177,0.1554039494605631
2002-06,0.016091894286028783,0.043959338230349664,0.03966496337797441,0.007542068475132051,0.12690852176836545,0.18325515776871612,25.0,21.0,2.0,105.0,153.0,135.0,0.03719967886355952,0.17571308929358406
2002-07,-0.0914915099189409,-0.025661494658866697,-0.1602269445710984,-0.07774294801141388,-0.1280221365354961,-0.1459909173535709,25.0,21.0,2.0,105.0,153.0,134.0,-0.044306039984551196,-0.06824796934215702
2002-08,0.08014949765523718,0.058132905301853936,-0.05544712881393197,0.023084061643168934,0.009434512122564295,-0.036451336208599985,25.0,21.0,2.0,103.0,152.0,133.0,-0.052881914595678946,-0.05953539785176892
2002-09,-0.020578454904554837,-0.10842153160918902,-0.14910699331215033,-0.04012211284083367,-0.0587161347613067,-0.07013764410189442,25.0,21.0,2.0,100.0,150.0,133.0,0.015080869455801744,-0.030015531261060754
2002-10,-0.011320570225864515,0.024332919893693093,-0.029866217971444283,-0.039112122211912126,-0.016330993019028742,-0.0007506049789853115,22.0,25.0,2.0,116.0,159.0,136.0,-0.03422773244938472,0.038361517232926814
2002-11,-0.14588007556168547,0.03055839207275929,-0.005478982430313038,0.031595812211376445,0.07351156701859549,0.11920993578790262,22.0,24.0,2.0,113.0,154.0,129.0,0.11021453135944906,0.08761412357652618
2002-12,0.044681397938376145,0.04792226332630341,0.04734556224047523,0.033979892819644954,0.0666549410614493,0.06925678326606072,22.0,24.0,2.0,113.0,154.0,129.0,0.00401558630820735,0.035276890446415764
2003-01,-0.06074615144875564,0.01017952232605851,0.04519155004245042,-0.048855698804412734,-0.006616789673187682,-0.029283805163165144,21.0,24.0,2.0,111.0,154.0,129.0,-0.002452929677451643,0.01957189364124759
2003-02,0.010190493334432333,0.03529104472221293,0.016660896421747232,0.009965267163159494,0.012836146153456733,0.009158071053807337,21.0,24.0,2.0,111.0,153.0,129.0,-0.011340062370014517,-0.0008071961093521571
2003-03,-0.08711279175460382,-0.06125317933133296,-0.10235569719909636,-0.11800510610529398,-0.08000396825904289,-0.10198882243705117,21.0,24.0,2.0,109.0,152.0,129.0,-0.024821551639200048,0.016016283668242814
2003-04,-0.08387601746835913,0.024157569526611796,-0.05582230368392398,0.0424508643830485,0.07965415523672327,0.12187452493327354,21.0,24.0,2.0,107.0,151.0,129.0,0.09091173378075953,0.07942366055022504
2003-05,0.05885234234142732,0.21583117310468508,0.12336494110573275,0.14155013745676084,0.22329335868241676,0.34132367271805797,22.0,24.0,2.0,98.0,147.0,127.0,0.0450799903465326,0.19977353526129712
2003-06,0.14118722726931027,0.09471390590127765,0.12859201387146427,0.10215853747011,0.14573476774480118,0.09060581244302278,21.0,24.0,2.0,96.0,146.0,126.0,0.005996086022161631,-0.011552725027087221
2003-07,0.0477665081871866,0.06248183565142358,0.04757601383611571,0.07624709099870458,0.07526690471257878,0.10353844059304554,21.0,24.0,2.0,96.0,146.0,125.0,0.020632825936336592,0.027291349594340958
2003-08,0.08600654375499744,0.231001054641916,0.23876708310051245,0.10251294720632455,0.16960224741505486,0.1300287120075449,21.0,24.0,2.0,97.0,146.0,125.0,-0.02244620188776702,0.027515764801220352
2003-09,0.023223778460270884,0.04072444920582728,0.08858708757717555,0.06327340047940233,0.03783190190036919,0.027256069065716492,21.0,24.0,2.0,96.0,146.0,125.0,0.018578537356836677,-0.036017331413685835
