Month,BH,BL,BN,SH,SL,SN,STR
2000-11,,,0.07208964024556568,,,0.09927699097219456,
2000-12,0.0009001932765137475,0.04052735678267955,-0.06673553292849876,0.013262362432272981,-0.0513910994289423,0.033457476187189,-0.012513149177524743
2001-01,0.12552453210848688,0.12449101763750524,0.09547523576967544,0.06225716639255899,0.009184014173008088,0.013637371172823404,-0.027053333345266273
2001-02,0.035280293367643434,-0.10159574798835506,-0.07405969112489484,0.03422285062467875,-0.11514518552829654,-0.0034311065208503548,-0.1431220387544869
2001-03,-0.2306159685229509,-0.45488115443562027,-0.06480056183673005,-0.2589061411495817,-0.2437397498377241,-0.1893684331380869,-0.10454939730040586
2001-04,-0.0365934986002387,-0.00841595221007848,0.04384470460258495,-0.010150548823931248,-0.08968733399350597,0.005426968783700176,-0.025679619389707246
2001-05,0.036909909718895594,0.0991717474841216,0.09243741413784515,0.034376683457223764,0.1494946762364706,0.09173375639478362,0.08868991527223644
2001-06,-0.06656592198011248,-0.05828592147778173,-0.031660236456629576,-0.11677031172352303,-0.16169948722127175,-0.09742855374576428,-0.01832458749770899
2001-07,-0.02253478266609221,0.026566387035275724,-0.06729390452057807,-0.10521059704757116,-0.034003626468726476,-0.045515670341626915,0.060154070140106305
2001-08,-0.012016594842756478,0.009418523159223877,-0.003768258918084895,-0.002448441251237684,-0.019492490548516282,-0.025720133408960035,0.0021955343523508784
2001-09,-0.1315722423497108,-0.2826777848372751,-0.15642507682227574,-0.06260661153480775,-0.18265077520823939,-0.12592654111440668,-0.13557485308049796
2001-10,0.060132975389554984,0.1139395168927737,0.021889248240737822,0.09408413666515102,0.06642482059941532,0.07056962247652825,0.013073612718741509
2001-11,0.03643671293734119,0.22878614028523786,0.006009458051601374,0.08846590078188114,0.1946240159011162,0.11920081690666949,0.14925377123356584
2001-12,0.006384247162825901,-0.02036534952810709,0.024370033752535394,-0.0053910784538761,-0.03314232276361498,-0.025883262300117033,-0.027250420500335937
2002-01,-0.004204306079887634,0.016795563981918043,0.06227672229383145,0.08433475304303877,0.01936508298509271,0.02874078470029064,-0.02198489999807019
2002-02,0.05223205873346059,0.12743662340470122,0.2009589129128959,0.04042476768100804,0.14658168246759676,0.09603050390875456,0.09068073972891467
2002-03,0.040302582078442034,0.0032603448944521713,0.02559335008721897,0.03018987146563717,0.024922665734202747,0.01197578107174907,-0.021154721457712147
2002-04,0.032440082467039257,-0.050255306599825224,-0.044688323723541576,0.09362580741264379,0.05626233919347451,0.0628351372545543,-0.06002942864301687
2002-05,-0.06470282782554779,-0.0693582004614776,-0.05716354492111326,-0.01540474254284849,0.01020849470445622,-0.01851535496755035,0.010478932305687447
2002-06,0.005968460775798285,0.022636394306038192,0.0011349653079189392,0.08665048592652888,0.09514676392437385,0.08332351597872745,0.012582105764042444
2002-07,-0.034738533350317125,-0.03944772342395275,-0.07257266229515233,-0.09079427698489435,-0.08699750550582606,-0.10733513896939041,-0.00045620929728368287
2002-08,0.03405919897145176,0.08483160066884207,0.07314178162872446,0.014986452310478852,0.017834009747751612,-0.00041169855802408186,0.026809979567331534
2002-09,-0.08959310521237711,0.025736847520287785,-0.046419178328220706,-0.03598152004517009,-0.08355058879493825,-0.06251658293964583,0.033880441991448365
2002-10,0.016804610363144266,0.011642246962445856,-0.06327059035613951,-0.04965999017907182,-0.01714929346755666,-0.02370892995214515,0.013674166655408375
2002-11,0.09984537461509686,0.05706205971814553,-0.20880980105761487,0.03390585406497608,0.11080676830478896,0.06279327360934868,0.01705879967143077
2002-12,0.04817998284648284,0.036663103173586065,0.04737475413912637,0.0902123896069282,0.027090553851127054,0.04167587124661179,-0.037319357714348966
2003-01,-0.08692358431972158,0.04502191457005416,-0.018653717979085833,-0.07522772009858919,0.011789623870900772,0.008471859207489614,0.10948142142963285
2003-02,0.01393960012390138,-0.005749324953432734,0.03147837116665816,0.011973275335130646,0.006651492487170485,0.03283103921965082,-0.012505353962647138
2003-03,-0.05137625541640527,-0.08994801819069159,-0.07742759278540455,-0.055223051076159956,-0.14010805490907113,-0.08893553341400309,-0.061728383303598755
2003-04,-0.03178670204637672,0.054164453466164636,-0.05081044180240678,0.04119087080811607,0.07079246135853219,0.06921302651644637,0.05777637303147874
