Month,BH,BL,BN,SH,SL,SN,HML_AT
2001-10,0.04304154970025993,0.06213267971524058,0.0813047548954563,0.031152386661917088,0.08132864386772239,0.07894985603379955,-0.034633693610392965
2001-11,0.17384983547015267,0.07438378379531069,0.15768076893852026,0.12363901336176888,0.1495623915197427,0.16969827809845847,0.03677133675843408
2001-12,0.020560320804059545,-0.07788192294637986,0.0270429157034921,0.016444366085255412,-0.03320505981188531,-0.035453207615284345,0.07404583482379007
2002-01,0.035316613544878354,0.031555346935009984,0.021016340447351817,0.02203162101694017,0.035251088460767716,0.10231198261556307,-0.00472910041697959
2002-02,0.10032311834262646,0.326416080118529,-0.012075729921552932,0.05077301108047135,0.1095492258560136,0.09937721955969608,-0.14243458827572242
2002-03,0.04265489388857412,0.12652957732050973,0.0206056119946711,0.06143402844684724,0.01368336586105962,0.016504330536984278,-0.018062010423073996
2002-04,-0.05057014275195649,0.1273913648516902,-0.03452316155754889,0.08793700020690004,0.08654190655749185,0.0811188117367832,-0.08828320697711925
2002-05,-0.05870344071234977,-0.06639015437745203,-0.058082128299646436,-0.07533572397298917,0.0269263943659175,0.003393551283566484,-0.0472877023369022
2002-06,0.0010546066070349078,0.056478670764244586,8.632402126279598e-06,0.03834423340060996,0.10705798732520665,0.040782231988056666,-0.062068909040903175
2002-07,-0.08323259077576635,-0.0022893867839383335,-0.0834050907689806,-0.07824445450537938,-0.1649465187461623,-0.09256754640182559,0.0028794301244774584
2002-08,0.09910029663177705,0.04612337022898566,0.09676892859389638,0.038771329346565506,-0.005037725087647134,-0.007691629701941296,0.04839299041850202
2002-09,-0.08211680330921778,-0.06079521094935587,-0.03684373279619028,-0.04154927673226651,-0.09312956846424113,-0.07398874153931508,0.015129349686056358
2002-10,-0.015880242624537695,0.029100753530169998,0.03210848615065794,-0.039234346284376206,-0.03438074652044912,-0.021032921521413648,-0.02491729795931739
2002-11,0.04885809676690494,-0.27556897241429423,0.1411236884939095,0.01887842966162932,0.08453037504745096,0.07490138888428297,0.12938756189768874
2002-12,0.08583142453136146,0.03690208872730377,0.032065998992732936,0.029361993681468534,0.06114825901595933,0.046016195481853386,0.008571535234783448
2003-01,-0.03158068595386624,0.05735751229074275,-0.07623201443094708,-0.023763751678630318,-0.037737200015622946,-0.025285456329096987,-0.037482374953808184
2003-02,0.026622521408675593,0.026211703534387204,0.04166481532814698,-0.022709955462621396,0.020746011979581862,0.018722209072626398,-0.021522574783957436
2003-03,-0.06934788744623917,-0.07767806143315328,-0.07000171451012108,-0.08260275352307543,-0.11402970814619783,-0.10602314563404983,0.019878564305018248
2003-04,0.013094130061774858,-0.07422814602598356,-0.1194430668990078,0.054436356566168034,0.06522851905455365,0.026755467207814958,0.0382650567996864
2003-05,0.17477388116973305,0.15417801070716644,0.052229539127947464,0.11641695861291494,0.18318108538049782,0.14362550864506082,-0.023084128152508127
2003-06,0.1351577833381159,0.11362317449502471,0.1288873032349297,0.08751616513666852,0.16210342006645773,0.15582352689282647,-0.026526323043348995
2003-07,-0.015892322077806366,0.050711822095229765,0.08632233368473745,0.08120376222133688,0.03992316217481617,0.06809893063070258,-0.012661772063257706
2003-08,0.21148044586083214,0.15314520481871244,0.13844366264725724,0.12063561919791486,0.15926240387946153,0.14716729952109583,0.009854228180286528
2003-09,-0.00020838283780105633,0.009674383583090054,0.10390371304206787,0.03703726656365236,0.015936314492806903,0.03157381791620402,0.005609092824977173
2003-10,-0.03356704306317489,0.03676057383942702,0.11847555615475948,0.05294180141821191,0.09603376939490982,0.07378502279599711,-0.05670979243964991
2003-11,0.052128818653532666,0.02711613742202695,0.03011464785794959,0.10170418969799076,0.14150862787207627,0.08515081902625045,-0.0073958784712899045
2003-12,0.17505486710249898,0.24140886955458626,0.1763322561701478,0.21659165429468283,0.20524834839549255,0.16224825926223027,-0.027505348276448516
2004-01,-0.0008123790265412559,-0.0521239226185215,-0.05662283768493299,-0.0722125762800071,-0.06070059272082941,-0.06865457727205694,0.019899780016401275
2004-02,-0.0028623435709999936,0.012147622961535876,-0.015576156065191736,-0.003974834583243275,-0.04016378675851706,-0.00908126144761948,0.010589492821368958
2004-03,0.0015880632233970361,0.12175675510852463,-0.031560242896011476,-0.011072400413578216,-0.04968981758853733,-0.03591122315327379,-0.04077563735508424
2004-04,-0.010372930014001538,0.001971674537980311,0.03335991197252132,0.06277670427780457,0.042009343701629696,0.06187006180923254,0.004211378012096513
2004-05,-0.23399593078680833,-0.20762340308956057,-0.1242680833991137,-0.13153255814245587,-0.17152362996072584,-0.1454562760466207,0.006809272060511101
2004-06,0.05635094312130225,0.0007901977867235182,0.019669490071387914,0.02628080476270386,0.024066987024470445,-0.023844536205850832,0.028887281536406073
2004-07,0.029913665614779063,0.1194421479508552,0.12454725973994826,0.054702187227475066,0.11254685767258656,0.07100186675132941,-0.07368657639059381
2004-08,-0.00011041794501703745,-0.018509532448413978,0.016402472985121045,0.0721672525604759,0.04493934471444166,0.062133852565725164,0.02281351117471559
2004-09,0.069193297237562,0.0817348130639097,0.07803196713726396,0.06314002589526088,0.10517175280865151,0.07816034126420005,-0.027286621369869174
2004-10,0.0012682681026285705,0.0466484810347917,0.03273085878115711,0.020007556800992508,0.011498724930531832,-0.022054751534399394,-0.01843569053085123
2004-11,0.09316761885929585,0.05915437232851454,0.08485678351484473,0.09027389252660192,0.11408272082540738,0.07626923474791217,0.005102209115987924
2004-12,0.1116253029300053,0.06296137944713985,0.05163463462965047,0.11330746077917898,0.0782827198684887,0.11112153799473037,0.041844332196777884
2005-01,-0.045996107485634326,0.026522240550808013,-0.010271999272609088,-0.01955656247030043,-0.01164000789257184,-0.03554812606117954,-0.04021745130708546
2005-02,0.006267286875474431,0.03057929482962396,0.03857905724067927,0.023309587949631224,0.026600144958799782,0.03640812985217198,-0.013801282481659044
