Month,BA,BC,BN,SA,SC,SN,CMA
2003-10,0.06919529837286394,0.14825439984434455,0.07058631839394264,0.06999151227513951,0.05939630890653529,0.07823605143935954,0.0342319490514382
2003-11,0.022584226011823093,0.039083730259629766,0.04377893399343065,0.09788873405049246,0.12738926454122176,0.09443747022459614,0.02300001736926799
2003-12,0.19263674719217505,0.1791480976529826,0.21341449255386855,0.23649342094749712,0.17707496257406588,0.20826870233347738,-0.03645355395631186
2004-01,-0.0382292804254129,0.004035050815733809,-0.010611563815301678,-0.06384039792637754,-0.11183982815605772,-0.07892601776052637,-0.0028675494942667426
2004-02,-0.008081251620549653,0.05243303742280626,-0.01440917754572914,-0.01422036339425818,-0.054338394155951236,-0.01626497027750062,0.010198129140831427
2004-03,0.03270403357121367,-0.0249270234318299,0.04818907388550315,-0.020459047798382486,-0.050389437465169905,-0.031112483918176694,-0.04378072333491549
2004-04,0.023291918007280026,-0.009522049965259995,0.038606508777846715,0.04783029437850978,0.04347522930309829,0.0970611294135146,-0.018584516523975757
2004-05,-0.160442481341277,-0.2118144070093784,-0.2684976815021035,-0.17883070161279174,-0.167142649162543,-0.15397066996768827,-0.019841936608926358
2004-06,0.012401452796791593,0.0450990176475673,0.04983452669965146,0.013001437654809937,0.03065572803522617,-0.02892449065753287,0.02517592761559597
2004-07,0.10315047204241788,0.1118034183151088,0.09509789792078606,0.05432002335570958,0.10634532274356248,0.0828095388908348,0.030339122830271903
2004-08,-0.003143628358397228,0.023188191071815207,0.01111845831810826,0.05317781537344948,0.0690408582737706,0.04787562359934564,0.021097431165266776
2004-09,0.07624620995298304,0.05446558470220051,0.08448355293192052,0.09431512610346963,0.05697131245396124,0.0857237703265328,-0.029562219450145463
2004-10,0.04037203479471232,0.050059813815322415,-0.002306680379289978,0.020108674420066638,-0.008859275537990735,-0.004432716863895047,-0.009640085468723636
2004-11,0.10505026728785696,0.12695926803173485,0.061842714565830535,0.11416704665917678,0.12163602097448967,0.13423807537470694,0.014688987529595382
2004-12,0.030841647206741832,0.12952277678742102,0.10445212089366078,0.13554850063851132,0.14767496990307294,0.12839334169785424,0.055403799422620414
2005-01,-0.005393878123301415,0.009304447115844527,-0.023841405609017076,-0.022967470837414888,-0.007821572771186653,-0.024291093453273155,0.014922111652687088
2005-02,0.03825269150709134,0.005468794620363437,0.03861151404547766,0.03646076431841301,0.0664435749983321,0.036511448964468174,-0.0014005431034044002
2005-03,-0.011473988663425432,-0.055595230174388936,-0.06597214043316064,-0.007649073013229113,-0.04210028601875394,0.00018482769879512334,-0.03928622725824416
2005-04,-0.06342467023114944,-0.04419522562828507,-0.051231471740505505,-0.01874134595880249,0.009681170531448883,-0.019689893251802634,0.02382598054655787
2005-05,0.11216457031642632,0.0716472102440244,0.07282095506963827,0.07751765557237048,0.08196188534335491,0.07886554598150378,-0.01803656515070874
2005-06,0.07550888092560594,0.03286573042787614,0.05909660542517282,0.00578260418076533,0.019478558032710556,-0.0005196577127867849,-0.014473598322892287
