Month,BA,BC,BN,SA,SC,SN,HML_ACC
2002-10,0.010001912371753451,0.04348325224808099,0.03504700585469206,-0.03474771044944053,-0.003785716191654923,-0.02298418494128578,0.03222166706705658
2002-11,0.12468194943745395,0.06691136156760724,0.018500157184840903,0.06437456421008778,0.08452200661173176,0.062275234090219775,-0.01881157273410136
2002-12,0.02880569344628224,0.13544490189756173,0.035551748431343,0.0374998887293597,0.0568960514506447,0.077734797210936,0.06301768558628223
2003-01,-0.06051862134201456,-0.027566305561854534,0.035219750678707994,-0.04444429291866505,-0.034000223888026974,-0.006979976929377415,0.02169819240539905
2003-02,0.026721925106832394,0.045546673070862576,0.024384871625500893,0.014612601650284667,0.011926026839189417,0.007769859172988625,0.008069086576467467
2003-03,-0.0742450295375763,-0.11452054946118656,-0.0566746945793617,-0.10475650898759994,-0.11305670797756272,-0.08127863450355223,-0.02428785945678652
2003-04,-0.0958525750864428,0.02679854942626484,0.0236119906736798,0.04064591152661447,0.08936022662483095,0.10528095534532267,0.08568271980546206
2003-05,0.04527128979191321,0.1875914878001174,0.27756377065604304,0.1316596311013057,0.2633797204993958,0.21182269768866735,0.13702014370314713
2003-06,0.11471790935390111,0.22386396875342335,0.07486893203803925,0.0963793185687393,0.13904315529965425,0.07104188144131113,0.07590494806521858
2003-07,0.07715008553223206,0.09278712372637678,0.030363032086505162,0.057831591985897574,0.07099473714080357,0.09270077200338188,0.014400091674525356
2003-08,0.14480577701642616,0.34504851953724486,0.22349744652127976,0.1316821287115377,0.1537521086340092,0.11547462689099809,0.11115636122164507
2003-09,0.09277508219556048,-0.01916561425130547,0.04030192080602603,0.09628204998783203,-0.004819052733493266,0.020791386472899125,-0.10652089958409562
2003-10,0.025101373397294506,0.176923362862389,0.09959184994909018,0.025723081263300928,0.057538950017949966,0.108266522906933,0.09181892910987177
2003-11,0.05744224479111548,-0.03460307263058768,0.032711827017585224,0.10779045441928813,0.10628603782804831,0.10816982926750487,-0.046774867006471495
2003-12,0.1938761690187936,0.19146067802912073,0.18123951166976104,0.23110322356703067,0.19132807516991543,0.197667379544909,-0.021095319693394066
2004-01,-0.062194591976506765,0.03515875251710791,0.0011407847606401838,-0.09788991457418533,-0.08876335139574341,-0.07820905928293267,0.053239953836028295
2004-02,-0.024724836594930754,0.0030079520542381313,0.019383034973635985,-0.014134046744586156,-0.03874146837184482,-0.026715772934507387,0.0015626835109551103
