co_code,Month,monthly_ret,prev_mcap,Size_Label_annual,BM_Label,OP_Label,INV_Label,AT_Label,SG_Label,ACC_Label,Size_Label_monthly_mom,Mom_Label,weight_mom,Size_Label_monthly_vol,Vol_Label,weight_vol,Size_Label_monthly_str,Str_Label,weight_str,Month_str
365,2006-10,-0.03204150979041387,14095.1545,S,N,R,A,L,H,A,,,,,,,,,,2006-10
365,2006-11,-0.13309641281926377,13784.5315,S,N,R,A,L,H,A,S,N,13784.5315,S,nan,13784.5315,S,L,13784.5315,2006-11
365,2006-12,0.10423986575019706,11966.6232,S,N,R,A,L,H,A,S,L,11966.6232,S,N,11966.6232,S,L,11966.6232,2006-12
365,2007-01,0.35906819343002416,13265.1292,S,N,R,A,L,H,A,S,L,13265.1292,S,N,13265.1292,S,H,13265.1292,2007-01
365,2007-02,-0.04114929489404373,18431.1459,S,N,R,A,L,H,A,S,L,18431.1459,S,H,18431.1459,S,H,18431.1459,2007-02
365,2007-03,0.005866049437881271,17438.1708,S,N,R,A,L,H,A,S,L,17438.1708,S,H,17438.1708,S,H,17438.1708,2007-03
365,2007-04,0.147749593568268,17369.4263,S,N,R,A,L,H,A,S,N,17369.4263,S,H,17369.4263,S,N,17369.4263,2007-04
365,2007-05,0.06842365848296428,19953.7077,S,N,R,A,L,H,A,S,N,19953.7077,S,H,19953.7077,S,H,19953.7077,2007-05
365,2007-06,0.054771338959217264,21252.2136,S,N,R,A,L,H,A,S,N,21252.2136,S,H,21252.2136,S,N,21252.2136,2007-06
365,2007-07,0.3175342003778172,22349.5785,S,N,R,A,L,H,A,S,N,22349.5785,S,H,22349.5785,S,N,22349.5785,2007-07
365,2007-08,-0.09941431318997651,29852.9058,S,N,R,A,L,H,A,S,W,29852.9058,S,H,29852.9058,S,H,29852.9058,2007-08
365,2007-09,0.20025730988811707,27110.7669,S,N,R,A,L,H,A,S,W,27110.7669,S,H,27110.7669,S,L,27110.7669,2007-09
365,2007-10,0.18233864738448413,32941.3131,S,N,W,A,L,N,N,S,W,32941.3131,S,H,32941.3131,S,H,32941.3131,2007-10
365,2007-11,0.29727783575238576,39072.2979,S,N,W,A,L,N,N,S,W,39072.2979,S,H,39072.2979,S,H,39072.2979,2007-11
365,2007-12,0.0008108187880373485,50570.4406,S,N,W,A,L,N,N,S,W,50570.4406,S,H,50570.4406,S,H,50570.4406,2007-12
365,2008-01,-0.2773930876739559,50534.7953,S,N,W,A,L,N,N,S,W,50534.7953,S,H,50534.7953,S,L,50534.7953,2008-01
365,2008-02,-0.026937654831594493,36429.4564,S,N,W,A,L,N,N,S,W,36429.4564,S,H,36429.4564,S,L,36429.4564,2008-02
365,2008-03,0.03889234138109576,35151.3192,S,N,W,A,L,N,N,S,W,35151.3192,S,H,35151.3192,S,N,35151.3192,2008-03
365,2008-04,-0.1685010310383238,37419.8855,S,N,W,A,L,N,N,S,W,37419.8855,S,N,37419.8855,S,H,37419.8855,2008-04
365,2008-05,-0.0905374694586043,30861.1575,S,N,W,A,L,N,N,S,W,30861.1575,S,N,30861.1575,S,L,30861.1575,2008-05
365,2008-06,-0.4005133193532281,27953.5227,S,N,W,A,L,N,N,S,W,27953.5227,S,H,27953.5227,S,N,27953.5227,2008-06
365,2008-07,-0.014011480933605713,17089.3564,S,N,W,A,L,N,N,S,N,17089.3564,S,H,17089.3564,S,L,17089.3564,2008-07
365,2008-08,0.07146720946902851,17102.0869,S,N,W,A,L,N,N,S,L,17102.0869,S,N,17102.0869,S,L,17102.0869,2008-08
365,2008-09,-0.1769055245747857,18273.2883,S,N,W,A,L,N,N,S,L,18273.2883,S,N,18273.2883,S,H,18273.2883,2008-09
365,2008-10,-0.6116695731094819,15088.1296,S,G,N,N,N,N,N,S,L,15088.1296,S,N,15088.1296,S,N,15088.1296,2008-10
365,2008-11,-0.16695399679549827,5881.468,S,G,N,N,N,N,N,S,L,5881.468,S,H,5881.468,S,L,5881.468,2008-11
365,2008-12,0.369324577773011,4919.046,S,G,N,N,N,N,N,S,L,4919.046,S,N,4919.046,S,N,4919.046,2008-12
365,2009-01,-0.476094782869913,6770.0534,S,G,N,N,N,N,N,S,L,6770.0534,S,H,6770.0534,S,H,6770.0534,2009-01
365,2009-02,0.16528165284559448,3572.1643,S,G,N,N,N,N,N,S,L,3572.1643,S,H,3572.1643,S,L,3572.1643,2009-02
365,2009-03,-0.0067457283423022485,4229.0556,S,G,N,N,N,N,N,S,L,4229.0556,S,H,4229.0556,S,H,4229.0556,2009-03
365,2009-04,0.41084325571287383,4218.8712,S,G,N,N,N,N,N,S,L,4218.8712,S,H,4218.8712,S,L,4218.8712,2009-04
365,2009-05,0.9752881747517519,5833.0923,S,G,N,N,N,N,N,S,L,5833.0923,S,H,5833.0923,S,H,5833.0923,2009-05
365,2009-06,-0.11431015776497222,11470.1357,S,G,N,N,N,N,N,S,L,11470.1357,S,H,11470.1357,S,H,11470.1357,2009-06
365,2009-07,0.044431838156234305,10161.4454,S,G,N,N,N,N,N,S,L,10161.4454,S,H,10161.4454,S,L,10161.4454,2009-07
365,2009-08,0.022641066033494806,10645.2025,S,G,N,N,N,N,N,S,L,10645.2025,S,H,10645.2025,S,N,10645.2025,2009-08
365,2009-09,0.11621215684134212,10932.9107,S,G,N,N,N,N,N,S,L,10932.9107,S,H,10932.9107,S,N,10932.9107,2009-09
365,2009-10,,,,,,,,,,S,L,12086.2895,S,H,12086.2895,S,N,12086.2895,2009-10
1120,2006-10,0.12047483592629371,14404.2007,S,N,N,A,N,H,A,,,,,,,,,,2006-10
1120,2006-11,0.32882972036787583,16020.0737,S,N,N,A,N,H,A,S,N,16020.0737,S,nan,16020.0737,S,H,16020.0737,2006-11
1120,2006-12,0.09083643351210857,21730.7357,S,N,N,A,N,H,A,S,W,21730.7357,S,N,21730.7357,S,H,21730.7357,2006-12
1120,2007-01,0.04851288226146533,25207.4325,S,N,N,A,N,H,A,S,W,25207.4325,S,N,25207.4325,S,H,25207.4325,2007-01
1120,2007-02,-0.08221706822106378,26283.5487,S,N,N,A,N,H,A,S,W,26283.5487,S,N,26283.5487,S,N,26283.5487,2007-02
1120,2007-03,-0.06288318409803606,24107.8204,S,N,N,A,N,H,A,S,W,24107.8204,S,N,24107.8204,S,N,24107.8204,2007-03
1120,2007-04,0.09053396395245095,22568.3635,S,N,N,A,N,H,A,S,W,22568.3635,S,H,22568.3635,S,L,22568.3635,2007-04
1120,2007-05,0.19851955888632067,24186.767,S,N,N,A,N,H,A,S,W,24186.767,S,H,24186.767,S,N,24186.767,2007-05
1120,2007-06,0.1724927950566506,28786.341,S,N,N,A,N,H,A,S,W,28786.341,S,N,28786.341,S,H,28786.341,2007-06
1120,2007-07,-0.13231025887295522,33060.7306,S,N,N,A,N,H,A,S,W,33060.7306,S,H,33060.7306,S,H,33060.7306,2007-07
1120,2007-08,-0.06741064265495444,28847.4305,S,N,N,A,N,H,A,S,W,28847.4305,S,H,28847.4305,S,L,28847.4305,2007-08
1120,2007-09,-0.069341390810292,26750.6488,S,N,N,A,N,H,A,S,W,26750.6488,S,H,26750.6488,S,L,26750.6488,2007-09
1120,2007-10,0.09356354139679723,25222.47,S,N,N,A,N,N,A,S,W,25222.47,S,H,25222.47,S,L,25222.47,2007-10
1120,2007-11,0.02254062549639113,27800.4495,S,N,N,A,N,N,A,S,N,27800.4495,S,H,27800.4495,S,N,27800.4495,2007-11
1120,2007-12,0.0854155453912,29094.6083,S,N,N,A,N,N,A,S,N,29094.6083,S,N,29094.6083,S,N,29094.6083,2007-12
1120,2008-01,-0.10729470249858475,31484.6199,S,N,N,A,N,N,A,S,L,31484.6199,S,N,31484.6199,S,N,31484.6199,2008-01
1120,2008-02,0.16818976568825073,27602.1433,S,N,N,A,N,N,A,S,L,27602.1433,S,N,27602.1433,S,H,27602.1433,2008-02
1120,2008-03,-0.130019744357741,32364.3096,S,N,N,A,N,N,A,S,N,32364.3096,S,N,32364.3096,S,H,32364.3096,2008-03
1120,2008-04,0.0602675530771164,28315.4814,S,N,N,A,N,N,A,S,N,28315.4814,S,N,28315.4814,S,N,28315.4814,2008-04
1120,2008-05,-0.014602916271437838,30061.703,S,N,N,A,N,N,A,S,N,30061.703,S,L,30061.703,S,N,30061.703,2008-05
1120,2008-06,-0.17728341623583233,29323.9291,S,N,N,A,N,N,A,S,N,29323.9291,S,L,29323.9291,S,N,29323.9291,2008-06
1120,2008-07,0.012749326508750825,23619.104,S,N,N,A,N,N,A,S,L,23619.104,S,L,23619.104,S,N,23619.104,2008-07
1120,2008-08,0.2494646563577132,23954.6266,S,N,N,A,N,N,A,S,N,23954.6266,S,L,23954.6266,S,N,23954.6266,2008-08
1120,2008-09,-0.14337381778493152,29445.1684,S,N,N,A,N,N,A,S,N,29445.1684,S,L,29445.1684,S,H,29445.1684,2008-09
1120,2008-10,-0.4231882766456089,25667.014,S,N,N,N,N,H,N,S,W,25667.014,S,L,25667.014,S,N,25667.014,2008-10
1120,2008-11,-0.2023571177116662,14666.1938,S,N,N,N,N,H,N,S,W,14666.1938,S,N,14666.1938,S,L,14666.1938,2008-11
1120,2008-12,0.11450848735722552,11644.6102,S,N,N,N,N,H,N,S,N,11644.6102,S,N,11644.6102,S,L,11644.6102,2008-12
1120,2009-01,-0.15151729918683066,12753.6207,S,N,N,N,N,H,N,S,N,12753.6207,S,N,12753.6207,S,N,12753.6207,2009-01
1120,2009-02,0.02772980598521735,10779.9579,S,N,N,N,N,H,N,S,N,10779.9579,S,N,10779.9579,S,L,10779.9579,2009-02
1120,2009-03,0.0452314299747143,11052.5113,S,N,N,N,N,H,N,S,N,11052.5113,S,N,11052.5113,S,H,11052.5113,2009-03
1120,2009-04,0.3657055711408217,11743.2933,S,N,N,N,N,H,N,S,N,11743.2933,S,N,11743.2933,S,N,11743.2933,2009-04
1120,2009-05,0.42101518610823585,15939.6762,S,N,N,N,N,H,N,S,N,15939.6762,S,N,15939.6762,S,H,15939.6762,2009-05
1120,2009-06,-0.029112197048138944,22697.1215,S,N,N,N,N,H,N,S,N,22697.1215,S,N,22697.1215,S,N,22697.1215,2009-06
1120,2009-07,-0.026933898369229436,21509.7604,S,N,N,N,N,H,N,S,N,21509.7604,S,N,21509.7604,S,N,21509.7604,2009-07
1120,2009-08,0.17967068940541342,21236.2313,S,N,N,N,N,H,N,S,N,21236.2313,S,N,21236.2313,S,L,21236.2313,2009-08
1120,2009-09,0.16497385038313372,25258.9951,S,N,N,N,N,H,N,S,L,25258.9951,S,N,25258.9951,S,H,25258.9951,2009-09
1120,2009-10,-0.007357275641757699,29385.5113,S,N,N,A,H,H,A,S,L,29385.5113,S,N,29385.5113,S,H,29385.5113,2009-10
1120,2009-11,0.17747514477770476,29942.0015,S,N,N,A,H,H,A,S,N,29942.0015,S,N,29942.0015,S,N,29942.0015,2009-11
1120,2009-12,-0.014233952589624566,35761.5683,S,N,N,A,H,H,A,S,N,35761.5683,S,N,35761.5683,S,H,35761.5683,2009-12
1120,2010-01,-0.0650468666171039,35063.5975,S,N,N,A,H,H,A,S,W,35063.5975,S,N,35063.5975,S,L,35063.5975,2010-01
1120,2010-02,-0.05352992764966291,32545.2437,S,N,N,A,H,H,A,S,W,32545.2437,S,N,32545.2437,S,N,32545.2437,2010-02
1120,2010-03,0.22772762122650847,31370.9551,S,N,N,A,H,H,A,S,N,31370.9551,S,N,31370.9551,S,L,31370.9551,2010-03
1120,2010-04,-0.022735451132567475,37817.7524,S,N,N,A,H,H,A,S,N,37817.7524,S,N,37817.7524,S,H,37817.7524,2010-04
1120,2010-05,0.025214877808925618,37242.3981,S,N,N,A,H,H,A,S,N,37242.3981,S,N,37242.3981,S,L,37242.3981,2010-05
1120,2010-06,-0.06896513909847068,38067.7013,S,N,N,A,H,H,A,S,N,38067.7013,S,N,38067.7013,S,H,38067.7013,2010-06
1120,2010-07,-0.0874964957314599,36105.8376,S,N,N,A,H,H,A,S,W,36105.8376,S,N,36105.8376,S,L,36105.8376,2010-07
1120,2010-08,0.03801504885647278,33790.2726,S,N,N,A,H,H,A,S,W,33790.2726,S,H,33790.2726,S,L,33790.2726,2010-08
1120,2010-09,0.09001259300312947,34228.8623,S,N,N,A,H,H,A,S,N,34228.8623,S,N,34228.8623,S,N,34228.8623,2010-09
1120,2010-10,0.038211942080841776,37728.148,S,G,N,N,N,L,N,S,N,37728.148,S,N,37728.148,S,N,37728.148,2010-10
1120,2010-11,0.03447094653785321,39232.5579,S,G,N,N,N,L,N,S,N,39232.5579,S,H,39232.5579,S,N,39232.5579,2010-11
1120,2010-12,-0.004050137902604778,39312.7302,S,G,N,N,N,L,N,S,L,39312.7302,S,N,39312.7302,S,H,39312.7302,2010-12
1120,2011-01,-0.055451895181074295,38298.7862,S,G,N,N,N,L,N,S,N,38298.7862,S,N,38298.7862,S,N,38298.7862,2011-01
1120,2011-02,-0.16864122804198445,36907.5608,S,G,N,N,N,L,N,S,N,36907.5608,S,N,36907.5608,S,H,36907.5608,2011-02
1120,2011-03,0.07032012128187204,30276.8388,S,G,N,N,N,L,N,S,N,30276.8388,S,N,30276.8388,S,L,30276.8388,2011-03
1120,2011-04,0.038432467347685906,32856.5009,S,G,N,N,N,L,N,S,L,32856.5009,S,L,32856.5009,S,N,32856.5009,2011-04
1120,2011-05,-0.02350036796512389,34375.0588,S,G,N,N,N,L,N,S,N,34375.0588,S,L,34375.0588,S,N,34375.0588,2011-05
1120,2011-06,0.04746110723874519,33960.0492,S,G,N,N,N,L,N,S,L,33960.0492,S,L,33960.0492,S,N,33960.0492,2011-06
1120,2011-07,0.01938809179592016,35143.7699,S,G,N,N,N,L,N,S,N,35143.7699,S,L,35143.7699,S,H,35143.7699,2011-07
1120,2011-08,-0.15112471082955858,36190.726,S,G,N,N,N,L,N,S,N,36190.726,S,L,36190.726,S,N,36190.726,2011-08
1120,2011-09,-0.052428328365267785,30644.6882,S,G,N,N,N,L,N,S,N,30644.6882,S,N,30644.6882,S,L,30644.6882,2011-09
1120,2011-10,-0.000901728831178894,29460.9676,S,N,,C,H,N,N,S,N,29460.9676,S,N,29460.9676,S,L,29460.9676,2011-10
1120,2011-11,-0.13752128332650893,29258.1788,S,N,,C,H,N,N,S,N,29258.1788,S,N,29258.1788,S,N,29258.1788,2011-11
1120,2011-12,-0.01284118886747243,25933.3857,S,N,,C,H,N,N,S,L,25933.3857,S,N,25933.3857,S,N,25933.3857,2011-12
1120,2012-01,0.07922641019226262,25565.5363,S,N,,C,H,N,N,S,L,25565.5363,S,N,25565.5363,S,H,25565.5363,2012-01
1120,2012-02,0.176539204895646,27484.9558,S,N,,C,H,N,N,S,N,27484.9558,S,N,27484.9558,S,N,27484.9558,2012-02
1120,2012-03,0.039771693288641385,32997.9814,S,N,,C,H,N,N,S,L,32997.9814,S,N,32997.9814,S,H,32997.9814,2012-03
1120,2012-04,-0.0402721359524848,34695.7481,S,N,,C,H,N,N,S,N,34695.7481,S,N,34695.7481,S,H,34695.7481,2012-04
1120,2012-05,0.03956989746323014,33488.4474,S,N,,C,H,N,N,S,N,33488.4474,S,N,33488.4474,S,N,33488.4474,2012-05
1120,2012-06,-0.07132463907579722,34280.7385,S,N,,C,H,N,N,S,N,34280.7385,S,N,34280.7385,S,H,34280.7385,2012-06
1120,2012-07,-0.09644633451290296,32413.1952,S,N,,C,H,N,N,S,N,32413.1952,S,N,32413.1952,S,L,32413.1952,2012-07
1120,2012-08,0.04933564859156925,29781.6568,S,N,,C,H,N,N,S,N,29781.6568,S,N,29781.6568,S,L,29781.6568,2012-08
1120,2012-09,0.09041873434645686,31611.472,S,N,,C,H,N,N,S,N,31611.472,S,N,31611.472,S,H,31611.472,2012-09
1120,2012-10,0.0898074313692665,33662.9401,S,N,N,N,H,H,A,S,N,33662.9401,S,N,33662.9401,S,N,33662.9401,2012-10
1120,2012-11,-0.15825511805188341,36733.0681,S,N,N,N,H,H,A,S,N,36733.0681,S,N,36733.0681,S,H,36733.0681,2012-11
1120,2012-12,-0.022752620730667084,31583.1759,S,N,N,N,H,H,A,S,W,31583.1759,S,N,31583.1759,S,L,31583.1759,2012-12
1120,2013-01,0.00899443100001407,30941.7974,S,N,N,N,H,H,A,S,N,30941.7974,S,N,30941.7974,S,L,30941.7974,2013-01
1120,2013-02,-0.002579475231764383,30559.7999,S,N,N,N,H,H,A,S,N,30559.7999,S,N,30559.7999,S,N,30559.7999,2013-02
1120,2013-03,-0.0002999700009999051,29975.0136,S,N,N,N,H,H,A,S,L,29975.0136,S,N,29975.0136,S,H,29975.0136,2013-03
1120,2013-04,-0.041721094692509175,29984.4456,S,N,N,N,H,H,A,S,L,29984.4456,S,N,29984.4456,S,N,29984.4456,2013-04
1120,2013-05,0.03197924276153552,29083.6861,S,N,N,N,H,H,A,S,N,29083.6861,S,N,29083.6861,S,L,29083.6861,2013-05
1120,2013-06,0.024246085441545606,29937.2854,S,N,N,N,H,H,A,S,L,29937.2854,S,N,29937.2854,S,N,29937.2854,2013-06
1120,2013-07,-0.08095015041839615,31139.8702,S,N,N,N,H,H,A,S,N,31139.8702,S,N,31139.8702,S,H,31139.8702,2013-07
1120,2013-08,0.06782144396127432,28961.0696,S,N,N,N,H,H,A,S,N,28961.0696,S,L,28961.0696,S,N,28961.0696,2013-08
1120,2013-09,-0.03239883805789423,30446.6154,S,N,N,N,H,H,A,S,N,30446.6154,S,L,30446.6154,S,H,30446.6154,2013-09
1120,2013-10,0.22596774752209292,29644.8923,S,N,N,A,H,H,A,S,N,29644.8923,S,L,29644.8923,S,L,29644.8923,2013-10
1120,2013-11,0.073721460555487,36464.255,S,N,N,A,H,H,A,S,N,36464.255,S,N,36464.255,S,H,36464.255,2013-11
1120,2013-12,0.1469926982887111,39557.9632,S,N,N,A,H,H,A,S,W,39557.9632,S,N,39557.9632,S,H,39557.9632,2013-12
1120,2014-01,0.05795327940907691,45122.865,S,N,N,A,H,H,A,S,W,45122.865,S,N,45122.865,S,H,45122.865,2014-01
1120,2014-02,0.11735176381654511,48244.8693,S,N,N,A,H,H,A,S,W,48244.8693,S,N,48244.8693,S,H,48244.8693,2014-02
1120,2014-03,0.008298044067637456,53625.8464,S,N,N,A,H,H,A,S,W,53625.8464,S,N,53625.8464,S,H,53625.8464,2014-03
1120,2014-04,0.0809277535114703,52710.9388,S,N,N,A,H,H,A,S,W,52710.9388,S,N,52710.9388,S,L,52710.9388,2014-04
1120,2014-05,0.25477618776392785,56927.0593,S,N,N,A,H,H,A,S,W,56927.0593,S,L,56927.0593,S,H,56927.0593,2014-05
1120,2014-06,0.017778112390373746,71244.8915,S,N,N,A,H,H,A,S,W,71244.8915,S,N,71244.8915,S,H,71244.8915,2014-06
1120,2014-07,0.007289722819570965,73230.3353,S,N,N,A,H,H,A,S,W,73230.3353,S,N,73230.3353,S,L,73230.3353,2014-07
1120,2014-08,0.14365022511446845,73541.5925,S,N,N,A,H,H,A,S,W,73541.5925,S,N,73541.5925,S,N,73541.5925,2014-08
1120,2014-09,0.10883028590386612,82865.1611,S,N,N,A,H,H,A,S,W,82865.1611,S,N,82865.1611,S,H,82865.1611,2014-09
1120,2014-10,-0.01254480175197148,88689.4439,S,N,N,A,N,N,A,S,W,88689.4439,S,L,88689.4439,S,H,88689.4439,2014-10
1120,2014-11,0.274028431213893,88628.1357,S,N,N,A,N,N,A,S,W,88628.1357,S,L,88628.1357,S,L,88628.1357,2014-11
1120,2014-12,-0.1010376808088237,114009.7472,S,N,N,A,N,N,A,S,W,114009.7472,S,N,114009.7472,S,H,114009.7472,2014-12
1120,2015-01,0.03383533608249767,102097.0845,S,N,N,A,N,N,A,S,W,102097.0845,S,N,102097.0845,S,L,102097.0845,2015-01
1120,2015-02,-0.013168178478327186,107289.4209,S,N,N,A,N,N,A,S,W,107289.4209,S,N,107289.4209,S,N,107289.4209,2015-02
1120,2015-03,0.12178221113389531,107034.7559,S,N,N,A,N,N,A,S,W,107034.7559,S,N,107034.7559,S,N,107034.7559,2015-03
1120,2015-04,-0.0867321490115649,118140.9794,S,N,N,A,N,N,A,S,W,118140.9794,S,N,118140.9794,S,H,118140.9794,2015-04
1120,2015-05,-0.11336653637239813,108525.0177,S,N,N,A,N,N,A,S,W,108525.0177,S,N,108525.0177,S,L,108525.0177,2015-05
1120,2015-06,0.01573301175163344,95961.5444,S,N,N,A,N,N,A,S,W,95961.5444,S,H,95961.5444,S,L,95961.5444,2015-06
1120,2015-07,-0.01167604650630083,95008.9087,S,N,N,A,N,N,A,S,N,95008.9087,S,H,95008.9087,S,N,95008.9087,2015-07
1120,2015-08,-0.09762051845500119,93806.324,S,N,N,A,N,N,A,S,N,93806.324,S,H,93806.324,S,L,93806.324,2015-08
1120,2015-09,0.09036105279738393,86505.9273,S,N,N,A,N,N,A,S,N,86505.9273,S,H,86505.9273,S,N,86505.9273,2015-09
1120,2015-10,-0.04151749037134722,93537.5109,S,G,N,A,N,H,A,S,N,93537.5109,S,H,93537.5109,S,H,93537.5109,2015-10
1120,2015-11,-0.0502514547409072,90467.3829,S,G,N,A,N,H,A,S,N,90467.3829,S,H,90467.3829,S,L,90467.3829,2015-11
1120,2015-12,-0.010894660666053047,83365.059,S,G,N,A,N,H,A,S,L,83365.059,S,N,83365.059,S,L,83365.059,2015-12
1120,2016-01,-0.0974453533095333,84195.0783,S,G,N,A,N,H,A,S,L,84195.0783,S,N,84195.0783,S,N,84195.0783,2016-01
1120,2016-02,-0.01601915689065303,77521.9121,S,G,N,A,N,H,A,S,L,77521.9121,S,N,77521.9121,S,N,77521.9121,2016-02
1120,2016-03,0.19011247514924023,76121.2546,S,G,N,A,N,H,A,S,L,76121.2546,S,N,76121.2546,S,H,76121.2546,2016-03
1120,2016-04,0.04851251179434435,88642.2837,S,G,N,A,N,H,A,S,L,88642.2837,S,N,88642.2837,S,H,88642.2837,2016-04
1120,2016-05,-0.04122794120959228,93462.0546,S,G,N,A,N,H,A,S,L,93462.0546,S,N,93462.0546,S,N,93462.0546,2016-05
1120,2016-06,0.10063572862328751,88774.3322,S,G,N,A,N,H,A,S,N,88774.3322,S,N,88774.3322,S,L,88774.3322,2016-06
1120,2016-07,-0.020583934187523356,97032.0806,S,G,N,A,N,H,A,S,N,97032.0806,S,N,97032.0806,S,H,97032.0806,2016-07
1120,2016-08,0.2616716855436192,97055.6607,S,G,N,A,N,H,A,S,N,97055.6607,S,N,97055.6607,S,L,97055.6607,2016-08
1120,2016-09,0.006592528857956692,120876.2702,S,G,N,A,N,H,A,S,N,120876.2702,S,N,120876.2702,S,H,120876.2702,2016-09
1120,2016-10,-0.0017029371228266532,121621.4011,S,N,N,A,N,L,A,S,W,121621.4011,S,N,121621.4011,S,N,121621.4011,2016-10
1120,2016-11,0.035169531220936134,122380.6801,S,N,N,A,N,L,A,S,W,122380.6801,S,N,122380.6801,S,N,122380.6801,2016-11
1120,2016-12,-0.03172930348819647,125894.1139,S,N,N,A,N,L,A,S,W,125894.1139,S,N,125894.1139,S,H,125894.1139,2016-12
1120,2017-01,0.05683414368526729,122248.6316,S,N,N,A,N,L,A,S,W,122248.6316,S,N,122248.6316,S,N,122248.6316,2017-01
1120,2017-02,0.09860298687643687,127742.7931,S,N,N,A,N,L,A,S,W,127742.7931,S,N,127742.7931,S,N,127742.7931,2017-02
1120,2017-03,0.05983324567416548,139683.752,S,N,N,A,N,L,A,S,W,139683.752,S,N,139683.752,S,H,139683.752,2017-03
1120,2017-04,-0.030380063767763477,149766.5995,S,N,N,A,N,L,A,S,W,149766.5995,S,N,149766.5995,S,N,149766.5995,2017-04
1120,2017-05,-0.024438081028455017,142140.7976,S,N,N,A,N,L,A,S,W,142140.7976,S,N,142140.7976,S,L,142140.7976,2017-05
1120,2017-06,-0.05249967724476223,138844.3007,S,N,N,A,N,L,A,S,W,138844.3007,S,N,138844.3007,S,N,138844.3007,2017-06
1120,2017-07,0.048917981317566195,131605.2123,S,N,N,A,N,L,A,S,W,131605.2123,S,N,131605.2123,S,L,131605.2123,2017-07
1120,2017-08,-0.10766139900611016,136792.8326,S,N,N,A,N,L,A,S,W,136792.8326,S,N,136792.8326,S,N,136792.8326,2017-08
1120,2017-09,-0.011286346768275446,123663.4371,S,N,N,A,N,L,A,S,N,123663.4371,S,L,123663.4371,S,L,123663.4371,2017-09
1120,2017-10,0.04892381414279745,125323.4756,S,N,N,N,N,H,A,S,N,125323.4756,S,L,125323.4756,S,N,125323.4756,2017-10
1120,2017-11,0.05918205184978764,129841.4213,S,N,N,N,N,H,A,S,L,129841.4213,S,L,129841.4213,S,N,129841.4213,2017-11
1120,2017-12,0.04903304290611521,138985.7812,S,N,N,N,N,H,A,S,L,138985.7812,S,L,138985.7812,S,H,138985.7812,2017-12
1120,2018-01,-0.022455777353357798,146229.5856,S,N,N,N,N,H,A,S,L,146229.5856,S,L,146229.5856,S,N,146229.5856,2018-01
1120,2018-02,-0.06062809223908583,144861.9403,S,N,N,N,N,H,A,S,L,144861.9403,S,L,144861.9403,S,N,144861.9403,2018-02
1120,2018-03,0.005816787622995756,135783.6047,S,N,N,N,N,H,A,S,L,135783.6047,S,L,135783.6047,S,N,135783.6047,2018-03
1120,2018-04,0.050070727089086775,135953.3813,S,N,N,N,N,H,A,S,L,135953.3813,S,L,135953.3813,S,H,135953.3813,2018-04
1120,2018-05,0.05900409077385471,136184.4662,S,N,N,N,N,H,A,S,L,136184.4662,S,L,136184.4662,S,N,136184.4662,2018-05
1120,2018-06,-0.011488094184621711,145465.5906,S,N,N,N,N,H,A,S,L,145465.5906,S,L,145465.5906,S,H,145465.5906,2018-06
1120,2018-07,0.09052751443057239,141489.987,S,N,N,N,N,H,A,S,N,141489.987,S,L,141489.987,S,H,141489.987,2018-07
1120,2018-08,0.05763347934995422,155628.6105,S,N,N,N,N,H,A,S,N,155628.6105,S,L,155628.6105,S,H,155628.6105,2018-08
1120,2018-09,0.01766204750501066,165885.9507,S,N,N,N,N,H,A,S,W,165885.9507,S,L,165885.9507,S,N,165885.9507,2018-09
1120,2018-10,-0.047140164690295694,167711.0499,S,N,N,N,N,L,A,S,W,167711.0499,S,L,167711.0499,S,H,167711.0499,2018-10
1120,2018-11,-0.003565882983350366,161561.3618,S,N,N,N,N,L,A,S,W,161561.3618,S,L,161561.3618,S,N,161561.3618,2018-11
1120,2018-12,-0.03134959643820179,160330.4809,S,N,N,N,N,L,A,S,W,160330.4809,S,L,160330.4809,S,N,160330.4809,2018-12
1120,2019-01,-0.050342513498235486,158189.4085,S,N,N,N,N,L,A,S,W,158189.4085,S,L,158189.4085,S,L,158189.4085,2019-01
1120,2019-02,0.07966459393995695,151591.6987,S,N,N,N,N,L,A,S,W,151591.6987,S,L,151591.6987,S,N,151591.6987,2019-02
1120,2019-03,0.037107420261813795,161797.1627,S,N,N,N,N,L,A,S,W,161797.1627,S,L,161797.1627,S,H,161797.1627,2019-03
1120,2019-04,0.018073113726832846,169408.8166,S,N,N,N,N,L,A,S,W,169408.8166,S,L,169408.8166,S,N,169408.8166,2019-04
1120,2019-05,-0.02393325757778131,171163.1754,S,N,N,N,N,L,A,S,W,171163.1754,S,L,171163.1754,S,H,171163.1754,2019-05
1120,2019-06,0.01697289156843107,168682.5497,S,N,N,N,N,L,A,S,W,168682.5497,S,L,168682.5497,S,N,168682.5497,2019-06
1120,2019-07,-0.02224428264472067,169168.2996,S,N,N,N,N,L,A,S,W,169168.2996,S,L,169168.2996,S,H,169168.2996,2019-07
1120,2019-08,-0.08850013092693132,160820.9469,S,N,N,N,N,L,A,S,N,160820.9469,S,L,160820.9469,S,H,160820.9469,2019-08
1120,2019-09,0.1680162541293586,144748.7558,S,N,N,N,N,L,A,S,W,144748.7558,S,L,144748.7558,S,L,144748.7558,2019-09
