Month,Co_Code,Co_Name,Momentum_Label,Size_Label,BM_Label,BM,Monthly_Return,Size,Price_EOM,Momentum,OpProf_Label,Inv_Label,OpProf,Inv,Year
2013-12-01,11,20 MICRONS LTD.,L,S,N,0.7173321481758711,0.9681920585386572,1051.6746,31.1,0.4792052534945103,R,A,0.7739137990962811,0.28414474347344015,2013
2014-01-01,11,20 MICRONS LTD.,L,S,N,0.72080872751844,0.9992002199720018,1046.6022,30.95,0.4058198420136628,R,A,0.7739137990962811,0.28414474347344015,2014
2014-02-01,11,20 MICRONS LTD.,L,S,N,0.7374886478169104,0.9789223014080505,1022.931,30.25,0.4561768642203718,R,A,0.7739137990962811,0.28414474347344015,2014
2014-03-01,11,20 MICRONS LTD.,N,S,N,0.7018960437343209,1.0501736121681569,1060.1285,31.35,0.9996956393841419,R,A,0.7739137990962811,0.28414474347344015,2014
2014-04-01,11,20 MICRONS LTD.,N,S,N,0.6588155963547249,1.0656602336857495,1129.4511,33.4,0.9928079586788717,R,A,0.7739137990962811,0.28414474347344015,2014
2014-05-01,11,20 MICRONS LTD.,N,S,N,0.6539209640593052,1.0134654093562758,1137.9051,33.65,1.053784418395549,R,A,0.7739137990962811,0.28414474347344015,2014
2014-06-01,11,20 MICRONS LTD.,N,S,N,0.6116151991972786,1.097876804038184,1224.1357,36.2,1.1465705074409,R,A,0.7739137990962811,0.28414474347344015,2014
2014-07-01,11,20 MICRONS LTD.,N,S,N,0.7028721060975446,0.856813129326229,1065.2009,31.5,1.1622419854540957,R,A,0.7739137990962811,0.28414474347344015,2014
2014-08-01,11,20 MICRONS LTD.,N,S,N,0.6531112284100158,1.06722216711,1146.3591,33.9,1.2896636123876701,R,A,0.7739137990962811,0.28414474347344015,2014
2014-09-01,11,20 MICRONS LTD.,L,S,N,0.734587025934496,0.8909328929499434,1029.6942,30.45,1.0949358221669134,R,A,0.7739137990962811,0.28414474347344015,2014
2014-10-01,11,20 MICRONS LTD.,N,S,N,0.7203920670014147,1.0290020895000003,1049.9838,31.05,1.157780352772506,N,N,0.49937574316290134,0.10121664050235482,2014
2014-11-01,11,20 MICRONS LTD.,L,S,N,0.7321824787687408,1.00969703029899,1033.0758,30.55,0.9184398414411247,N,N,0.49937574316290134,0.10121664050235482,2014
2014-12-01,11,20 MICRONS LTD.,L,S,N,0.7124490055188533,1.019898,1028.0034,30.4,0.9885687113730186,N,N,0.49937574316290134,0.10121664050235482,2014
2015-01-01,11,20 MICRONS LTD.,L,S,N,0.5546337743494754,1.2715170896744694,1320.511,39.05,1.030947200317263,N,N,0.49937574316290134,0.10121664050235482,2015
2015-02-01,11,20 MICRONS LTD.,L,S,N,0.6083834137935074,0.8841474682695885,1203.8461,35.6,1.0523025983107153,N,N,0.49937574316290134,0.10121664050235482,2015
2015-03-01,11,20 MICRONS LTD.,N,S,N,0.5723802698023818,1.01808545906169,1217.3725,36.0,1.3668303759515512,N,N,0.49937574316290134,0.10121664050235482,2015
2015-04-01,11,20 MICRONS LTD.,N,S,N,0.6087352991255195,0.9427481045601165,1144.6683,33.85,1.150742698587277,N,N,0.49937574316290134,0.10121664050235482,2015
2015-05-01,11,20 MICRONS LTD.,N,S,N,0.6429141798060464,0.950863965652798,1141.3654,32.7,1.0993695471783864,N,N,0.49937574316290134,0.10121664050235482,2015
2015-06-01,11,20 MICRONS LTD.,N,S,N,0.6514812386165504,1.0162750104103762,1151.8367,33.0,1.0226580475714977,N,N,0.49937574316290134,0.10121664050235482,2015
2015-07-01,11,20 MICRONS LTD.,N,S,N,0.7473000189321225,0.8762753357736527,1021.5442,28.95,0.8857174894704867,N,N,0.49937574316290134,0.10121664050235482,2015
2015-08-01,11,20 MICRONS LTD.,N,S,N,0.832089758440005,0.8896825984727781,917.4491,26.0,1.0505587741636346,N,N,0.49937574316290134,0.10121664050235482,2015
2015-09-01,11,20 MICRONS LTD.,N,S,N,0.8787469259259466,0.9685458436623837,892.7485,25.3,0.8625933483682137,N,N,0.49937574316290134,0.10121664050235482,2015
2015-10-01,11,20 MICRONS LTD.,N,S,N,0.7448005657636113,1.1780738459106856,1053.3021,29.85,0.8613828243118693,N,A,0.4957538296156941,0.1431982608075839,2015
2015-11-01,11,20 MICRONS LTD.,N,S,N,0.8173638292177406,0.9121292396790978,959.7929,27.2,0.8107745968667696,N,A,0.4957538296156941,0.1431982608075839,2015
2015-12-01,11,20 MICRONS LTD.,N,S,N,0.6411309653852867,1.3298423217810786,1273.8427,36.1,0.9459791589311528,N,A,0.4957538296156941,0.1431982608075839,2015
2016-01-01,11,20 MICRONS LTD.,N,S,N,0.8540526770739719,0.7661464048880726,956.2642,27.1,0.8460211226888812,N,A,0.4957538296156941,0.1431982608075839,2016
2016-02-01,11,20 MICRONS LTD.,N,S,N,0.8970862874643643,0.9704609901896865,910.3918,25.8,0.8848286060869658,N,A,0.4957538296156941,0.1431982608075839,2016
2016-03-01,11,20 MICRONS LTD.,L,S,N,0.8594935259706491,1.0695011889429102,977.4361,27.7,0.7667366359397302,N,A,0.4957538296156941,0.1431982608075839,2016
2016-04-01,11,20 MICRONS LTD.,L,S,N,0.7428383871573581,1.170638871306111,1130.9324,32.05,0.7308698776766367,N,A,0.4957538296156941,0.1431982608075839,2016
2016-05-01,11,20 MICRONS LTD.,N,S,N,0.8281033495848986,0.8915123905640502,1014.4869,28.75,0.8291357992201376,N,A,0.4957538296156941,0.1431982608075839,2016
2016-06-01,11,20 MICRONS LTD.,N,S,N,0.8506613366202633,1.0365842522509,1046.2448,29.65,1.020775453923309,N,A,0.4957538296156941,0.1431982608075839,2016
2016-07-01,11,20 MICRONS LTD.,N,S,N,0.8578948301908036,1.0075902172108,1037.4232,29.4,0.8954603388199,N,A,0.4957538296156941,0.1431982608075839,2016
2016-08-01,11,20 MICRONS LTD.,N,S,N,0.6611299632196316,1.3049688621778988,1346.1801,38.15,1.0592790277686515,N,A,0.4957538296156941,0.1431982608075839,2016
2016-09-01,11,20 MICRONS LTD.,N,S,N,0.7258004593785834,0.9515977954468322,1287.9573,36.5,1.1996628769725428,N,A,0.4957538296156941,0.1431982608075839,2016
2016-10-01,11,20 MICRONS LTD.,W,S,N,0.6477192390698591,1.0978713759483774,1443.2179,40.9,1.6163640676420412,R,N,0.851929975606256,0.025594662842535264,2016
2016-11-01,11,20 MICRONS LTD.,N,S,N,0.7431056442164711,0.8808436192541225,1257.9638,35.65,1.3056299388589028,R,N,0.851929975606256,0.025594662842535264,2016
2016-12-01,11,20 MICRONS LTD.,W,S,N,0.8015647834210198,0.909349152585214,1166.2189,33.05,1.5715028913651734,R,N,0.851929975606256,0.025594662842535264,2016
2017-01-01,11,20 MICRONS LTD.,N,S,N,0.6985291060359305,1.167041067366127,1370.8806,38.85,1.0409115966804787,R,N,0.851929975606256,0.025594662842535264,2017
2017-02-01,11,20 MICRONS LTD.,N,S,N,0.7548777946973618,0.9094417978468403,1268.5497,35.95,1.2354715395366223,R,N,0.851929975606256,0.025594662842535264,2017
2017-03-01,11,20 MICRONS LTD.,N,S,N,0.9471512071878531,0.976598943203075,1238.5562,35.1,1.4857331090860932,R,N,0.851929975606256,0.025594662842535264,2017
2017-04-01,11,20 MICRONS LTD.,N,S,N,0.7581529555976744,1.2609597092647233,1547.3131,43.85,1.2633812882277762,R,N,0.851929975606256,0.025594662842535264,2017
2017-05-01,11,20 MICRONS LTD.,N,S,N,0.8889039089646007,0.8561535051345764,1319.7152,37.4,1.0539687867780998,R,N,0.851929975606256,0.025594662842535264,2017
2017-06-01,11,20 MICRONS LTD.,N,S,N,0.8970310536301531,1.0153891696599036,1342.6514,38.05,1.4907388714013883,R,N,0.851929975606256,0.025594662842535264,2017
2017-07-01,11,20 MICRONS LTD.,N,S,N,0.892340695440431,0.9853881402676715,1349.7087,38.25,1.2312567041407638,R,N,0.851929975606256,0.025594662842535264,2017
