Month,mom_p30,mom_p70
2012-06,-0.3446873080689911,-0.0422856979647982
2012-07,-0.33590336509123414,-0.05332071900528323
2012-08,-0.25194400771564873,0.04843374733619287
2012-09,-0.2750670087458368,0.057488258750068286
2012-10,-0.18180569282452866,0.13891800623135583
2012-11,-0.07372875316883619,0.277444352214962
2012-12,0.019386949401452528,0.4481362840842994
2013-01,-0.11718402219302085,0.26333734962753924
2013-02,-0.1721967419583555,0.19612379722985746
2013-03,-0.23236308134326172,0.10343678368407465
2013-04,-0.31443663767520164,0.026380892252721194
2013-05,-0.2416110141311149,0.11281848209123164
2013-06,-0.2861817969366839,0.058212788592325836
2013-07,-0.31931797593930605,0.028660714865082294
2013-08,-0.3512355642897672,-0.01766993705762037
2013-09,-0.41842024679983775,-0.10202394075354747
2013-10,-0.365767209614708,-0.0437309977575495
2013-11,-0.342119341607604,-0.017610148634320134
2013-12,-0.33490801986981034,-0.006042984425987004
2014-01,-0.2774314155221051,0.05203308560188569
2014-02,-0.22714037226835995,0.11248353135377344
2014-03,-0.15638059666731363,0.20638462777177793
2014-04,-0.10819668587138695,0.2529903070354903
2014-05,-0.04396495341559548,0.35997755032142326
2014-06,0.1788292310706928,0.7221054667540908
2014-07,0.39363902137008994,1.1708052917345335
2014-08,0.4095179553689814,1.1738896174037015
2014-09,0.3280165716886387,1.1282150415587
2014-10,0.3561476434699939,1.2764174073923855
2014-11,0.35049552449022686,1.1506027084079355
2014-12,0.29128121404844926,1.1049270533002886
2015-01,0.31537763299680943,1.161248403865372
2015-02,0.3487273856004637,1.2582234572555302
2015-03,0.22386170144539966,1.055811764525397
2015-04,0.07738182815899483,0.8241051163224832
2015-05,-0.05946099290626219,0.6124422054179317
2015-06,-0.1582415335675947,0.41238564320522664
2015-07,-0.15293122995267205,0.37269250526497144
2015-08,-0.0692260381684101,0.48078174436662924
2015-09,-0.18312995859851763,0.2572005539386663
2015-10,-0.1652786853892664,0.2667734804677324
2015-11,-0.1364814988177028,0.2753727902107952
2015-12,-0.09538955547750905,0.35762907834225977
2016-01,-0.07120213584054023,0.3863457673620001
2016-02,-0.1341204155079383,0.2860068884096607
2016-03,-0.21751085349914015,0.13940071881006486
2016-04,-0.16806082691866783,0.20671090787581037
2016-05,-0.11483890008477644,0.2849768977613985
2016-06,-0.1138553097876155,0.29462526892155055
2016-07,-0.14474360379273324,0.20222775263384762
2016-08,-0.01875902255287786,0.37392582848532163
2016-09,-0.03429019321679303,0.40022660925788606
2016-10,-0.033396664619505814,0.3843902486855732
2016-11,-0.003231739147469622,0.4514472192886954
2016-12,-0.1510808720335806,0.2295782554975577
2017-01,-0.08304228644965675,0.32314710761145615
2017-02,0.16321432130393684,0.7016125038715367
2017-03,0.09037117823229292,0.5857844056826825
2017-04,0.04286780433022426,0.5390737134602934
2017-05,0.13114779800585247,0.6517710641284562
2017-06,0.009937780540952845,0.47830115555457464
2017-07,-0.027466807694268815,0.45520468285248067
2017-08,0.020666368854540575,0.4852225792199019
2017-09,-0.02678762751976314,0.4453298891734967
2017-10,-0.09741388600902728,0.32387664043839465
2017-11,0.07291939383214026,0.5948547963741104
2017-12,0.1223844800791456,0.6658908944915991
