,count,mean,std,min,5%,25%,50%,75%,95%,max
one_way_cost_bps,37819.0,47.813568584319285,40.115830500295274,1.6385087509780718,17.78763875632821,25.803768168763213,34.60693189425996,50.78772192219476,136.66306059165709,865.2139164421019
effective_spread_bps,37819.0,95.62713716863857,80.23166100059055,3.2770175019561436,35.57527751265642,51.607536337526426,69.21386378851992,101.57544384438953,273.32612118331417,1730.4278328842038
roll_one_way_cost_bps,37819.0,40.68307812876275,62.9114036256308,0.0,0.0,0.0,0.0,68.9826400208548,175.31310447084655,654.7468347924454
beta_m,37819.0,0.8915742057850905,0.4615081078977378,-3.5029921582976558,0.19246323053971348,0.5787644321761936,0.8647279705526397,1.1778165939957526,1.6951075286467072,5.418804031887454
c_chain_ess,37819.0,385.57385996371164,192.36268359032306,28.722279020501208,142.3479413640986,244.70911035304852,343.7924436604083,487.5618656842811,759.5360640125317,1693.726858709191
c_chain_mcse,37819.0,0.00013267535652292315,7.181266433180774e-05,8.144500201684548e-06,5.50514510475054e-05,8.439770912096911e-05,0.0001143441921592765,0.0001593520656308816,0.0002783306666640746,0.0011667590322758498
relative_mcse,37819.0,0.032004070573308945,0.009028188454780161,0.0021231838638273728,0.015143164497673741,0.027297767939544054,0.031170040261310972,0.03696840867595855,0.04803445317118699,0.07247519717262124
prop_zero_price_change,37819.0,0.023145203820480454,0.03330931524070093,0.0,0.0,0.004032258064516129,0.012145748987854251,0.032,0.08,0.8421052631578947
amihud_raw,37819.0,2.1254837293460053e-05,0.0004030391589879945,5.492162404634025e-13,4.1218212704231035e-11,1.6449782779063236e-09,2.8943329027508903e-08,7.400173994856874e-07,6.139777237836841e-05,0.06528746398435446
