company_code,sample_portfolio_year,one_way_cost_bps,effective_spread_bps,c_gibbs,c_gibbs_sd,c_gibbs_p05,c_gibbs_p95,n_prices,apply_portfolio_year,estimator,is_lookahead_safe
9793,2005,39.97530749254677,79.95061498509354,0.0039975307492546765,0.002604324919739983,0.00038729189387157995,0.008664859300435809,179,2006,Hasbrouck2009_market_factor_Gibbs,True
10376,2005,35.65044623246083,71.30089246492166,0.003565044623246083,0.0021772647276507018,0.0004590706974484451,0.0074013976569899526,179,2006,Hasbrouck2009_market_factor_Gibbs,True
10566,2005,48.40199255480104,96.80398510960208,0.004840199255480104,0.002529145616557747,0.0006738431945380811,0.008919865995401862,179,2006,Hasbrouck2009_market_factor_Gibbs,True
10714,2005,29.300878487472684,58.60175697494537,0.0029300878487472683,0.0020749977872075967,0.00024474944238835175,0.006695509282072653,179,2006,Hasbrouck2009_market_factor_Gibbs,True
10735,2005,43.97413750784718,87.94827501569436,0.0043974137507847184,0.0032243660310563313,0.0003465095749148817,0.01046944764889821,166,2006,Hasbrouck2009_market_factor_Gibbs,True
10752,2005,32.09111430450696,64.18222860901392,0.003209111430450696,0.0023282434646582587,0.00027083677315922175,0.007797647402063935,175,2006,Hasbrouck2009_market_factor_Gibbs,True
10903,2005,43.46383321617591,86.92766643235181,0.004346383321617591,0.0029866058128112482,0.000352324980611356,0.009786311401835852,179,2006,Hasbrouck2009_market_factor_Gibbs,True
11259,2005,73.62277360139788,147.24554720279576,0.007362277360139788,0.004843782100759749,0.0006456202953758819,0.016105905585403677,179,2006,Hasbrouck2009_market_factor_Gibbs,True
11262,2005,42.10670308025065,84.2134061605013,0.004210670308025064,0.0030564987634801623,0.0003468031239015671,0.010076331290596053,179,2006,Hasbrouck2009_market_factor_Gibbs,True
11599,2005,46.880374271499626,93.76074854299925,0.004688037427149963,0.0025976149916920703,0.0004952661976147865,0.008929955895017461,179,2006,Hasbrouck2009_market_factor_Gibbs,True
11853,2005,25.598615642690014,51.19723128538003,0.0025598615642690014,0.0018309497022454097,0.00022344482151153065,0.0057288290439510186,179,2006,Hasbrouck2009_market_factor_Gibbs,True
11955,2005,34.68313259354888,69.36626518709777,0.003468313259354888,0.0025040301134611207,0.00025824992711971466,0.008328196816026881,179,2006,Hasbrouck2009_market_factor_Gibbs,True
12007,2005,38.665930305567784,77.33186061113557,0.0038665930305567787,0.0027407996260729135,0.00031366989783228257,0.008883102494949157,179,2006,Hasbrouck2009_market_factor_Gibbs,True
12011,2005,43.43169784982119,86.86339569964238,0.004343169784982119,0.002797471654292576,0.0004063823211479666,0.009220497527318827,179,2006,Hasbrouck2009_market_factor_Gibbs,True
12108,2005,32.360634681748934,64.72126936349787,0.0032360634681748933,0.0023741996699941847,0.00023585722261780154,0.007559945369831018,179,2006,Hasbrouck2009_market_factor_Gibbs,True
12517,2005,48.066930429248856,96.13386085849771,0.004806693042924886,0.0030558710999885317,0.0004718519640309956,0.0101533504437658,179,2006,Hasbrouck2009_market_factor_Gibbs,True
12577,2005,76.56660882547568,153.13321765095137,0.007656660882547568,0.0032030235463312686,0.0016204306290092708,0.012357577559162513,179,2006,Hasbrouck2009_market_factor_Gibbs,True
12774,2005,21.64183281065784,43.28366562131568,0.002164183281065784,0.001587351555176314,0.00017059434033193303,0.005173133129668278,179,2006,Hasbrouck2009_market_factor_Gibbs,True
12933,2005,33.14901686720918,66.29803373441835,0.003314901686720918,0.002398754874564399,0.00028295686271410074,0.00789425150903717,179,2006,Hasbrouck2009_market_factor_Gibbs,True
13029,2005,57.25603975301178,114.51207950602355,0.005725603975301178,0.0034894388142572464,0.0006689990140653525,0.01201710164899131,179,2006,Hasbrouck2009_market_factor_Gibbs,True
13188,2005,140.297048444266,280.594096888532,0.014029704844426602,0.004611453140658271,0.004909643156761955,0.020578345401648396,176,2006,Hasbrouck2009_market_factor_Gibbs,True
13398,2005,89.04881801576357,178.09763603152714,0.008904881801576357,0.006581680039545328,0.0007291885645858892,0.021905168010238552,137,2006,Hasbrouck2009_market_factor_Gibbs,True
13637,2005,35.19261822547758,70.38523645095516,0.003519261822547758,0.0025475047849073664,0.0002895268100747983,0.00831195524422191,165,2006,Hasbrouck2009_market_factor_Gibbs,True
14204,2005,40.698012328428845,81.39602465685769,0.004069801232842884,0.0026048989959918333,0.0004113165629025748,0.008697796057211833,178,2006,Hasbrouck2009_market_factor_Gibbs,True
14299,2005,42.76076425372257,85.52152850744514,0.004276076425372257,0.002696492187746091,0.00036352744465569626,0.008951226897154439,179,2006,Hasbrouck2009_market_factor_Gibbs,True
15222,2005,36.63377962036161,73.26755924072322,0.0036633779620361606,0.002690852930332523,0.000351410493726362,0.008818295096766574,179,2006,Hasbrouck2009_market_factor_Gibbs,True
15246,2005,35.07686003801352,70.15372007602704,0.003507686003801352,0.002494925433272954,0.0002691023338568952,0.008238371931833768,179,2006,Hasbrouck2009_market_factor_Gibbs,True
15270,2005,43.036767894513595,86.07353578902719,0.0043036767894513595,0.0025625039046368696,0.00042849932311590344,0.0085806784730706,179,2006,Hasbrouck2009_market_factor_Gibbs,True
15303,2005,66.60368645604817,133.20737291209633,0.006660368645604817,0.003314269106458891,0.0010816533330858106,0.012018798279069928,179,2006,Hasbrouck2009_market_factor_Gibbs,True
15321,2005,34.18732117018347,68.37464234036695,0.003418732117018347,0.0024381811838639286,0.00027727639779749906,0.008054291583481265,179,2006,Hasbrouck2009_market_factor_Gibbs,True
16191,2005,29.781365240452423,59.56273048090485,0.0029781365240452422,0.002125286220718831,0.00024140820533454885,0.0068834598871450135,179,2006,Hasbrouck2009_market_factor_Gibbs,True
16198,2005,101.8360331820353,203.6720663640706,0.010183603318203529,0.005757053315608135,0.0010598027399411924,0.019613228397680534,170,2006,Hasbrouck2009_market_factor_Gibbs,True
16635,2005,30.292647328786984,60.58529465757397,0.0030292647328786985,0.0022276778821554615,0.00023780304729641247,0.007462302505621194,177,2006,Hasbrouck2009_market_factor_Gibbs,True
16814,2005,24.825980899091746,49.65196179818349,0.0024825980899091746,0.0019186538207518547,0.0001705753221269092,0.006176570103876071,179,2006,Hasbrouck2009_market_factor_Gibbs,True
16823,2005,25.57602048433829,51.15204096867658,0.002557602048433829,0.0018691028157224437,0.00024143916341322745,0.006231793643776949,171,2006,Hasbrouck2009_market_factor_Gibbs,True
17728,2005,82.86925158634688,165.73850317269375,0.008286925158634688,0.003064694047693781,0.0022352121273905624,0.012693473895774347,179,2006,Hasbrouck2009_market_factor_Gibbs,True
17809,2005,100.49001506027132,200.98003012054264,0.010049001506027132,0.002423533362828053,0.005714023346591035,0.013525191806168018,179,2006,Hasbrouck2009_market_factor_Gibbs,True
18030,2005,59.16804028146068,118.33608056292135,0.005916804028146067,0.003524311645510726,0.000537152823267862,0.011881921058536903,179,2006,Hasbrouck2009_market_factor_Gibbs,True
18102,2005,47.18313874672716,94.36627749345432,0.004718313874672716,0.002494819680915663,0.0006482707589343136,0.008722265603818663,179,2006,Hasbrouck2009_market_factor_Gibbs,True
18151,2005,40.17193381496436,80.34386762992872,0.0040171933814964365,0.0023137445922998398,0.00044556289162425185,0.007904075640920029,179,2006,Hasbrouck2009_market_factor_Gibbs,True
18395,2005,42.00441350642945,84.0088270128589,0.004200441350642945,0.0025609788947580847,0.00039020222074581657,0.008685451777636405,179,2006,Hasbrouck2009_market_factor_Gibbs,True
18396,2005,58.98045930316415,117.9609186063283,0.005898045930316415,0.003116604068448095,0.0007250887790093687,0.010867500152081811,179,2006,Hasbrouck2009_market_factor_Gibbs,True
19063,2005,38.05616276670528,76.11232553341056,0.003805616276670528,0.0026055168022286737,0.0003229553029233179,0.008647152373855809,179,2006,Hasbrouck2009_market_factor_Gibbs,True
19361,2005,132.79050813547306,265.5810162709461,0.013279050813547305,0.005775629928551611,0.0024614065387224466,0.021714485137718068,166,2006,Hasbrouck2009_market_factor_Gibbs,True
19480,2005,43.68486474157558,87.36972948315116,0.004368486474157558,0.0029258066448204743,0.0003212592083359407,0.009677491506374212,178,2006,Hasbrouck2009_market_factor_Gibbs,True
19962,2005,68.90166330156801,137.80332660313601,0.006890166330156801,0.004236333443992909,0.0006574351383993086,0.014221942228093488,171,2006,Hasbrouck2009_market_factor_Gibbs,True
20015,2005,57.38067956653392,114.76135913306784,0.005738067956653392,0.0036840159008223812,0.000484014288908278,0.012357963485715637,178,2006,Hasbrouck2009_market_factor_Gibbs,True
20327,2005,68.77915596370137,137.55831192740274,0.0068779155963701365,0.003971046222143054,0.0007447091907970162,0.013581159251132511,177,2006,Hasbrouck2009_market_factor_Gibbs,True
20554,2005,32.72286210890079,65.44572421780158,0.003272286210890079,0.0025225037073119435,0.0001773371570142025,0.007931527830617931,179,2006,Hasbrouck2009_market_factor_Gibbs,True
21042,2005,38.93306864497967,77.86613728995934,0.003893306864497967,0.0024552905373708966,0.000372410771024351,0.008189706055034687,179,2006,Hasbrouck2009_market_factor_Gibbs,True
21283,2005,45.044907471957586,90.08981494391517,0.004504490747195758,0.0023862762647987646,0.0005523930484612038,0.008371263795321228,179,2006,Hasbrouck2009_market_factor_Gibbs,True
21420,2005,20.82409536323269,41.64819072646538,0.002082409536323269,0.001446482713217387,0.00016860502609204755,0.004667413372425575,179,2006,Hasbrouck2009_market_factor_Gibbs,True
21575,2005,26.698938963429256,53.39787792685851,0.0026698938963429257,0.0019424283208448595,0.00021753079735484847,0.006347034236466155,179,2006,Hasbrouck2009_market_factor_Gibbs,True
21663,2005,24.304240164219145,48.60848032843829,0.0024304240164219146,0.0018286496770951247,0.00022981839458102778,0.006021082906740914,179,2006,Hasbrouck2009_market_factor_Gibbs,True
21667,2005,137.21164864203922,274.42329728407844,0.013721164864203921,0.0065387271971792385,0.00223525418732814,0.024029161993514302,169,2006,Hasbrouck2009_market_factor_Gibbs,True
21707,2005,23.337315583945195,46.67463116789039,0.0023337315583945193,0.0017167455468765469,0.00019587566824741886,0.0056786323778884205,179,2006,Hasbrouck2009_market_factor_Gibbs,True
21755,2005,144.41419841724903,288.82839683449805,0.014441419841724902,0.00437646046589429,0.005611912450421689,0.02018446339247546,175,2006,Hasbrouck2009_market_factor_Gibbs,True
22104,2005,28.711938125542403,57.423876251084806,0.0028711938125542402,0.001871099055882997,0.00031131408087572754,0.006258647912961759,179,2006,Hasbrouck2009_market_factor_Gibbs,True
22819,2005,59.8594088145224,119.7188176290448,0.0059859408814522405,0.002631376774629467,0.001022478999578416,0.009817271983054108,179,2006,Hasbrouck2009_market_factor_Gibbs,True
22855,2005,23.14969691248557,46.29939382497114,0.002314969691248557,0.001682174474137857,0.0001453514919256044,0.005552928011725465,179,2006,Hasbrouck2009_market_factor_Gibbs,True
22859,2005,27.586949800469196,55.17389960093839,0.0027586949800469194,0.0015842499678130888,0.00029573584175760404,0.005408519310590909,179,2006,Hasbrouck2009_market_factor_Gibbs,True
22900,2005,25.254200168353726,50.50840033670745,0.0025254200168353725,0.001924929686418123,0.00020618820008116114,0.006213238029733998,179,2006,Hasbrouck2009_market_factor_Gibbs,True
23354,2005,29.615459888060236,59.23091977612047,0.0029615459888060235,0.001859800083097795,0.00028363840880696393,0.006266180139905377,179,2006,Hasbrouck2009_market_factor_Gibbs,True
23463,2005,76.28158894465543,152.56317788931085,0.007628158894465542,0.0034840260624724602,0.0013043626285667647,0.012854209043773261,179,2006,Hasbrouck2009_market_factor_Gibbs,True
23482,2005,50.457109791734865,100.91421958346973,0.005045710979173486,0.0032259018913916066,0.0004896599333341911,0.010891397983849183,173,2006,Hasbrouck2009_market_factor_Gibbs,True
23668,2005,43.85672564701976,87.71345129403952,0.0043856725647019755,0.0027326584865718585,0.000446908115342924,0.00921688965051789,179,2006,Hasbrouck2009_market_factor_Gibbs,True
23709,2005,29.31066951957132,58.62133903914264,0.002931066951957132,0.00205334122574243,0.00023959776209975578,0.006851697583368509,179,2006,Hasbrouck2009_market_factor_Gibbs,True
24106,2005,45.73972044251515,91.4794408850303,0.004573972044251515,0.002511685197412547,0.0005646215391028267,0.008553637548290534,179,2006,Hasbrouck2009_market_factor_Gibbs,True
24306,2005,58.78502650010042,117.57005300020084,0.005878502650010042,0.0038512986763183533,0.0005897114446726617,0.01308871595458193,177,2006,Hasbrouck2009_market_factor_Gibbs,True
24381,2005,43.98134760859764,87.96269521719528,0.004398134760859764,0.002592217750605116,0.0004917666294912347,0.008792196595558407,179,2006,Hasbrouck2009_market_factor_Gibbs,True
24496,2005,65.62032358402875,131.2406471680575,0.006562032358402875,0.004071321467878468,0.0006240929437362385,0.013622919431979784,173,2006,Hasbrouck2009_market_factor_Gibbs,True
24685,2005,33.993960817737566,67.98792163547513,0.003399396081773757,0.002043628297236793,0.0003710379101648409,0.006919769705928324,179,2006,Hasbrouck2009_market_factor_Gibbs,True
24774,2005,41.00244059870912,82.00488119741824,0.004100244059870912,0.002884988873889999,0.00028924164066920733,0.009431788330959548,179,2006,Hasbrouck2009_market_factor_Gibbs,True
24967,2005,72.84012904681116,145.6802580936223,0.007284012904681115,0.003652232726667451,0.0010306928953447451,0.013107132153828907,178,2006,Hasbrouck2009_market_factor_Gibbs,True
24976,2005,44.79096720600384,89.58193441200768,0.004479096720600384,0.0026136348407525315,0.0005075148773834967,0.008852619619979237,179,2006,Hasbrouck2009_market_factor_Gibbs,True
25159,2005,24.09238862055668,48.18477724111336,0.002409238862055668,0.00172695840324392,0.0002075841556999843,0.005614334857411811,179,2006,Hasbrouck2009_market_factor_Gibbs,True
25176,2005,60.94278456030773,121.88556912061546,0.006094278456030773,0.0035609955460693416,0.0006633472405682138,0.012158897580441062,179,2006,Hasbrouck2009_market_factor_Gibbs,True
25290,2005,37.14950777223391,74.29901554446782,0.003714950777223391,0.002061415971794566,0.00043353318844925837,0.007061391472490606,179,2006,Hasbrouck2009_market_factor_Gibbs,True
25574,2005,21.824183099435245,43.64836619887049,0.0021824183099435246,0.0016386330133170276,0.00019876807468445837,0.005412016386120935,179,2006,Hasbrouck2009_market_factor_Gibbs,True
26005,2005,37.85435926276453,75.70871852552906,0.0037854359262764533,0.0027656832125436417,0.00031247295636928113,0.00909433078941855,178,2006,Hasbrouck2009_market_factor_Gibbs,True
26061,2005,47.027709638212826,94.05541927642565,0.0047027709638212825,0.002765152446723804,0.0005001483718248791,0.009302507834891751,179,2006,Hasbrouck2009_market_factor_Gibbs,True
26076,2005,31.387669921784777,62.775339843569554,0.0031387669921784777,0.0019167747884852487,0.00031512665104663586,0.006536686951187791,179,2006,Hasbrouck2009_market_factor_Gibbs,True
26365,2005,89.07840583086494,178.15681166172988,0.008907840583086494,0.004679451444463317,0.0011471445083384704,0.01641519553635184,179,2006,Hasbrouck2009_market_factor_Gibbs,True
26485,2005,28.917806177198795,57.83561235439759,0.0028917806177198796,0.002307977773977564,0.00022981181622562345,0.007457790110004153,179,2006,Hasbrouck2009_market_factor_Gibbs,True
26633,2005,57.496439239731465,114.99287847946293,0.005749643923973147,0.003030336955886302,0.000908920332411551,0.010838561198405969,179,2006,Hasbrouck2009_market_factor_Gibbs,True
27347,2005,41.02775226416457,82.05550452832914,0.004102775226416457,0.002459935363663937,0.00037937326508712273,0.008358716856201612,179,2006,Hasbrouck2009_market_factor_Gibbs,True
27428,2005,18.765713817940807,37.53142763588161,0.0018765713817940808,0.001318107541572549,0.00018512944292017956,0.004253477287629914,179,2006,Hasbrouck2009_market_factor_Gibbs,True
27739,2005,29.08609932020079,58.17219864040158,0.002908609932020079,0.002260782616793715,0.00023634992125633005,0.00730810247159585,179,2006,Hasbrouck2009_market_factor_Gibbs,True
27747,2005,18.174782763181867,36.34956552636373,0.0018174782763181866,0.001275398026811734,0.00014521944335143142,0.004206170714886602,179,2006,Hasbrouck2009_market_factor_Gibbs,True
27798,2005,75.27173352352452,150.54346704704903,0.007527173352352452,0.0033671056350496956,0.001366827807735719,0.012591238053271739,176,2006,Hasbrouck2009_market_factor_Gibbs,True
28897,2005,48.68347490862391,97.36694981724781,0.004868347490862391,0.002999534645336763,0.0004664539332040623,0.010180268970488756,179,2006,Hasbrouck2009_market_factor_Gibbs,True
28899,2005,28.143362351121137,56.286724702242275,0.0028143362351121136,0.001710213469752082,0.0002460427170071588,0.005685514096676298,179,2006,Hasbrouck2009_market_factor_Gibbs,True
28920,2005,36.0831889671683,72.1663779343366,0.0036083188967168294,0.002459659766568176,0.0003208878480729837,0.00802185005170828,178,2006,Hasbrouck2009_market_factor_Gibbs,True
28932,2005,45.19328012676734,90.38656025353468,0.004519328012676734,0.0031578078881635235,0.00034950514401027425,0.010295670828399201,179,2006,Hasbrouck2009_market_factor_Gibbs,True
28974,2005,106.10065069179886,212.20130138359772,0.010610065069179886,0.0034035455686731602,0.003906456573144736,0.01549353539653136,176,2006,Hasbrouck2009_market_factor_Gibbs,True
28981,2005,33.25990290270356,66.51980580540712,0.0033259902902703555,0.002347595500706627,0.0003149687462859456,0.007910752488708211,178,2006,Hasbrouck2009_market_factor_Gibbs,True
29203,2005,40.504328599172965,81.00865719834593,0.004050432859917297,0.0028063013433988026,0.00040421888856582473,0.00932216790737694,105,2006,Hasbrouck2009_market_factor_Gibbs,True
29258,2005,34.132024044103176,68.26404808820635,0.0034132024044103175,0.0024602875401269456,0.0002917291203242455,0.00801721726179914,179,2006,Hasbrouck2009_market_factor_Gibbs,True
29433,2005,50.52894999475575,101.0578999895115,0.005052894999475575,0.0024952629819544533,0.0006416415259600139,0.008890989661882245,179,2006,Hasbrouck2009_market_factor_Gibbs,True
29657,2005,48.68764984906183,97.37529969812365,0.004868764984906183,0.0030274899348986923,0.0004624805843184277,0.0100916382498495,169,2006,Hasbrouck2009_market_factor_Gibbs,True
29678,2005,43.18807810548418,86.37615621096836,0.004318807810548418,0.002324145673861584,0.0005224719937730349,0.008101448699483168,179,2006,Hasbrouck2009_market_factor_Gibbs,True
29703,2005,92.12070622884482,184.24141245768965,0.009212070622884483,0.0029201818781185453,0.0033176441028300967,0.013133162492644252,178,2006,Hasbrouck2009_market_factor_Gibbs,True
29728,2005,38.98298549225911,77.96597098451822,0.0038982985492259114,0.002602494187695636,0.000349676673030426,0.008793853082892605,179,2006,Hasbrouck2009_market_factor_Gibbs,True
29826,2005,91.56474632474703,183.12949264949407,0.009156474632474704,0.005517704209575564,0.0008998678219870562,0.018649587461685088,172,2006,Hasbrouck2009_market_factor_Gibbs,True
29843,2005,100.52361993014809,201.04723986029617,0.010052361993014809,0.0066170563998404755,0.0008461869826360325,0.021884326134029883,178,2006,Hasbrouck2009_market_factor_Gibbs,True
30136,2005,35.451820736807214,70.90364147361443,0.0035451820736807217,0.0022085827506245184,0.00034895585990806557,0.0074695545051531856,179,2006,Hasbrouck2009_market_factor_Gibbs,True
30148,2005,39.8805314573365,79.761062914673,0.00398805314573365,0.002560358506140291,0.0003588295027991015,0.00852640829572383,179,2006,Hasbrouck2009_market_factor_Gibbs,True
30153,2005,50.96809672978914,101.93619345957828,0.005096809672978914,0.002562043438386266,0.0006621379309033278,0.00917186079794181,179,2006,Hasbrouck2009_market_factor_Gibbs,True
30230,2005,39.13491629100748,78.26983258201496,0.003913491629100748,0.0025051896278791693,0.0003724618700981062,0.008291937145744284,179,2006,Hasbrouck2009_market_factor_Gibbs,True
30442,2005,33.257547981291786,66.51509596258357,0.0033257547981291784,0.002393505160092043,0.0002865458537031775,0.007916592852722733,179,2006,Hasbrouck2009_market_factor_Gibbs,True
30882,2005,68.21887228567702,136.43774457135405,0.006821887228567702,0.004055482774306883,0.000763211320882008,0.013793310911408067,179,2006,Hasbrouck2009_market_factor_Gibbs,True
31130,2005,65.29292326949067,130.58584653898134,0.006529292326949067,0.0032675834294031945,0.0009999484032923857,0.0118233147180519,179,2006,Hasbrouck2009_market_factor_Gibbs,True
31364,2005,47.126162824383776,94.25232564876755,0.004712616282438378,0.0026710001466152006,0.0005983070915933601,0.00918652268842393,179,2006,Hasbrouck2009_market_factor_Gibbs,True
31365,2005,26.162709252493876,52.32541850498775,0.0026162709252493875,0.001962199057815938,0.00022232465951360238,0.006505445600192172,179,2006,Hasbrouck2009_market_factor_Gibbs,True
32084,2005,74.49998810367339,148.99997620734678,0.007449998810367339,0.0036093513564938533,0.0011470464325547543,0.013093560142676049,176,2006,Hasbrouck2009_market_factor_Gibbs,True
32255,2005,43.42028740600201,86.84057481200402,0.004342028740600201,0.003052397270473456,0.0003210130228707699,0.010045091206018235,179,2006,Hasbrouck2009_market_factor_Gibbs,True
32433,2005,38.21116151159556,76.42232302319113,0.003821116151159556,0.0022785678849453735,0.0004145454386359956,0.007701775194990942,179,2006,Hasbrouck2009_market_factor_Gibbs,True
32996,2005,108.05504515334668,216.11009030669337,0.010805504515334668,0.0027729134033199353,0.0055375887648902835,0.014510917175468119,176,2006,Hasbrouck2009_market_factor_Gibbs,True
33015,2005,78.37700034389147,156.75400068778293,0.007837700034389147,0.004324939519293507,0.0009469092779563216,0.015123300367509413,177,2006,Hasbrouck2009_market_factor_Gibbs,True
33130,2005,33.82033230313336,67.64066460626672,0.003382033230313336,0.0027176998078121575,0.00024464757667890116,0.009021684738533178,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33264,2005,31.545917199128326,63.09183439825665,0.0031545917199128325,0.0022997403508503047,0.00028323334736286046,0.007441491766915833,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33275,2005,81.86333772783615,163.7266754556723,0.008186333772783615,0.00452014711221112,0.001080992753185381,0.015715101520400385,151,2006,Hasbrouck2009_market_factor_Gibbs,True
33537,2005,33.83144893199358,67.66289786398715,0.003383144893199358,0.0023346701520429772,0.0003353373512490686,0.007733905632951856,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33723,2005,30.566555876098512,61.133111752197024,0.003056655587609851,0.0020853133764353357,0.00027799214057775545,0.006861717531911991,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33727,2005,31.145086181474955,62.29017236294991,0.0031145086181474956,0.0019610065421048124,0.00030887649165321264,0.006527443919744693,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33750,2005,31.14076485034486,62.28152970068972,0.003114076485034486,0.0019635263602684272,0.00028004796686957573,0.006530905906983285,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33759,2005,38.07663883972967,76.15327767945934,0.003807663883972967,0.0027496958745576016,0.0003284027419185784,0.00908244541338547,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33769,2005,20.2793722204253,40.5587444408506,0.0020279372220425303,0.001385146164847227,0.00017533455763350044,0.0045031906630732975,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33780,2005,30.218266410653985,60.43653282130797,0.0030218266410653987,0.0020674314528733675,0.00034582633157059783,0.006759401765485772,179,2006,Hasbrouck2009_market_factor_Gibbs,True
33873,2005,29.106041998708708,58.212083997417416,0.002910604199870871,0.0019693347835566875,0.0002551542986370207,0.006550708176059468,179,2006,Hasbrouck2009_market_factor_Gibbs,True
